"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Jason Myers","K","SEA","2021",17,17,"ppr",1,3,3,100,51,0,0,1,1,1,6,6,1,18,18,"55.6%"
"2","Chris Boswell","K","PIT","2021",17,17,"ppr",2,4,4,100,50,0,1,1,1,1,2,2,1,17,17,"14.1%"
"3","Justin Tucker","K","BAL","2021",17,17,"ppr",3,4,4,100,46,0,1,1,2,0,1,1,1,15,15,"99.0%"
"4","Matt Prater","K","ARI","2021",17,17,"ppr",4,4,4,100,53,0,2,1,0,1,1,1,1,15,15,"14.9%"
"5","Brett Maher","K","DAL","2021",17,17,"ppr",5,4,4,100,41,0,1,1,2,0,0,1,1,14,14,"75.1%"
"6","Mason Crosby","K","GB","2021",17,17,"ppr",6,3,3,100,37,0,0,3,0,0,4,4,1,13,13,"3.2%"
"7","Daniel Carlson","K","LV","2021",17,17,"ppr",7,3,3,100,47,0,0,1,2,0,2,2,1,13,13,"96.6%"
"8","Joey Slye","K","WAS","2021",17,17,"ppr",8,3,3,100,55,0,0,2,0,1,1,1,1,12,12,"2.0%"
"9","Randy Bullock","K","TEN","2021",17,17,"ppr",9,2,2,100,44,0,1,0,1,0,4,4,1,11,11,"1.5%"
"10","Robbie Gould","K","SF","2021",17,17,"ppr",10,3,3,100,37,0,1,2,0,0,2,2,1,11,11,"42.9%"
"11","Evan McPherson","K","CIN","2021",17,17,"ppr",11,2,2,100,46,0,1,0,1,0,4,4,1,11,11,"86.6%"
"12","Dustin Hopkins","K","LAC","2021",17,17,"ppr",12,2,2,100,23,1,1,0,0,0,4,4,1,10,10,"2.7%"
"13","Michael Badgley","K","DET","2021",17,17,"ppr",13,2,2,100,46,0,0,0,2,0,2,2,1,10,10,"27.0%"
"14","Jake Elliott","K","PHI","2021",17,17,"ppr",14,2,2,100,42,0,0,0,2,0,2,2,1,10,10,"27.9%"
"15","Cairo Santos","K","CHI","2021",17,17,"ppr",15,2,2,100,44,0,1,0,1,0,3,3,1,10,10,"13.3%"
"16","Brandon McManus","K","DEN","2021",17,17,"ppr",16,2,2,100,61,0,1,0,0,1,1,1,1,9,9,"36.0%"
"17","Nick Folk","K","NE","2021",17,17,"ppr",17,1,1,100,43,0,0,0,1,0,5,6,1,9,9,"75.5%"
"18","Eddy Pineiro","K","CAR","2021",17,17,"ppr",18,1,1,100,51,0,0,0,0,1,3,3,1,8,8,"2.2%"
"19","Ryan Succop","K","TB","2021",17,17,"ppr",19,2,2,100,39,0,1,1,0,0,2,2,1,8,8,"34.3%"
"20","Harrison Butker","K","KC","2021",17,17,"ppr",20,1,1,100,34,0,0,1,0,0,4,4,1,7,7,"91.8%"
"21","Younghoe Koo","K","ATL","2021",17,17,"ppr",21,2,2,100,28,0,2,0,0,0,1,1,1,7,7,"46.2%"
"22","Greg Joseph","K","MIN","2021",17,17,"ppr",22,1,1,100,51,0,0,0,0,1,1,1,1,6,6,"28.3%"
"23","Matthew Wright","K","FA","2021",17,17,"ppr",23,1,1,100,29,0,1,0,0,0,1,1,1,4,4,"4.7%"
"24","Lirim Hajrullahu","K","FA","2021",17,17,"ppr",24,1,2,50,32,0,0,1,0,0,1,1,1,4,4,"0.0%"
"25","Tyler Bass","K","BUF","2021",17,17,"ppr",25,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"94.4%"
"26","Riley Patterson","K","JAC","2021",17,17,"ppr",26,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"2.6%"
"27","Graham Gano","K","NYG","2021",17,17,"ppr",27,1,1,100,38,0,0,1,0,0,0,0,1,3,3,"61.0%"
"28","Jason Sanders","K","MIA","2021",17,17,"ppr",28,1,2,50,39,0,0,1,0,0,0,0,1,3,3,"13.2%"
"29","Matt Gay","K","LAR","2021",17,17,"ppr",29,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"41.5%"
"30","Greg Zuerlein","K","NYJ","2021",17,17,"ppr",30,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"15.9%"
"31","Chase McLaughlin","K","IND","2021",17,17,"ppr",31,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"4.0%"
"32","Ka'imi Fairbairn","K","HOU","2021",17,17,"ppr",32,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"2.0%"
"33","Ty Long","K","FA","2021",17,17,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
"34","Michael Palardy","K","NE","2021",17,17,"ppr",34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
