"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Baltimore Ravens","DST","BAL","2018",16,16,"ppr",1,4,2,1,1,1,0,0,1,20,20,"89.6%"
"2","Jacksonville Jaguars","DST","JAC","2018",16,16,"ppr",2,3,1,1,1,1,0,0,1,17,17,"3.8%"
"3","Dallas Cowboys","DST","DAL","2018",16,16,"ppr",3,3,0,2,1,1,0,0,1,14,14,"90.0%"
"4","Atlanta Falcons","DST","ATL","2018",16,16,"ppr",4,2,3,1,1,0,0,0,1,14,14,"1.7%"
"5","Tennessee Titans","DST","TEN","2018",16,16,"ppr",5,2,2,0,0,1,0,0,1,13,13,"26.3%"
"6","Miami Dolphins","DST","MIA","2018",16,16,"ppr",6,6,0,1,1,0,0,0,1,12,12,"25.9%"
"7","New England Patriots","DST","NE","2018",16,16,"ppr",7,0,2,1,1,0,0,0,1,10,10,"54.0%"
"8","Los Angeles Rams","DST","LAR","2018",16,16,"ppr",8,4,0,0,0,0,0,0,1,8,8,"34.3%"
"9","San Francisco 49ers","DST","SF","2018",16,16,"ppr",9,3,0,2,1,0,0,0,1,8,8,"95.5%"
"10","Buffalo Bills","DST","BUF","2018",16,16,"ppr",10,1,2,1,1,0,0,0,1,7,7,"99.0%"
"11","Chicago Bears","DST","CHI","2018",16,16,"ppr",11,1,1,0,1,0,0,0,1,7,7,"2.2%"
"12","Minnesota Vikings","DST","MIN","2018",16,16,"ppr",12,3,0,0,0,0,0,0,1,7,7,"23.7%"
"13","New Orleans Saints","DST","NO","2018",16,16,"ppr",13,3,0,2,2,0,0,0,1,6,6,"65.3%"
"14","Houston Texans","DST","HOU","2018",16,16,"ppr",14,1,1,2,3,0,0,0,1,6,6,"0.8%"
"15","Los Angeles Chargers","DST","LAC","2018",16,16,"ppr",15,3,0,1,1,0,0,0,1,6,6,"30.2%"
"16","Las Vegas Raiders","DST","LV","2018",16,16,"ppr",16,1,2,0,1,0,0,1,1,6,6,"14.2%"
"17","Philadelphia Eagles","DST","PHI","2018",16,16,"ppr",17,4,0,1,1,0,0,0,1,5,5,"58.2%"
"18","Carolina Panthers","DST","CAR","2018",16,16,"ppr",18,1,0,2,1,0,0,0,1,5,5,"14.1%"
"19","Pittsburgh Steelers","DST","PIT","2018",16,16,"ppr",19,2,1,0,1,0,0,0,1,4,4,"53.2%"
"20","Seattle Seahawks","DST","SEA","2018",16,16,"ppr",20,1,0,2,2,0,0,0,1,4,4,"20.5%"
"21","Washington Commanders","DST","WAS","2018",16,16,"ppr",21,3,0,0,0,0,0,0,1,4,4,"54.8%"
"22","Cleveland Browns","DST","CLE","2018",16,16,"ppr",22,3,0,0,1,0,0,0,1,4,4,"37.2%"
"23","Arizona Cardinals","DST","ARI","2018",16,16,"ppr",23,2,0,1,1,0,0,0,1,3,3,"12.3%"
"24","New York Jets","DST","NYJ","2018",16,16,"ppr",24,4,0,1,0,0,0,1,1,2,2,"21.1%"
"25","New York Giants","DST","NYG","2018",16,16,"ppr",25,1,1,0,0,0,0,0,1,2,2,"6.2%"
"26","Indianapolis Colts","DST","IND","2018",16,16,"ppr",26,0,1,0,0,0,0,0,1,2,2,"52.4%"
"27","Detroit Lions","DST","DET","2018",16,16,"ppr",27,2,0,0,0,0,0,0,1,2,2,"2.5%"
"28","Denver Broncos","DST","DEN","2018",16,16,"ppr",28,1,0,0,0,0,0,0,1,1,1,"38.8%"
"29","Tampa Bay Buccaneers","DST","TB","2018",16,16,"ppr",29,1,0,0,1,0,0,0,1,1,1,"81.2%"
"30","Cincinnati Bengals","DST","CIN","2018",16,16,"ppr",30,0,0,0,0,0,0,0,1,1,1,"31.6%"
"31","Kansas City Chiefs","DST","KC","2018",16,16,"ppr",31,3,0,0,0,0,0,0,1,-1,-1,"47.9%"
"32","Green Bay Packers","DST","GB","2018",16,16,"ppr",32,2,0,0,0,0,0,0,1,-2,-2,"80.7%"
