"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Alvin Kamara","RB","NO","2017",13,13,"ppr","1","9","60","6.7","20","1","2","5","6","66","13.2","0","0","1","29.6","29.6","99.3%"
"2","Le'Veon Bell","RB","FA","2017",13,13,"ppr","2","18","76","4.2","16","0","0","5","6","106","21.2","1","0","1","29.2","29.2","0.1%"
"3","Rex Burkhead","RB","HOU","2017",13,13,"ppr","3","12","78","6.5","31","1","2","3","4","25","8.3","0","0","1","25.3","25.3","12.7%"
"4","Mark Ingram II","RB","NO","2017",13,13,"ppr","4","14","85","6.1","72","1","1","6","7","37","6.2","0","0","1","24.2","24.2","4.3%"
"5","Alex Collins","RB","FA","2017",13,13,"ppr","5","15","75","5.0","11","0","2","2","2","23","11.5","0","0","1","23.8","23.8","19.0%"
"6","Kenyan Drake","RB","BAL","2017",13,13,"ppr","6","23","120","5.2","42","1","1","3","5","21","7.0","0","0","1","23.1","23.1","26.8%"
"7","Todd Gurley II","RB","FA","2017",13,13,"ppr","7","19","74","3.9","14","0","0","6","7","84","14.0","0","0","1","21.8","21.8","0.1%"
"8","Jamaal Williams","RB","DET","2017",13,13,"ppr","8","21","113","5.4","25","1","1","2","3","10","5.0","0","0","1","20.3","20.3","91.0%"
"9","Marshawn Lynch","RB","FA","2017",13,13,"ppr","9","17","101","5.9","51","1","1","2","3","20","10.0","0","0","1","20.1","20.1","0.3%"
"10","Alfred Morris","RB","FA","2017",13,13,"ppr","10","27","127","4.7","15","0","1","0","1","0","0","0","0","1","18.7","18.7","0.0%"
"11","Peyton Barber","RB","FA","2017",13,13,"ppr","11","23","102","4.4","19","0","0","4","4","41","10.3","0","0","1","18.3","18.3","1.0%"
"12","Matt Forte","RB","FA","2017",13,13,"ppr","12","15","58","3.9","14","0","0","3","3","33","11.0","1","0","1","18.1","18.1","19.1%"
"13","Theo Riddick","RB","FA","2017",13,13,"ppr","13","9","21","2.3","5","0","1","5","5","41","8.2","0","0","1","17.2","17.2","0.0%"
"14","Derrick Henry","RB","TEN","2017",13,13,"ppr","14","11","109","9.9","75","2","1","0","0","0","0","0","0","1","16.9","16.9","100.0%"
"15","Leonard Fournette","RB","TB","2017",13,13,"ppr","15","20","57","2.9","24","1","1","3","4","22","7.3","0","0","1","16.9","16.9","96.9%"
"16","Jerick McKinnon","RB","KC","2017",13,13,"ppr","16","9","24","2.7","7","0","0","5","5","28","5.6","1","0","1","16.2","16.2","68.7%"
"17","Christian McCaffrey","RB","SF","2017",13,13,"ppr","17","6","16","2.7","5","0","0","5","6","33","6.6","1","0","1","15.9","15.9","100.0%"
"18","C.J. Anderson","RB","FA","2017",13,13,"ppr","18","15","67","4.5","14","0","0","4","7","43","10.8","0","0","1","15.0","15.0","1.0%"
"19","Melvin Gordon III","RB","KC","2017",13,13,"ppr","19","19","77","4.1","29","1","0","4","4","29","7.3","0","0","1","14.6","14.6","29.3%"
"20","Mike Davis","RB","FA","2017",13,13,"ppr","20","16","64","4.0","22","1","0","4","4","37","9.3","0","0","1","14.1","14.1","1.0%"
"21","Lamar Miller","RB","FA","2017",13,13,"ppr","21","15","56","3.7","12","0","0","4","4","38","9.5","0","0","1","13.4","13.4","0.0%"
"22","Bilal Powell","RB","FA","2017",13,13,"ppr","22","18","48","2.7","13","0","1","2","3","2","1.0","0","0","1","13.0","13.0","0.0%"
"23","Latavius Murray","RB","DEN","2017",13,13,"ppr","23","16","76","4.8","30","1","0","3","3","21","7.0","0","0","1","12.7","12.7","75.6%"
"24","LeSean McCoy","RB","FA","2017",13,13,"ppr","24","15","93","6.2","18","0","0","2","5","9","4.5","0","0","1","12.2","12.2","2.0%"
"25","Giovani Bernard","RB","TB","2017",13,13,"ppr","25","13","77","5.9","13","0","0","2","3","19","9.5","0","0","1","11.6","11.6","0.2%"
"26","Tion Green","RB","FA","2017",13,13,"ppr","26","11","51","4.6","33","1","1","0","0","0","0","0","0","1","11.1","11.1","0.0%"
"27","Jonathan Stewart","RB","FA","2017",13,13,"ppr","27","11","45","4.1","10","0","1","0","1","0","0","0","0","1","10.5","10.5","0.0%"
"28","Andre Ellington","RB","FA","2017",13,13,"ppr","28","2","-4","-2.0","0","0","0","5","6","56","11.2","0","0","1","10.2","10.2","0.1%"
"29","Jamaal Charles","RB","FA","2017",13,13,"ppr","29","3","12","4.0","8","0","0","5","5","39","7.8","0","0","1","10.1","10.1","0.1%"
"30","Orleans Darkwa","RB","FA","2017",13,13,"ppr","30","14","32","2.3","9","0","1","1","1","-1","-1.0","0","0","1","10.1","10.1","0.0%"
"31","DeMarco Murray","RB","FA","2017",13,13,"ppr","31","11","66","6.0","22","1","0","2","2","13","6.5","0","0","1","9.9","9.9","0.1%"
"32","Samaje Perine","RB","CIN","2017",13,13,"ppr","32","12","38","3.2","15","0","0","3","3","31","10.3","0","0","1","9.9","9.9","59.4%"
"33","Kerwynn Williams","RB","FA","2017",13,13,"ppr","33","16","97","6.1","25","1","0","0","0","0","0","0","0","1","9.7","9.7","0.0%"
"34","Carlos Hyde","RB","FA","2017",13,13,"ppr","34","17","54","3.2","18","0","0","3","5","12","4.0","0","0","1","9.6","9.6","0.0%"
"35","Kareem Hunt","RB","CLE","2017",13,13,"ppr","35","9","40","4.4","14","0","0","3","5","23","7.7","0","0","1","9.3","9.3","76.3%"
"36","Dion Lewis","RB","FA","2017",13,13,"ppr","36","15","92","6.1","44","1","0","0","0","0","0","0","0","1","9.2","9.2","2.0%"
"37","Devonta Freeman","RB","FA","2017",13,13,"ppr","37","12","74","6.2","13","0","0","1","2","7","7.0","0","0","1","9.1","9.1","0.0%"
"38","James White","RB","FA","2017",13,13,"ppr","38","5","18","3.6","6","0","0","4","6","32","8.0","0","0","1","9.0","9.0","0.1%"
