"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Pittsburgh Steelers","DST","PIT","2022",1,1,"ppr",1,7,4,1,2,1,0,0,1,26,26,"53.2%"
"2","Miami Dolphins","DST","MIA","2022",1,1,"ppr",2,2,1,2,2,1,0,0,1,18,18,"25.9%"
"3","Buffalo Bills","DST","BUF","2022",1,1,"ppr",3,7,3,0,0,0,0,0,1,17,17,"99.0%"
"4","Los Angeles Chargers","DST","LAC","2022",1,1,"ppr",4,6,3,0,3,0,0,0,1,13,13,"30.2%"
"5","Tampa Bay Buccaneers","DST","TB","2022",1,1,"ppr",5,4,1,0,0,0,0,0,1,13,13,"81.2%"
"6","Minnesota Vikings","DST","MIN","2022",1,1,"ppr",6,4,1,1,1,0,0,0,1,12,12,"23.7%"
"7","Baltimore Ravens","DST","BAL","2022",1,1,"ppr",7,3,1,1,2,0,0,0,1,11,11,"89.6%"
"8","Chicago Bears","DST","CHI","2022",1,1,"ppr",8,2,1,1,1,0,0,0,1,10,10,"2.2%"
"9","Los Angeles Rams","DST","LAR","2022",1,1,"ppr",9,2,2,2,2,0,0,0,1,9,9,"34.3%"
"10","Tennessee Titans","DST","TEN","2022",1,1,"ppr",10,5,1,1,2,0,0,0,1,9,9,"26.3%"
"11","Seattle Seahawks","DST","SEA","2022",1,1,"ppr",11,2,0,2,2,0,0,0,1,7,7,"20.5%"
"12","Houston Texans","DST","HOU","2022",1,1,"ppr",12,2,1,1,1,0,0,0,1,7,7,"0.8%"
"13","Indianapolis Colts","DST","IND","2022",1,1,"ppr",13,3,0,1,1,0,0,0,1,6,6,"52.4%"
"14","Jacksonville Jaguars","DST","JAC","2022",1,1,"ppr",14,1,2,1,1,0,0,0,1,6,6,"3.8%"
"15","Atlanta Falcons","DST","ATL","2022",1,1,"ppr",15,4,0,1,1,0,0,0,1,6,6,"1.7%"
"16","Cleveland Browns","DST","CLE","2022",1,1,"ppr",16,4,1,0,1,0,0,0,1,6,6,"37.2%"
"17","New Orleans Saints","DST","NO","2022",1,1,"ppr",17,0,0,2,2,0,0,0,1,6,6,"65.3%"
"18","Denver Broncos","DST","DEN","2022",1,1,"ppr",18,2,0,1,3,0,0,0,1,5,5,"38.8%"
"19","Philadelphia Eagles","DST","PHI","2022",1,1,"ppr",19,1,1,0,0,1,0,0,1,5,5,"58.2%"
"20","Dallas Cowboys","DST","DAL","2022",1,1,"ppr",20,2,1,0,0,0,0,0,1,5,5,"90.0%"
"21","San Francisco 49ers","DST","SF","2022",1,1,"ppr",21,2,1,0,0,0,0,0,1,5,5,"95.5%"
"22","Washington Commanders","DST","WAS","2022",1,1,"ppr",22,2,1,0,1,0,0,0,1,4,4,"54.8%"
"23","New York Jets","DST","NYJ","2022",1,1,"ppr",23,2,1,0,1,0,0,0,1,4,4,"21.1%"
"24","New York Giants","DST","NYG","2022",1,1,"ppr",24,1,0,1,0,0,0,0,1,4,4,"6.2%"
"25","New England Patriots","DST","NE","2022",1,1,"ppr",25,3,0,0,2,0,0,0,1,4,4,"54.0%"
"26","Kansas City Chiefs","DST","KC","2022",1,1,"ppr",26,3,0,0,1,0,0,0,1,3,3,"47.9%"
"27","Cincinnati Bengals","DST","CIN","2022",1,1,"ppr",27,1,0,0,1,0,0,0,1,2,2,"31.6%"
"28","Green Bay Packers","DST","GB","2022",1,1,"ppr",28,1,0,0,0,0,0,0,1,1,1,"80.7%"
"29","Carolina Panthers","DST","CAR","2022",1,1,"ppr",29,1,0,0,0,0,0,0,1,1,1,"14.1%"
"30","Las Vegas Raiders","DST","LV","2022",1,1,"ppr",30,0,0,0,1,0,0,0,1,0,0,"14.2%"
"31","Detroit Lions","DST","DET","2022",1,1,"ppr",31,1,0,0,0,0,0,0,1,0,0,"2.5%"
"32","Arizona Cardinals","DST","ARI","2022",1,1,"ppr",32,0,0,1,3,0,0,0,1,-2,-2,"12.3%"
