"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Jason Sanders","K","MIA","2019",14,14,"ppr",1,7,8,87.5,53,0,3,2,1,1,0,0,1,24,24,"13.2%"
"2","Younghoe Koo","K","ATL","2019",14,14,"ppr",2,4,4,100,50,0,1,2,0,1,4,4,1,18,18,"46.2%"
"3","Randy Bullock","K","TEN","2019",14,14,"ppr",3,4,4,100,46,0,1,1,2,0,1,1,1,15,15,"1.5%"
"4","Harrison Butker","K","KC","2019",14,14,"ppr",4,3,3,100,48,0,0,1,2,0,2,2,1,13,13,"91.8%"
"5","Robbie Gould","K","SF","2019",14,14,"ppr",5,2,2,100,41,0,0,1,1,0,6,6,1,13,13,"42.9%"
"6","Wil Lutz","K","NO","2019",14,14,"ppr",6,2,2,100,55,0,0,0,1,1,4,4,1,13,13,"8.0%"
"7","Sam Ficken","K","DET","2019",14,14,"ppr",7,3,3,100,44,0,0,1,2,0,1,2,1,12,12,"0.0%"
"8","Chase McLaughlin","K","IND","2019",14,14,"ppr",8,2,3,66.7,50,1,0,0,0,1,3,3,1,11,11,"4.0%"
"9","Chris Boswell","K","PIT","2019",14,14,"ppr",9,3,3,100,37,0,1,2,0,0,2,2,1,11,11,"14.1%"
"10","Stephen Hauschka","K","FA","2019",14,14,"ppr",10,3,3,100,48,0,0,1,2,0,0,0,1,11,11,"0.0%"
"11","Austin Seibert","K","FA","2019",14,14,"ppr",11,2,2,100,53,0,0,1,0,1,3,3,1,11,11,"0.3%"
"12","Michael Badgley","K","DET","2019",14,14,"ppr",12,1,1,100,40,0,0,0,1,0,6,6,1,10,10,"27.0%"
"13","Dan Bailey","K","FA","2019",14,14,"ppr",13,2,2,100,50,0,1,0,0,1,2,2,1,10,10,"0.0%"
"14","Joey Slye","K","WAS","2019",14,14,"ppr",14,2,2,100,46,0,0,0,2,0,2,2,1,10,10,"2.0%"
"15","Matt Gay","K","LAR","2019",14,14,"ppr",15,1,1,100,44,0,0,0,1,0,5,5,1,9,9,"41.5%"
"16","Ka'imi Fairbairn","K","HOU","2019",14,14,"ppr",16,1,1,100,54,0,0,0,0,1,3,3,1,8,8,"2.0%"
"17","Mason Crosby","K","GB","2019",14,14,"ppr",17,2,2,100,33,0,0,2,0,0,2,2,1,8,8,"3.2%"
"18","Brandon McManus","K","DEN","2019",14,14,"ppr",18,1,1,100,36,0,0,1,0,0,5,5,1,8,8,"36.0%"
"19","Eddy Pineiro","K","CAR","2019",14,14,"ppr",19,1,1,100,36,0,0,1,0,0,4,4,1,7,7,"2.2%"
"20","Brett Maher","K","DAL","2019",14,14,"ppr",20,1,2,50,31,0,0,1,0,0,3,3,1,6,6,"75.1%"
"21","Justin Tucker","K","BAL","2019",14,14,"ppr",21,1,1,100,36,0,0,1,0,0,3,3,1,6,6,"99.0%"
"22","Jason Myers","K","SEA","2019",14,14,"ppr",22,2,2,100,39,0,0,2,0,0,0,1,1,6,6,"55.6%"
"23","Ryan Succop","K","TB","2019",14,14,"ppr",23,0,1,0,0,0,0,0,0,0,6,6,1,6,6,"34.3%"
"24","Jake Elliott","K","PHI","2019",14,14,"ppr",24,1,2,50,34,0,0,1,0,0,2,2,1,5,5,"27.9%"
"25","Zane Gonzalez","K","CAR","2019",14,14,"ppr",25,1,1,100,30,0,0,1,0,0,2,2,1,5,5,"0.1%"
"26","Dustin Hopkins","K","LAC","2019",14,14,"ppr",26,1,1,100,52,0,0,0,0,1,0,1,1,5,5,"2.7%"
"27","Aldrick Rosas","K","FA","2019",14,14,"ppr",27,1,1,100,34,0,0,1,0,0,2,2,1,5,5,"0.0%"
"28","Nick Folk","K","NE","2019",14,14,"ppr",28,1,2,50,29,0,1,0,0,0,1,1,1,4,4,"75.5%"
"29","Josh Lambo","K","FA","2019",14,14,"ppr",29,1,1,100,26,0,1,0,0,0,1,1,1,4,4,"0.0%"
"30","Greg Zuerlein","K","NYJ","2019",14,14,"ppr",30,0,1,0,0,0,0,0,0,0,4,4,1,4,4,"15.9%"
"31","Daniel Carlson","K","LV","2019",14,14,"ppr",31,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"96.6%"
"32","Matt Prater","K","ARI","2019",14,14,"ppr",32,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"14.9%"
"33","Ryan Santoso","K","FA","2019",14,14,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"34","Michael Palardy","K","NE","2019",14,14,"ppr",34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
"35","Ty Long","K","FA","2019",14,14,"ppr",35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
