"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","CeeDee Lamb","WR","DAL","2022",10,10,"ppr","1","11","15","150","13.6","35","5","2","0","0","0","0","1","38.0","38.0","99.9%"
"2","Justin Jefferson","WR","MIN","2022",10,10,"ppr","2","10","16","193","19.3","46","7","1","0","0","0","0","1","35.3","35.3","100.0%"
"3","Christian Watson","WR","GB","2022",10,10,"ppr","3","4","8","107","26.8","58","6","3","0","0","0","0","1","32.7","32.7","87.6%"
"4","Christian Kirk","WR","JAC","2022",10,10,"ppr","4","9","12","105","11.7","24","1","2","0","0","0","0","1","31.5","31.5","94.9%"
"5","Nick Westbrook-Ikhine","WR","TEN","2022",10,10,"ppr","5","5","8","119","23.8","63","5","2","0","0","0","0","1","28.9","28.9","2.7%"
"6","Davante Adams","WR","LV","2022",10,10,"ppr","6","9","14","126","14.0","48","3","1","0","0","0","0","1","27.6","27.6","100.0%"
"7","Stefon Diggs","WR","BUF","2022",10,10,"ppr","7","12","16","128","10.7","25","1","0","0","0","0","0","1","24.8","24.8","100.0%"
"8","Amon-Ra St. Brown","WR","DET","2022",10,10,"ppr","8","10","11","119","11.9","22","2","0","1","2","0","0","1","22.1","22.1","99.2%"
"9","Gabe Davis","WR","BUF","2022",10,10,"ppr","9","6","10","93","15.5","22","2","1","0","0","0","0","1","21.3","21.3","94.3%"
"10","Terry McLaurin","WR","WAS","2022",10,10,"ppr","10","8","11","128","16.0","41","4","0","0","0","0","0","1","20.8","20.8","98.1%"
"11","Parris Campbell","WR","IND","2022",10,10,"ppr","11","7","9","76","10.9","35","2","1","0","0","0","0","1","20.6","20.6","36.4%"
"12","DeAndre Hopkins","WR","ARI","2022",10,10,"ppr","12","10","14","98","9.8","25","1","0","0","0","0","0","1","19.8","19.8","98.4%"
"13","Chris Godwin","WR","TB","2022",10,10,"ppr","13","6","8","71","11.8","19","0","1","0","0","0","0","1","19.1","19.1","96.0%"
"14","Kadarius Toney","WR","KC","2022",10,10,"ppr","14","4","5","57","14.3","23","2","1","2","33","0","0","1","19.0","19.0","37.2%"
"15","Darius Slayton","WR","NYG","2022",10,10,"ppr","15","3","4","95","31.7","54","6","1","0","0","0","0","1","18.5","18.5","52.9%"
"16","Rondale Moore","WR","ARI","2022",10,10,"ppr","16","9","13","94","10.4","26","1","0","0","0","0","0","1","18.4","18.4","37.5%"
"17","DeAndre Carter","WR","LAC","2022",10,10,"ppr","17","4","4","64","16.0","33","4","1","0","0","0","0","1","16.4","16.4","14.3%"
"18","Trent Sherfield","WR","MIA","2022",10,10,"ppr","18","4","5","63","15.8","27","1","1","0","0","0","0","1","16.3","16.3","1.5%"
"19","Nico Collins","WR","HOU","2022",10,10,"ppr","19","5","10","49","9.8","13","0","1","0","0","0","0","1","15.9","15.9","21.5%"
"20","Tyreek Hill","WR","MIA","2022",10,10,"ppr","20","5","6","44","8.8","20","1","1","0","0","0","0","1","15.4","15.4","100.0%"
"21","Marquez Valdes-Scantling","WR","KC","2022",10,10,"ppr","21","3","4","60","20.0","36","2","1","0","0","0","0","1","15.0","15.0","45.8%"
"22","Donovan Peoples-Jones","WR","CLE","2022",10,10,"ppr","22","5","9","99","19.8","38","3","0","0","0","0","0","1","14.9","14.9","57.2%"
"23","Laviska Shenault Jr.","WR","CAR","2022",10,10,"ppr","23","3","4","17","5.7","8","0","0","2","42","1","0","1","14.9","14.9","0.8%"
"24","Drake London","WR","ATL","2022",10,10,"ppr","24","5","6","38","7.6","14","0","1","0","0","0","0","1","14.8","14.8","66.2%"
"25","Zay Jones","WR","JAC","2022",10,10,"ppr","25","8","10","68","8.5","14","0","0","0","0","0","0","1","14.8","14.8","61.7%"
"26","George Pickens","WR","PIT","2022",10,10,"ppr","26","3","4","32","10.7","14","0","0","2","23","1","0","1","14.5","14.5","67.3%"
