"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Mark Ingram II","RB","NO","2017",10,10,"ppr","1","21","131","6.2","25","1","3","0","0","0","0","0","0","1","31.1","31.1","4.3%"
"2","DeMarco Murray","RB","FA","2017",10,10,"ppr","2","14","42","3.0","9","0","2","4","4","30","7.5","1","0","1","29.2","29.2","0.1%"
"3","Austin Ekeler","RB","LAC","2017",10,10,"ppr","3","10","42","4.2","11","0","0","5","5","77","15.4","2","1","1","26.9","26.9","100.0%"
"4","Alvin Kamara","RB","NO","2017",10,10,"ppr","4","12","106","8.8","19","0","1","5","5","32","6.4","0","0","1","24.8","24.8","99.3%"
"5","Christian McCaffrey","RB","SF","2017",10,10,"ppr","5","5","23","4.6","16","0","1","3","7","27","9.0","1","0","1","20.0","20.0","100.0%"
"6","Todd Gurley II","RB","FA","2017",10,10,"ppr","6","11","68","6.2","34","1","0","6","7","68","11.3","0","0","1","19.6","19.6","0.1%"
"7","Kenyan Drake","RB","BAL","2017",10,10,"ppr","7","7","82","11.7","66","1","1","2","2","10","5.0","0","0","1","17.2","17.2","26.8%"
"8","Isaiah Crowell","RB","FA","2017",10,10,"ppr","8","16","90","5.6","21","1","1","1","2","5","5.0","0","0","1","16.5","16.5","0.1%"
"9","Le'Veon Bell","RB","FA","2017",10,10,"ppr","9","26","80","3.1","15","0","0","5","6","32","6.4","0","0","1","16.2","16.2","0.1%"
"10","Tevin Coleman","RB","SF","2017",10,10,"ppr","10","20","83","4.2","19","0","1","1","1","5","5.0","0","0","1","15.8","15.8","0.6%"
"11","Rex Burkhead","RB","HOU","2017",10,10,"ppr","11","10","36","3.6","8","0","0","3","3","27","9.0","1","0","1","15.3","15.3","12.7%"
"12","Ty Montgomery","RB","NE","2017",10,10,"ppr","12","6","54","9.0","37","1","1","2","2","14","7.0","0","0","1","14.8","14.8","0.5%"
"13","Duke Johnson Jr.","RB","BUF","2017",10,10,"ppr","13","10","54","5.4","19","0","0","6","6","34","5.7","0","0","1","14.8","14.8","0.0%"
"14","Theo Riddick","RB","FA","2017",10,10,"ppr","14","4","35","8.8","21","1","0","3","3","12","4.0","1","0","1","13.7","13.7","0.0%"
"15","Orleans Darkwa","RB","FA","2017",10,10,"ppr","15","14","70","5.0","20","1","0","2","2","18","9.0","0","0","1","12.8","12.8","0.0%"
"16","Matt Breida","RB","NYG","2017",10,10,"ppr","16","9","55","6.1","33","1","1","1","2","3","3.0","0","0","1","12.8","12.8","4.5%"
"17","Latavius Murray","RB","DEN","2017",10,10,"ppr","17","17","68","4.0","14","0","1","0","0","0","0","0","0","1","12.8","12.8","75.6%"
"18","Cameron Artis-Payne","RB","FA","2017",10,10,"ppr","18","7","68","9.7","43","1","1","0","0","0","0","0","0","1","12.8","12.8","0.0%"
"19","Ameer Abdullah","RB","LV","2017",10,10,"ppr","19","11","52","4.7","20","1","1","1","2","3","3.0","0","0","1","12.5","12.5","3.4%"
"20","Carlos Hyde","RB","FA","2017",10,10,"ppr","20","17","98","5.8","28","2","0","2","3","6","3.0","0","0","1","12.4","12.4","0.0%"
"21","Charles Sims","RB","FA","2017",10,10,"ppr","21","3","20","6.7","21","1","0","3","4","10","3.3","1","0","1","12.0","12.0","0.0%"
"22","Andre Ellington","RB","FA","2017",10,10,"ppr","22","2","4","2.0","3","0","1","3","6","26","8.7","0","0","1","12.0","12.0","0.1%"
"23","Corey Grant","RB","FA","2017",10,10,"ppr","23","1","56","56.0","56","1","1","0","0","0","0","0","0","1","11.6","11.6","0.0%"
"24","Dion Lewis","RB","FA","2017",10,10,"ppr","24","14","55","3.9","9","0","1","0","0","0","0","0","0","1","11.5","11.5","2.0%"
