"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New England Patriots","DST","NE","2021",11,11,"ppr",1,4,4,0,0,1,0,0,1,28,28,"54.0%"
"2","Houston Texans","DST","HOU","2021",11,11,"ppr",2,2,4,1,2,0,0,0,1,16,16,"0.8%"
"3","Kansas City Chiefs","DST","KC","2021",11,11,"ppr",3,5,2,1,2,0,0,0,1,15,15,"47.9%"
"4","Tampa Bay Buccaneers","DST","TB","2021",11,11,"ppr",4,2,2,1,1,0,0,0,1,12,12,"81.2%"
"5","San Francisco 49ers","DST","SF","2021",11,11,"ppr",5,3,0,2,1,0,0,0,1,11,11,"95.5%"
"6","Philadelphia Eagles","DST","PHI","2021",11,11,"ppr",6,0,2,1,1,1,0,0,1,11,11,"58.2%"
"7","Cincinnati Bengals","DST","CIN","2021",11,11,"ppr",7,2,1,1,1,0,0,0,1,10,10,"31.6%"
"8","Indianapolis Colts","DST","IND","2021",11,11,"ppr",8,1,3,1,1,0,0,0,1,10,10,"52.4%"
"9","Baltimore Ravens","DST","BAL","2021",11,11,"ppr",9,3,0,1,1,0,0,0,1,9,9,"89.6%"
"10","Chicago Bears","DST","CHI","2021",11,11,"ppr",10,6,1,0,1,0,0,0,1,9,9,"2.2%"
"11","Detroit Lions","DST","DET","2021",11,11,"ppr",11,1,2,0,0,0,0,0,1,9,9,"2.5%"
"12","Arizona Cardinals","DST","ARI","2021",11,11,"ppr",12,4,0,0,1,0,0,0,1,8,8,"12.3%"
"13","Cleveland Browns","DST","CLE","2021",11,11,"ppr",13,0,2,0,0,0,0,0,1,8,8,"37.2%"
"14","Dallas Cowboys","DST","DAL","2021",11,11,"ppr",14,3,1,1,1,0,0,0,1,8,8,"90.0%"
"15","Atlanta Falcons","DST","ATL","2021",11,11,"ppr",15,3,1,0,0,0,0,0,1,6,6,"1.7%"
"16","Miami Dolphins","DST","MIA","2021",11,11,"ppr",16,2,0,1,1,0,0,0,1,5,5,"25.9%"
"17","Carolina Panthers","DST","CAR","2021",11,11,"ppr",17,3,0,1,1,0,0,0,1,5,5,"14.1%"
"18","Las Vegas Raiders","DST","LV","2021",11,11,"ppr",18,3,0,1,1,0,0,0,1,4,4,"14.2%"
"19","New Orleans Saints","DST","NO","2021",11,11,"ppr",19,3,0,1,1,0,0,0,1,4,4,"65.3%"
"20","New York Giants","DST","NYG","2021",11,11,"ppr",20,1,1,0,0,0,0,0,1,2,2,"6.2%"
"21","New York Jets","DST","NYJ","2021",11,11,"ppr",21,0,1,0,0,0,0,0,1,2,2,"21.1%"
"22","Pittsburgh Steelers","DST","PIT","2021",11,11,"ppr",22,2,1,0,0,0,0,0,1,2,2,"53.2%"
"23","Seattle Seahawks","DST","SEA","2021",11,11,"ppr",23,2,0,0,2,0,0,0,1,2,2,"20.5%"
"24","Jacksonville Jaguars","DST","JAC","2021",11,11,"ppr",24,2,0,0,1,0,0,0,1,1,1,"3.8%"
"25","Minnesota Vikings","DST","MIN","2021",11,11,"ppr",25,2,0,0,1,0,0,0,1,1,1,"23.7%"
"26","Green Bay Packers","DST","GB","2021",11,11,"ppr",26,2,0,0,1,0,0,0,1,1,1,"80.7%"
"27","Washington Commanders","DST","WAS","2021",11,11,"ppr",27,1,0,0,0,0,0,0,1,1,1,"54.8%"
"28","Tennessee Titans","DST","TEN","2021",11,11,"ppr",28,0,0,0,0,1,0,0,1,0,0,"26.3%"
"29","Los Angeles Chargers","DST","LAC","2021",11,11,"ppr",29,3,0,0,1,0,0,0,1,-1,-1,"30.2%"
"30","Buffalo Bills","DST","BUF","2021",11,11,"ppr",30,0,0,0,0,0,0,0,1,-4,-4,"99.0%"
