"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Atlanta Falcons","DST","ATL","2016",14,14,"ppr",1,3,2,3,2,2,0,0,1,26,26,"1.7%"
"2","Green Bay Packers","DST","GB","2016",14,14,"ppr",2,3,5,1,1,0,0,0,1,19,19,"80.7%"
"3","Carolina Panthers","DST","CAR","2016",14,14,"ppr",3,5,3,2,2,0,1,0,1,18,18,"14.1%"
"4","Miami Dolphins","DST","MIA","2016",14,14,"ppr",4,3,2,2,2,0,0,0,1,14,14,"25.9%"
"5","Chicago Bears","DST","CHI","2016",14,14,"ppr",5,3,2,0,0,1,0,0,1,14,14,"2.2%"
"6","New York Giants","DST","NYG","2016",14,14,"ppr",6,3,2,1,2,0,0,0,1,13,13,"6.2%"
"7","Dallas Cowboys","DST","DAL","2016",14,14,"ppr",7,3,1,2,2,0,0,0,1,13,13,"90.0%"
"8","Tennessee Titans","DST","TEN","2016",14,14,"ppr",8,3,0,2,2,0,0,0,1,11,11,"26.3%"
"9","Tampa Bay Buccaneers","DST","TB","2016",14,14,"ppr",9,1,3,0,0,0,0,0,1,11,11,"81.2%"
"10","Philadelphia Eagles","DST","PHI","2016",14,14,"ppr",10,2,1,0,0,1,0,0,1,10,10,"58.2%"
"11","Washington Commanders","DST","WAS","2016",14,14,"ppr",11,4,1,1,2,0,0,0,1,9,9,"54.8%"
"12","Cincinnati Bengals","DST","CIN","2016",14,14,"ppr",12,3,1,0,0,0,0,0,1,9,9,"31.6%"
"13","Pittsburgh Steelers","DST","PIT","2016",14,14,"ppr",13,5,1,0,0,0,0,0,1,8,8,"53.2%"
"14","San Francisco 49ers","DST","SF","2016",14,14,"ppr",14,6,1,0,0,0,0,0,1,8,8,"95.5%"
"15","Houston Texans","DST","HOU","2016",14,14,"ppr",15,1,2,1,1,0,0,0,1,8,8,"0.8%"
"16","Arizona Cardinals","DST","ARI","2016",14,14,"ppr",16,1,1,2,1,0,0,0,1,7,7,"12.3%"
"17","Las Vegas Raiders","DST","LV","2016",14,14,"ppr",17,1,1,2,1,0,0,0,1,7,7,"14.2%"
"18","New England Patriots","DST","NE","2016",14,14,"ppr",18,2,1,0,0,0,1,0,1,7,7,"54.0%"
"19","Baltimore Ravens","DST","BAL","2016",14,14,"ppr",19,1,1,2,0,0,0,0,1,6,6,"89.6%"
"20","Buffalo Bills","DST","BUF","2016",14,14,"ppr",20,0,3,0,0,0,0,0,1,6,6,"99.0%"
"21","Denver Broncos","DST","DEN","2016",14,14,"ppr",21,2,0,0,0,0,0,0,1,6,6,"38.8%"
"22","Minnesota Vikings","DST","MIN","2016",14,14,"ppr",22,4,0,0,0,0,0,0,1,6,6,"23.7%"
"23","Detroit Lions","DST","DET","2016",14,14,"ppr",23,1,0,0,0,0,0,0,1,5,5,"2.5%"
"24","New Orleans Saints","DST","NO","2016",14,14,"ppr",24,2,0,0,0,0,1,0,1,5,5,"65.3%"
"25","Kansas City Chiefs","DST","KC","2016",14,14,"ppr",25,1,0,0,0,0,0,1,1,5,5,"47.9%"
"26","Cleveland Browns","DST","CLE","2016",14,14,"ppr",26,4,0,0,1,0,0,0,1,4,4,"37.2%"
"27","Indianapolis Colts","DST","IND","2016",14,14,"ppr",27,2,1,0,1,0,0,0,1,4,4,"52.4%"
"28","Los Angeles Chargers","DST","LAC","2016",14,14,"ppr",28,2,1,0,0,0,0,0,1,3,3,"30.2%"
"29","New York Jets","DST","NYJ","2016",14,14,"ppr",29,2,0,0,0,0,0,0,1,3,3,"21.1%"
"30","Jacksonville Jaguars","DST","JAC","2016",14,14,"ppr",30,0,0,1,2,0,0,0,1,2,2,"3.8%"
"31","Los Angeles Rams","DST","LAR","2016",14,14,"ppr",31,2,0,0,0,0,0,0,1,1,1,"34.3%"
"32","Seattle Seahawks","DST","SEA","2016",14,14,"ppr",32,1,0,0,0,0,0,0,1,-3,-3,"20.5%"
