"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Alvin Kamara","RB","NO","2020",16,16,"ppr","1","22","155","7.0","40","3","6","3","5","17","5.7","0","0","1","56.2","56.2","99.3%"
"2","Myles Gaskin","RB","MIA","2020",16,16,"ppr","2","14","87","6.2","24","1","0","5","5","82","16.4","2","0","1","33.9","33.9","0.3%"
"3","Samaje Perine","RB","CIN","2020",16,16,"ppr","3","13","95","7.3","46","3","2","4","4","41","10.3","0","0","1","29.6","29.6","59.4%"
"4","David Johnson","RB","NO","2020",16,16,"ppr","4","12","128","10.7","48","5","1","3","3","11","3.7","1","0","1","28.9","28.9","0.1%"
"5","Jeff Wilson Jr.","RB","MIA","2020",16,16,"ppr","5","22","183","8.3","34","4","0","1","2","21","21.0","1","0","1","27.4","27.4","76.6%"
"6","AJ Dillon","RB","GB","2020",16,16,"ppr","6","21","124","5.9","30","2","2","1","1","5","5.0","0","0","1","25.9","25.9","77.4%"
"7","J.D. McKissic","RB","WAS","2020",16,16,"ppr","7","4","15","3.8","9","0","0","8","10","77","9.6","1","0","1","23.2","23.2","8.4%"
"8","Giovani Bernard","RB","TB","2020",16,16,"ppr","8","16","65","4.1","11","0","0","7","8","66","9.4","0","0","1","20.1","20.1","0.2%"
"9","David Montgomery","RB","CHI","2020",16,16,"ppr","9","23","95","4.1","26","1","1","2","2","26","13.0","0","0","1","20.1","20.1","95.6%"
"10","Jonathan Taylor","RB","IND","2020",16,16,"ppr","10","18","74","4.1","18","0","2","0","1","0","0","0","0","1","19.4","19.4","100.0%"
"11","Miles Sanders","RB","PHI","2020",16,16,"ppr","11","15","57","3.8","7","0","1","4","6","27","6.8","0","0","1","18.4","18.4","96.5%"
"12","Ezekiel Elliott","RB","DAL","2020",16,16,"ppr","12","19","105","5.5","31","2","0","4","4","34","8.5","0","0","1","17.9","17.9","97.0%"
"13","Nick Chubb","RB","CLE","2020",16,16,"ppr","13","11","28","2.5","16","0","1","5","5","38","7.6","0","0","1","17.6","17.6","99.9%"
"14","James Conner","RB","ARI","2020",16,16,"ppr","14","5","21","4.2","12","0","1","5","5","45","9.0","0","0","1","17.6","17.6","97.8%"
"15","Dalvin Cook","RB","MIN","2020",16,16,"ppr","15","15","73","4.9","15","0","1","2","2","12","6.0","0","0","1","16.5","16.5","100.0%"
"16","Austin Ekeler","RB","LAC","2020",16,16,"ppr","16","10","45","4.5","23","1","0","3","3","23","7.7","1","0","1","15.8","15.8","100.0%"
"17","Leonard Fournette","RB","TB","2020",16,16,"ppr","17","9","34","3.8","8","0","1","3","3","32","10.7","0","0","1","15.6","15.6","96.9%"
"18","Kyle Juszczyk","RB","SF","2020",16,16,"ppr","18","1","3","3.0","3","0","0","2","3","10","5.0","2","0","1","15.3","15.3","0.4%"
"19","Kareem Hunt","RB","CLE","2020",16,16,"ppr","19","4","11","2.8","6","0","1","3","5","41","13.7","0","0","1","14.2","14.2","76.3%"
"20","Gus Edwards","RB","BAL","2020",16,16,"ppr","20","15","85","5.7","32","2","0","2","2","37","18.5","0","0","1","14.2","14.2","39.7%"
