"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Jason Sanders","K","MIA","2020",16,16,"ppr",1,4,4,100,44,0,1,2,1,0,2,2,1,15,15,"13.2%"
"2","Michael Badgley","K","DET","2020",16,16,"ppr",2,4,4,100,43,0,1,2,1,0,1,1,1,14,14,"27.0%"
"3","Austin Seibert","K","FA","2020",16,16,"ppr",3,3,4,75,48,0,0,2,1,0,4,4,1,14,14,"0.3%"
"4","Brandon McManus","K","DEN","2020",16,16,"ppr",4,3,4,75,52,0,0,1,0,2,1,1,1,14,14,"36.0%"
"5","Greg Zuerlein","K","NYJ","2020",16,16,"ppr",5,3,3,100,35,0,2,1,0,0,4,4,1,13,13,"15.9%"
"6","Daniel Carlson","K","LV","2020",16,16,"ppr",6,4,4,100,38,0,3,1,0,0,1,2,1,13,13,"96.6%"
"7","Cairo Santos","K","CHI","2020",16,16,"ppr",7,2,2,100,40,0,1,0,1,0,5,5,1,12,12,"13.3%"
"8","Matt Gay","K","LAR","2020",16,16,"ppr",8,3,3,100,51,0,0,1,1,1,0,0,1,12,12,"41.5%"
"9","Wil Lutz","K","NO","2020",16,16,"ppr",9,1,1,100,30,0,0,1,0,0,7,7,1,10,10,"8.0%"
"10","Jason Myers","K","SEA","2020",16,16,"ppr",10,2,2,100,49,0,0,0,2,0,2,2,1,10,10,"55.6%"
"11","Justin Tucker","K","BAL","2020",16,16,"ppr",11,2,2,100,28,0,2,0,0,0,3,3,1,9,9,"99.0%"
"12","Graham Gano","K","NYG","2020",16,16,"ppr",12,2,2,100,42,0,0,1,1,0,1,1,1,8,8,"61.0%"
"13","Dustin Hopkins","K","LAC","2020",16,16,"ppr",13,2,2,100,48,0,1,0,1,0,1,1,1,8,8,"2.7%"
"14","Tyler Bass","K","BUF","2020",16,16,"ppr",14,1,1,100,22,0,1,0,0,0,5,5,1,8,8,"94.4%"
"15","Mike Nugent","K","FA","2020",16,16,"ppr",15,2,2,100,43,0,1,0,1,0,0,0,1,7,7,"1.0%"
"16","Harrison Butker","K","KC","2020",16,16,"ppr",16,1,1,100,53,0,0,0,0,1,2,2,1,7,7,"91.8%"
"17","Ka'imi Fairbairn","K","HOU","2020",16,16,"ppr",17,1,1,100,21,0,1,0,0,0,4,4,1,7,7,"2.0%"
"18","Rodrigo Blankenship","K","FA","2020",16,16,"ppr",18,1,1,100,28,0,1,0,0,0,3,3,1,6,6,"0.7%"
"19","Cody Parkey","K","FA","2020",16,16,"ppr",19,1,1,100,44,0,0,0,1,0,1,2,1,5,5,"0.0%"
"20","Jake Elliott","K","PHI","2020",16,16,"ppr",20,1,1,100,38,0,0,1,0,0,2,2,1,5,5,"27.9%"
"21","Sam Ficken","K","DET","2020",16,16,"ppr",21,1,2,50,34,0,0,1,0,0,2,3,1,5,5,"0.0%"
"22","Aldrick Rosas","K","FA","2020",16,16,"ppr",22,1,1,100,26,0,1,0,0,0,2,2,1,5,5,"0.0%"
"23","Ryan Succop","K","TB","2020",16,16,"ppr",23,0,1,0,0,0,0,0,0,0,5,7,1,5,5,"34.3%"
"24","Nick Folk","K","NE","2020",16,16,"ppr",24,1,1,100,45,0,0,0,1,0,0,1,1,4,4,"75.5%"
"25","Matthew Wright","K","FA","2020",16,16,"ppr",25,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"4.7%"
"26","Mason Crosby","K","GB","2020",16,16,"ppr",26,0,0,0,0,0,0,0,0,0,4,5,1,4,4,"3.2%"
"27","Dan Bailey","K","FA","2020",16,16,"ppr",27,0,0,0,0,0,0,0,0,0,3,4,1,3,3,"0.0%"
"28","Robbie Gould","K","SF","2020",16,16,"ppr",28,0,2,0,0,0,0,0,0,0,2,3,1,2,2,"42.9%"
"29","Stephen Gostkowski","K","FA","2020",16,16,"ppr",29,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"30","Younghoe Koo","K","ATL","2020",16,16,"ppr",30,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"46.2%"
"31","Joey Slye","K","WAS","2020",16,16,"ppr",31,0,0,0,0,0,0,0,0,0,2,3,1,2,2,"2.0%"
"32","Matt Prater","K","ARI","2020",16,16,"ppr",32,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"14.9%"
"33","Ty Long","K","FA","2020",16,16,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
