"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Minnesota Vikings","DST","MIN","2019",15,15,"ppr",1,3,3,4,5,1,0,0,1,27,27,"23.7%"
"2","New England Patriots","DST","NE","2019",15,15,"ppr",2,0,4,1,0,1,0,0,1,20,20,"54.0%"
"3","Buffalo Bills","DST","BUF","2019",15,15,"ppr",3,4,4,1,3,0,0,0,1,18,18,"99.0%"
"4","Tampa Bay Buccaneers","DST","TB","2019",15,15,"ppr",4,2,2,1,1,1,0,0,1,15,15,"81.2%"
"5","Green Bay Packers","DST","GB","2019",15,15,"ppr",5,3,2,1,1,0,0,0,1,13,13,"80.7%"
"6","Atlanta Falcons","DST","ATL","2019",15,15,"ppr",6,1,0,2,2,1,0,0,1,11,11,"1.7%"
"7","Kansas City Chiefs","DST","KC","2019",15,15,"ppr",7,2,1,0,0,0,0,0,1,11,11,"47.9%"
"8","Philadelphia Eagles","DST","PHI","2019",15,15,"ppr",8,1,0,1,1,1,0,0,1,9,9,"58.2%"
"9","New York Giants","DST","NYG","2019",15,15,"ppr",9,3,0,1,1,0,1,0,1,8,8,"6.2%"
"10","Baltimore Ravens","DST","BAL","2019",15,15,"ppr",10,1,1,1,1,0,0,0,1,8,8,"89.6%"
"11","Seattle Seahawks","DST","SEA","2019",15,15,"ppr",11,1,3,0,1,0,0,0,1,7,7,"20.5%"
"12","Pittsburgh Steelers","DST","PIT","2019",15,15,"ppr",12,1,1,1,2,0,0,0,1,6,6,"53.2%"
"13","Houston Texans","DST","HOU","2019",15,15,"ppr",13,2,1,0,0,0,0,0,1,6,6,"0.8%"
"14","New York Jets","DST","NYJ","2019",15,15,"ppr",14,1,0,0,0,0,0,1,1,5,5,"21.1%"
"15","Jacksonville Jaguars","DST","JAC","2019",15,15,"ppr",15,4,0,0,0,0,0,0,1,5,5,"3.8%"
"16","Denver Broncos","DST","DEN","2019",15,15,"ppr",16,3,1,0,0,0,0,0,1,5,5,"38.8%"
"17","Tennessee Titans","DST","TEN","2019",15,15,"ppr",17,1,2,0,1,0,0,0,1,5,5,"26.3%"
"18","New Orleans Saints","DST","NO","2019",15,15,"ppr",18,1,0,0,0,0,0,0,1,5,5,"65.3%"
"19","Arizona Cardinals","DST","ARI","2019",15,15,"ppr",19,1,1,1,1,0,0,0,1,5,5,"12.3%"
"20","Dallas Cowboys","DST","DAL","2019",15,15,"ppr",20,2,1,0,0,0,0,0,1,4,4,"90.0%"
"21","San Francisco 49ers","DST","SF","2019",15,15,"ppr",21,2,0,1,0,0,0,0,1,4,4,"95.5%"
"22","Miami Dolphins","DST","MIA","2019",15,15,"ppr",22,1,3,0,0,0,0,0,1,3,3,"25.9%"
"23","Las Vegas Raiders","DST","LV","2019",15,15,"ppr",23,2,0,0,0,0,0,0,1,3,3,"14.2%"
"24","Detroit Lions","DST","DET","2019",15,15,"ppr",24,2,1,0,0,0,0,0,1,3,3,"2.5%"
"25","Carolina Panthers","DST","CAR","2019",15,15,"ppr",25,2,1,0,0,0,0,0,1,3,3,"14.1%"
"26","Washington Commanders","DST","WAS","2019",15,15,"ppr",26,2,0,1,3,0,0,0,1,3,3,"54.8%"
"27","Los Angeles Chargers","DST","LAC","2019",15,15,"ppr",27,0,1,0,0,0,0,0,1,1,1,"30.2%"
"28","Cincinnati Bengals","DST","CIN","2019",15,15,"ppr",28,2,0,0,1,0,0,0,1,1,1,"31.6%"
"29","Chicago Bears","DST","CHI","2019",15,15,"ppr",29,1,0,0,0,0,0,0,1,1,1,"2.2%"
"30","Indianapolis Colts","DST","IND","2019",15,15,"ppr",30,0,0,0,0,0,0,0,1,-1,-1,"52.4%"
"31","Cleveland Browns","DST","CLE","2019",15,15,"ppr",31,0,1,0,0,0,0,0,1,-2,-2,"37.2%"
"32","Los Angeles Rams","DST","LAR","2019",15,15,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"34.3%"
