"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Kansas City Chiefs","DST","KC","2018",17,17,"ppr",1,3,2,2,3,1,0,0,1,24,24,"47.9%"
"2","New England Patriots","DST","NE","2018",17,17,"ppr",2,4,0,3,3,1,0,0,1,23,23,"54.0%"
"3","Los Angeles Chargers","DST","LAC","2018",17,17,"ppr",3,1,1,3,1,1,0,0,1,21,21,"30.2%"
"4","Philadelphia Eagles","DST","PHI","2018",17,17,"ppr",4,4,1,0,1,0,0,0,1,16,16,"58.2%"
"5","Los Angeles Rams","DST","LAR","2018",17,17,"ppr",5,3,3,1,1,1,0,0,1,16,16,"34.3%"
"6","Buffalo Bills","DST","BUF","2018",17,17,"ppr",6,4,2,2,2,0,0,0,1,16,16,"99.0%"
"7","Detroit Lions","DST","DET","2018",17,17,"ppr",7,3,1,0,0,0,0,0,1,15,15,"2.5%"
"8","Arizona Cardinals","DST","ARI","2018",17,17,"ppr",8,6,1,0,0,0,0,0,1,15,15,"12.3%"
"9","Houston Texans","DST","HOU","2018",17,17,"ppr",9,3,1,1,1,0,0,0,1,14,14,"0.8%"
"10","Seattle Seahawks","DST","SEA","2018",17,17,"ppr",10,6,0,2,1,0,0,0,1,11,11,"20.5%"
"11","Cincinnati Bengals","DST","CIN","2018",17,17,"ppr",11,1,1,0,1,1,0,0,1,10,10,"31.6%"
"12","Tennessee Titans","DST","TEN","2018",17,17,"ppr",12,1,1,1,1,1,0,0,1,10,10,"26.3%"
"13","Indianapolis Colts","DST","IND","2018",17,17,"ppr",13,0,2,1,0,0,0,0,1,10,10,"52.4%"
"14","Denver Broncos","DST","DEN","2018",17,17,"ppr",14,1,2,2,0,0,0,0,1,10,10,"38.8%"
"15","Jacksonville Jaguars","DST","JAC","2018",17,17,"ppr",15,6,0,1,0,0,0,0,1,9,9,"3.8%"
"16","Chicago Bears","DST","CHI","2018",17,17,"ppr",16,4,0,0,0,0,0,0,1,8,8,"2.2%"
"17","Pittsburgh Steelers","DST","PIT","2018",17,17,"ppr",17,4,0,0,2,0,0,0,1,8,8,"53.2%"
"18","Baltimore Ravens","DST","BAL","2018",17,17,"ppr",18,0,3,0,0,0,0,0,1,6,6,"89.6%"
"19","Miami Dolphins","DST","MIA","2018",17,17,"ppr",19,1,1,0,0,1,0,0,1,5,5,"25.9%"
"20","Washington Commanders","DST","WAS","2018",17,17,"ppr",20,3,1,0,0,0,0,0,1,5,5,"54.8%"
"21","Carolina Panthers","DST","CAR","2018",17,17,"ppr",21,2,1,0,0,0,0,0,1,5,5,"14.1%"
"22","Cleveland Browns","DST","CLE","2018",17,17,"ppr",22,2,0,1,1,0,0,0,1,4,4,"37.2%"
"23","New York Giants","DST","NYG","2018",17,17,"ppr",23,4,0,1,1,0,0,0,1,2,2,"6.2%"
"24","Atlanta Falcons","DST","ATL","2018",17,17,"ppr",24,1,1,0,0,0,0,0,1,2,2,"1.7%"
"25","Tampa Bay Buccaneers","DST","TB","2018",17,17,"ppr",25,1,1,0,0,0,0,0,1,2,2,"81.2%"
"26","Las Vegas Raiders","DST","LV","2018",17,17,"ppr",26,0,1,0,0,0,0,0,1,1,1,"14.2%"
"27","Dallas Cowboys","DST","DAL","2018",17,17,"ppr",27,1,1,1,1,0,0,0,1,1,1,"90.0%"
"28","New Orleans Saints","DST","NO","2018",17,17,"ppr",28,1,0,0,0,0,0,0,1,0,0,"65.3%"
"29","New York Jets","DST","NYJ","2018",17,17,"ppr",29,1,0,0,0,0,0,0,1,0,0,"21.1%"
"30","Minnesota Vikings","DST","MIN","2018",17,17,"ppr",30,0,0,0,0,0,0,0,1,0,0,"23.7%"
"31","Green Bay Packers","DST","GB","2018",17,17,"ppr",31,1,0,0,0,0,0,0,1,0,0,"80.7%"
"32","San Francisco 49ers","DST","SF","2018",17,17,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"95.5%"
