"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","T.J. Hockenson","TE","MIN","2021",8,8,"ppr","1","10","11","89","8.9","18","0","0","0","0","0","0","1","18.9","18.9","98.5%"
"2","Dan Arnold","TE","JAC","2021",8,8,"ppr","2","8","10","68","8.5","11","0","0","0","0","0","0","1","14.8","14.8","0.1%"
"3","Pat Freiermuth","TE","PIT","2021",8,8,"ppr","3","4","7","44","11.0","22","1","1","0","0","0","0","1","14.4","14.4","93.9%"
"4","Dallas Goedert","TE","PHI","2021",8,8,"ppr","4","6","7","72","12.0","19","0","0","0","0","0","0","1","13.2","13.2","88.2%"
"5","Brevin Jordan","TE","HOU","2021",8,8,"ppr","5","3","4","41","13.7","23","1","1","0","0","0","0","1","13.1","13.1","0.8%"
"6","Jesse James","TE","CLE","2021",8,8,"ppr","6","3","3","38","12.7","19","0","1","0","0","0","0","1","12.8","12.8","0.0%"
"7","Geoff Swaim","TE","TEN","2021",8,8,"ppr","7","4","5","23","5.8","7","0","1","0","0","0","0","1","12.3","12.3","0.0%"
"8","Tyler Conklin","TE","NYJ","2021",8,8,"ppr","8","5","7","57","11.4","31","2","0","0","0","0","0","1","10.7","10.7","35.3%"
"9","Evan Engram","TE","JAC","2021",8,8,"ppr","9","3","4","15","5.0","7","0","1","0","0","0","0","1","10.5","10.5","68.5%"
"10","Jordan Akins","TE","HOU","2021",8,8,"ppr","10","5","5","53","10.6","31","2","0","0","0","0","0","1","10.3","10.3","0.8%"
"11","Tyler Kroft","TE","SF","2021",8,8,"ppr","11","2","2","20","10.0","13","0","1","0","0","0","0","1","10.0","10.0","0.0%"
"12","Mike Gesicki","TE","MIA","2021",8,8,"ppr","12","3","4","48","16.0","40","3","0","0","0","0","0","1","9.8","9.8","37.4%"
"13","Jack Doyle","TE","FA","2021",8,8,"ppr","13","2","2","12","6.0","7","0","1","0","0","0","0","1","9.2","9.2","2.0%"
"14","Kyle Rudolph","TE","TB","2021",8,8,"ppr","14","2","3","12","6.0","11","0","1","0","0","0","0","1","9.2","9.2","0.6%"
"15","Zach Ertz","TE","ARI","2021",8,8,"ppr","15","4","4","42","10.5","20","1","0","0","0","0","0","1","8.2","8.2","32.6%"
"16","Robert Tonyan","TE","GB","2021",8,8,"ppr","16","3","4","49","16.3","33","2","0","0","0","0","0","1","7.9","7.9","25.9%"
"17","C.J. Uzomah","TE","NYJ","2021",8,8,"ppr","17","4","4","33","8.3","11","0","0","0","0","0","0","1","7.3","7.3","0.3%"
"18","Zach Gentry","TE","PIT","2021",8,8,"ppr","18","3","5","39","13.0","24","1","0","0","0","0","0","1","6.9","6.9","0.1%"
"19","David Njoku","TE","CLE","2021",8,8,"ppr","19","3","3","39","13.0","24","1","0","0","0","0","0","1","6.9","6.9","87.0%"
"20","Austin Hooper","TE","TEN","2021",8,8,"ppr","20","4","6","26","6.5","8","0","0","0","0","0","0","1","6.6","6.6","13.8%"
"21","Albert Okwuegbunam","TE","DEN","2021",8,8,"ppr","21","3","3","34","11.3","19","0","0","0","0","0","0","1","6.4","6.4","6.1%"
"22","Garrett Griffin","TE","DET","2021",8,8,"ppr","22","3","3","30","10.0","14","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"23","Tommy Sweeney","TE","BUF","2021",8,8,"ppr","23","3","4","30","10.0","13","0","0","0","0","0","0","1","6.0","6.0","0.1%"
"24","Tyler Higbee","TE","LAR","2021",8,8,"ppr","24","3","3","25","8.3","11","0","0","0","0","0","0","1","5.5","5.5","71.9%"
"25","Cole Kmet","TE","CHI","2021",8,8,"ppr","25","3","6","24","8.0","16","0","0","0","0","0","0","1","5.4","5.4","69.3%"
"26","Harrison Bryant","TE","CLE","2021",8,8,"ppr","26","2","2","33","16.5","21","1","0","0","0","0","0","1","5.3","5.3","2.2%"
"27","Tommy Tremble","TE","CAR","2021",8,8,"ppr","27","3","4","18","6.0","13","0","0","0","0","0","0","1","4.8","4.8","0.3%"
"28","Travis Kelce","TE","KC","2021",8,8,"ppr","28","4","6","27","6.8","14","0","0","0","0","0","1","1","4.7","4.7","100.0%"
"29","Jared Cook","TE","FA","2021",8,8,"ppr","29","2","5","25","12.5","13","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"30","Hunter Henry","TE","NE","2021",8,8,"ppr","30","1","3","33","33.0","33","2","0","0","0","0","0","1","4.3","4.3","38.7%"
"31","MyCole Pruitt","TE","ATL","2021",8,8,"ppr","31","2","2","22","11.0","14","0","0","0","0","0","0","1","4.2","4.2","0.1%"
"32","Josiah Deguara","TE","GB","2021",8,8,"ppr","32","2","2","20","10.0","12","0","0","0","0","0","0","1","4.0","4.0","0.1%"
"33","O.J. Howard","TE","HOU","2021",8,8,"ppr","33","2","3","16","8.0","12","0","0","0","0","0","0","1","3.6","3.6","0.3%"
"34","Cameron Brate","TE","TB","2021",8,8,"ppr","34","2","4","15","7.5","9","0","0","0","0","0","0","1","3.5","3.5","1.6%"
