"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","CeeDee Lamb","WR","DAL","2021",6,6,"ppr","1","9","11","149","16.6","35","5","2","1","2","0","0","1","36.1","36.1","99.9%"
"2","Cooper Kupp","WR","LAR","2021",6,6,"ppr","2","9","12","130","14.4","30","4","2","0","0","0","0","1","34.0","34.0","82.7%"
"3","Adam Thielen","WR","MIN","2021",6,6,"ppr","3","11","13","126","11.5","35","4","1","1","2","0","0","1","29.8","29.8","90.7%"
"4","Jaylen Waddle","WR","MIA","2021",6,6,"ppr","4","10","13","70","7.0","14","0","2","0","0","0","0","1","29.0","29.0","99.3%"
"5","Donovan Peoples-Jones","WR","CLE","2021",6,6,"ppr","5","4","5","101","25.3","57","5","2","0","0","0","0","1","26.1","26.1","57.2%"
"6","Antonio Brown","WR","FA","2021",6,6,"ppr","6","9","13","93","10.3","27","2","1","0","0","0","0","1","24.3","24.3","0.2%"
"7","Stefon Diggs","WR","BUF","2021",6,6,"ppr","7","9","11","89","9.9","17","0","1","0","0","0","0","1","23.9","23.9","100.0%"
"8","Courtland Sutton","WR","DEN","2021",6,6,"ppr","8","8","14","94","11.8","18","0","1","0","0","0","0","1","23.4","23.4","80.1%"
"9","Marvin Jones Jr.","WR","JAC","2021",6,6,"ppr","9","7","10","100","14.3","28","3","1","0","0","0","0","1","23.0","23.0","13.1%"
"10","Tyreek Hill","WR","MIA","2021",6,6,"ppr","10","9","12","76","8.4","19","0","1","0","0","0","0","1","22.6","22.6","100.0%"
"11","Cole Beasley","WR","BUF","2021",6,6,"ppr","11","7","9","88","12.6","29","1","1","0","0","0","0","1","21.8","21.8","1.5%"
"12","DeAndre Hopkins","WR","ARI","2021",6,6,"ppr","12","3","4","55","18.3","33","2","2","0","0","0","0","1","20.5","20.5","98.4%"
"13","K.J. Osborn","WR","MIN","2021",6,6,"ppr","13","6","7","78","13.0","27","1","1","0","0","0","0","1","19.8","19.8","3.3%"
"14","A.J. Green","WR","ARI","2021",6,6,"ppr","14","5","6","79","15.8","34","2","1","0","0","0","0","1","18.9","18.9","1.7%"
"15","Henry Ruggs III","WR","FA","2021",6,6,"ppr","15","3","4","97","32.3","48","6","1","0","0","0","0","1","18.7","18.7","10.9%"
"16","Diontae Johnson","WR","PIT","2021",6,6,"ppr","16","9","13","71","7.9","23","1","0","1","25","0","0","1","18.6","18.6","85.3%"
"17","Christian Kirk","WR","JAC","2021",6,6,"ppr","17","5","8","75","15.0","21","2","1","0","0","0","0","1","18.5","18.5","94.9%"
"18","Brandin Cooks","WR","HOU","2021",6,6,"ppr","18","9","13","89","9.9","20","1","0","0","0","0","0","1","17.9","17.9","64.4%"
