"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Patrick Mahomes II","QB","KC","2018",13,13,"ppr","1","23","38","60.5","295","7.8","4","0","0","9","52","0","0","1","33.0","33.0","100.0%"
"2","Josh Allen","QB","BUF","2018",13,13,"ppr","2","18","33","54.5","231","7.0","2","2","2","9","135","0","0","1","28.7","28.7","100.0%"
"3","Russell Wilson","QB","DEN","2018",13,13,"ppr","3","11","17","64.7","185","10.9","4","0","3","4","14","0","0","1","24.8","24.8","43.7%"
"4","Derek Carr","QB","LV","2018",13,13,"ppr","4","29","38","76.3","285","7.5","3","0","3","1","8","0","0","1","24.2","24.2","64.3%"
"5","Philip Rivers","QB","FA","2018",13,13,"ppr","5","26","36","72.2","299","8.3","2","0","2","0","0","0","0","1","24.0","24.0","20.6%"
"6","Jameis Winston","QB","NO","2018",13,13,"ppr","6","20","30","66.7","249","8.3","2","0","4","5","48","0","0","1","22.8","22.8","5.6%"
"7","Nick Mullens","QB","MIN","2018",13,13,"ppr","7","30","48","62.5","414","8.6","2","1","3","2","1","0","0","1","22.7","22.7","0.0%"
"8","Marcus Mariota","QB","ATL","2018",13,13,"ppr","8","20","35","57.1","282","8.1","2","1","3","4","43","0","0","1","21.6","21.6","19.4%"
"9","Carson Wentz","QB","WAS","2018",13,13,"ppr","9","27","39","69.2","306","7.8","2","1","0","4","-4","0","0","1","19.8","19.8","6.5%"
"10","Ben Roethlisberger","QB","FA","2018",13,13,"ppr","10","29","45","64.4","281","6.2","2","1","1","0","0","0","0","1","17.2","17.2","13.6%"
"11","Lamar Jackson","QB","BAL","2018",13,13,"ppr","11","12","21","57.1","125","6.0","0","0","2","17","75","1","1","1","16.5","16.5","96.8%"
"12","Deshaun Watson","QB","CLE","2018",13,13,"ppr","12","22","31","71.0","224","7.2","1","0","4","7","30","0","0","1","16.0","16.0","75.7%"
"13","Aaron Rodgers","QB","GB","2018",13,13,"ppr","13","31","50","62.0","233","4.7","1","0","1","3","20","0","0","1","15.3","15.3","75.1%"
"14","Cam Newton","QB","FA","2018",13,13,"ppr","14","28","41","68.3","300","7.3","2","4","4","6","33","0","0","1","15.3","15.3","9.1%"
"15","Ryan Tannehill","QB","TEN","2018",13,13,"ppr","15","16","24","66.7","137","5.7","3","1","3","3","-5","0","0","1","15.0","15.0","28.5%"
"16","Tom Brady","QB","TB","2018",13,13,"ppr","16","24","32","75.0","311","9.7","1","1","0","2","5","0","0","1","14.9","14.9","86.0%"
"17","Dak Prescott","QB","DAL","2018",13,13,"ppr","17","24","28","85.7","249","8.9","1","0","7","5","22","0","1","1","14.2","14.2","93.5%"
"18","Baker Mayfield","QB","LAR","2018",13,13,"ppr","18","29","43","67.4","397","9.2","1","3","0","0","0","0","0","1","13.9","13.9","6.6%"
"19","Chase Daniel","QB","LAC","2018",13,13,"ppr","19","26","39","66.7","285","7.3","1","2","5","4","4","0","0","1","11.8","11.8","0.1%"
"20","Case Keenum","QB","BUF","2018",13,13,"ppr","20","12","21","57.1","151","7.2","1","0","2","2","9","0","0","1","10.9","10.9","0.4%"
"21","Matthew Stafford","QB","LAR","2018",13,13,"ppr","21","20","33","60.6","245","7.4","1","1","4","1","2","0","1","1","10.0","10.0","29.7%"
"22","Jeff Driskel","QB","HOU","2018",13,13,"ppr","22","25","37","67.6","236","6.4","1","1","4","3","3","0","1","1","9.7","9.7","11.6%"
"23","Andrew Luck","QB","FA","2018",13,13,"ppr","23","33","52","63.5","248","4.8","0","1","3","2","16","0","0","1","9.5","9.5","2.2%"
"24","Josh Rosen","QB","FA","2018",13,13,"ppr","24","11","26","42.3","149","5.7","0","0","2","2","32","0","0","1","9.2","9.2","0.0%"
"25","Cody Kessler","QB","FA","2018",13,13,"ppr","25","18","24","75.0","150","6.3","0","0","3","5","28","0","0","1","8.8","8.8","0.1%"
"26","Eli Manning","QB","FA","2018",13,13,"ppr","26","19","35","54.3","170","4.9","1","1","3","0","0","0","0","1","8.8","8.8","2.3%"
"27","Jared Goff","QB","DET","2018",13,13,"ppr","27","17","33","51.5","207","6.3","1","1","2","2","-2","0","1","1","8.1","8.1","60.4%"
"28","Kirk Cousins","QB","MIN","2018",13,13,"ppr","28","32","44","72.7","201","4.6","1","2","2","0","0","0","0","1","8.0","8.0","87.8%"
"29","Matt Ryan","QB","IND","2018",13,13,"ppr","29","16","26","61.5","131","5.0","1","0","3","2","4","0","1","1","7.6","7.6","10.6%"
"30","Drew Brees","QB","FA","2018",13,13,"ppr","30","18","28","64.3","127","4.5","1","1","2","1","2","0","0","1","7.3","7.3","35.7%"
"31","Josh McCown","QB","FA","2018",13,13,"ppr","31","17","30","56.7","128","4.3","0","1","2","1","3","0","0","1","3.4","3.4","0.0%"
"32","Mark Sanchez","QB","FA","2018",13,13,"ppr","32","13","21","61.9","100","4.8","0","1","2","1","8","0","0","1","2.8","2.8","0.1%"
"33","Colt McCoy","QB","ARI","2018",13,13,"ppr","33","4","4","100.0","50","12.5","0","0","1","0","0","0","0","1","2.0","2.0","2.3%"
"34","Robert Griffin III","QB","FA","2018",13,13,"ppr","34","2","4","50.0","21","5.3","0","0","0","0","0","0","0","1","0.8","0.8","1.0%"
"35","Tyler Bray","QB","FA","2018",13,13,"ppr","35","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"36","Joe Webb III","QB","FA","2018",13,13,"ppr","36","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"37","Taysom Hill","QB","NO","2018",13,13,"ppr","37","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","45.3%"
"38","Geno Smith","QB","SEA","2018",13,13,"ppr","38","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","87.0%"
"39","Taylor Heinicke","QB","WAS","2018",13,13,"ppr","39","0","1","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","14.0%"
"40","Blaine Gabbert","QB","TB","2018",13,13,"ppr","40","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
