"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New England Patriots","DST","NE","2019",2,2,"ppr",1,7,4,0,0,2,0,0,1,37,37,"54.0%"
"2","Cleveland Browns","DST","CLE","2019",2,2,"ppr",2,4,0,1,1,0,0,0,1,13,13,"37.2%"
"3","Green Bay Packers","DST","GB","2019",2,2,"ppr",3,1,2,2,3,0,0,0,1,12,12,"80.7%"
"4","Kansas City Chiefs","DST","KC","2019",2,2,"ppr",4,3,2,0,3,0,0,0,1,11,11,"47.9%"
"5","Atlanta Falcons","DST","ATL","2019",2,2,"ppr",5,3,2,1,0,0,0,0,1,10,10,"1.7%"
"6","Houston Texans","DST","HOU","2019",2,2,"ppr",6,4,0,1,3,0,0,0,1,10,10,"0.8%"
"7","Detroit Lions","DST","DET","2019",2,2,"ppr",7,1,1,1,1,0,0,0,1,9,9,"2.5%"
"8","Jacksonville Jaguars","DST","JAC","2019",2,2,"ppr",8,4,0,0,0,0,0,0,1,8,8,"3.8%"
"9","Los Angeles Chargers","DST","LAC","2019",2,2,"ppr",9,0,2,0,0,0,0,0,1,8,8,"30.2%"
"10","Tennessee Titans","DST","TEN","2019",2,2,"ppr",10,3,1,1,0,0,0,0,1,8,8,"26.3%"
"11","Los Angeles Rams","DST","LAR","2019",2,2,"ppr",11,2,1,0,1,0,0,0,1,8,8,"34.3%"
"12","San Francisco 49ers","DST","SF","2019",2,2,"ppr",12,4,1,0,0,0,0,0,1,7,7,"95.5%"
"13","Philadelphia Eagles","DST","PHI","2019",2,2,"ppr",13,1,3,0,1,0,0,0,1,7,7,"58.2%"
"14","Pittsburgh Steelers","DST","PIT","2019",2,2,"ppr",14,4,0,2,1,0,0,0,1,7,7,"53.2%"
"15","Tampa Bay Buccaneers","DST","TB","2019",2,2,"ppr",15,3,0,1,1,0,0,0,1,6,6,"81.2%"
"16","Carolina Panthers","DST","CAR","2019",2,2,"ppr",16,3,0,0,0,0,1,0,1,6,6,"14.1%"
"17","Buffalo Bills","DST","BUF","2019",2,2,"ppr",17,1,2,0,1,0,0,0,1,6,6,"99.0%"
"18","Minnesota Vikings","DST","MIN","2019",2,2,"ppr",18,2,0,2,1,0,0,0,1,6,6,"23.7%"
"19","New York Jets","DST","NYJ","2019",2,2,"ppr",19,3,1,0,0,0,0,0,1,5,5,"21.1%"
"20","Indianapolis Colts","DST","IND","2019",2,2,"ppr",20,4,0,0,2,0,0,0,1,5,5,"52.4%"
"21","New Orleans Saints","DST","NO","2019",2,2,"ppr",21,3,0,1,1,0,0,0,1,5,5,"65.3%"
"22","Chicago Bears","DST","CHI","2019",2,2,"ppr",22,2,1,0,0,0,0,0,1,5,5,"2.2%"
"23","Baltimore Ravens","DST","BAL","2019",2,2,"ppr",23,3,0,0,0,0,0,0,1,4,4,"89.6%"
"24","Seattle Seahawks","DST","SEA","2019",2,2,"ppr",24,1,1,0,0,0,0,0,1,3,3,"20.5%"
"25","Las Vegas Raiders","DST","LV","2019",2,2,"ppr",25,2,0,1,1,0,0,0,1,3,3,"14.2%"
"26","Miami Dolphins","DST","MIA","2019",2,2,"ppr",26,2,0,1,1,0,0,0,1,3,3,"25.9%"
"27","Arizona Cardinals","DST","ARI","2019",2,2,"ppr",27,2,0,0,1,0,0,0,1,2,2,"12.3%"
"28","New York Giants","DST","NYG","2019",2,2,"ppr",28,3,0,0,0,0,0,0,1,2,2,"6.2%"
"29","Washington Commanders","DST","WAS","2019",2,2,"ppr",29,1,1,0,0,0,0,0,1,2,2,"54.8%"
"30","Denver Broncos","DST","DEN","2019",2,2,"ppr",30,0,0,0,0,0,0,0,1,1,1,"38.8%"
"31","Dallas Cowboys","DST","DAL","2019",2,2,"ppr",31,1,0,0,0,0,0,0,1,1,1,"90.0%"
"32","Cincinnati Bengals","DST","CIN","2019",2,2,"ppr",32,0,1,0,0,0,0,0,1,-2,-2,"31.6%"
