"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Los Angeles Chargers","DST","LAC","2021",13,13,"ppr",1,6,2,2,2,1,0,0,1,20,20,"30.2%"
"2","Indianapolis Colts","DST","IND","2021",13,13,"ppr",2,4,1,1,1,0,0,0,1,18,18,"52.4%"
"3","Dallas Cowboys","DST","DAL","2021",13,13,"ppr",3,2,4,0,1,1,0,0,1,17,17,"90.0%"
"4","Kansas City Chiefs","DST","KC","2021",13,13,"ppr",4,1,2,1,1,1,0,0,1,17,17,"47.9%"
"5","Arizona Cardinals","DST","ARI","2021",13,13,"ppr",5,3,4,0,0,0,0,0,1,11,11,"12.3%"
"6","Tampa Bay Buccaneers","DST","TB","2021",13,13,"ppr",6,5,0,1,1,0,0,0,1,11,11,"81.2%"
"7","Los Angeles Rams","DST","LAR","2021",13,13,"ppr",7,2,0,2,2,0,0,0,1,10,10,"34.3%"
"8","Pittsburgh Steelers","DST","PIT","2021",13,13,"ppr",8,7,1,0,1,0,0,0,1,10,10,"53.2%"
"9","San Francisco 49ers","DST","SF","2021",13,13,"ppr",9,4,1,2,4,0,0,0,1,9,9,"95.5%"
"10","Seattle Seahawks","DST","SEA","2021",13,13,"ppr",10,1,2,1,0,0,1,0,1,9,9,"20.5%"
"11","Miami Dolphins","DST","MIA","2021",13,13,"ppr",11,3,1,0,0,0,0,0,1,9,9,"25.9%"
"12","New England Patriots","DST","NE","2021",13,13,"ppr",12,2,0,1,0,0,0,0,1,8,8,"54.0%"
"13","Atlanta Falcons","DST","ATL","2021",13,13,"ppr",13,0,1,0,0,1,0,0,1,7,7,"1.7%"
"14","Cincinnati Bengals","DST","CIN","2021",13,13,"ppr",14,4,1,2,2,0,0,0,1,6,6,"31.6%"
"15","Minnesota Vikings","DST","MIN","2021",13,13,"ppr",15,3,1,1,2,0,0,0,1,6,6,"23.7%"
"16","Detroit Lions","DST","DET","2021",13,13,"ppr",16,3,0,1,1,0,0,0,1,5,5,"2.5%"
"17","Philadelphia Eagles","DST","PHI","2021",13,13,"ppr",17,2,1,0,0,0,0,0,1,5,5,"58.2%"
"18","Denver Broncos","DST","DEN","2021",13,13,"ppr",18,1,1,0,0,0,0,0,1,4,4,"38.8%"
"19","Las Vegas Raiders","DST","LV","2021",13,13,"ppr",19,1,1,0,0,0,0,0,1,4,4,"14.2%"
"20","Washington Commanders","DST","WAS","2021",13,13,"ppr",20,2,0,0,0,0,0,0,1,3,3,"54.8%"
"21","New Orleans Saints","DST","NO","2021",13,13,"ppr",21,1,1,0,0,0,0,0,1,3,3,"65.3%"
"22","New York Giants","DST","NYG","2021",13,13,"ppr",22,2,0,0,0,0,0,0,1,3,3,"6.2%"
"23","Buffalo Bills","DST","BUF","2021",13,13,"ppr",23,0,0,1,0,0,0,0,1,3,3,"99.0%"
"24","Baltimore Ravens","DST","BAL","2021",13,13,"ppr",24,1,0,0,0,0,0,0,1,2,2,"89.6%"
"25","Houston Texans","DST","HOU","2021",13,13,"ppr",25,1,0,1,1,0,0,0,1,2,2,"0.8%"
"26","New York Jets","DST","NYJ","2021",13,13,"ppr",26,2,0,0,0,0,0,0,1,1,1,"21.1%"
"27","Chicago Bears","DST","CHI","2021",13,13,"ppr",27,1,0,0,0,0,0,0,1,0,0,"2.2%"
"28","Jacksonville Jaguars","DST","JAC","2021",13,13,"ppr",28,1,0,0,0,0,0,0,1,-3,-3,"3.8%"
