"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Sebastian Janikowski","K","FA","2016",7,7,"ppr",1,4,4,100,52,0,1,1,1,1,3,3,1,18,18,"20.0%"
"2","Josh Lambo","K","FA","2016",7,7,"ppr",2,4,4,100,42,0,0,2,2,0,3,3,1,17,17,"0.0%"
"3","Justin Tucker","K","BAL","2016",7,7,"ppr",3,3,3,100,50,0,0,0,2,1,1,1,1,14,14,"99.0%"
"4","Matt Bryant","K","FA","2016",7,7,"ppr",4,3,4,75,42,0,1,1,1,0,3,3,1,13,13,"1.1%"
"5","Chris Boswell","K","PIT","2016",7,7,"ppr",5,3,5,60,46,0,0,1,2,0,1,1,1,12,12,"14.1%"
"6","Jason Myers","K","SEA","2016",7,7,"ppr",6,3,3,100,44,0,1,1,1,0,1,1,1,11,11,"55.6%"
"7","Nick Novak","K","FA","2016",7,7,"ppr",7,3,3,100,43,0,1,0,2,0,0,0,1,11,11,"0.1%"
"8","Roberto Aguayo","K","FA","2016",7,7,"ppr",8,2,3,66.7,38,0,0,2,0,0,4,4,1,10,10,"0.1%"
"9","Cairo Santos","K","CHI","2016",7,7,"ppr",9,2,2,100,41,0,0,1,1,0,3,3,1,10,10,"13.3%"
"10","Ryan Succop","K","TB","2016",7,7,"ppr",10,2,2,100,48,0,0,0,2,0,2,2,1,10,10,"34.3%"
"11","Adam Vinatieri","K","FA","2016",7,7,"ppr",11,2,2,100,33,0,1,1,0,0,4,4,1,10,10,"0.2%"
"12","Matt Prater","K","ARI","2016",7,7,"ppr",12,2,3,66.7,43,0,1,0,1,0,2,2,1,9,9,"14.9%"
"13","Brandon McManus","K","DEN","2016",7,7,"ppr",13,2,2,100,32,0,1,1,0,0,3,3,1,9,9,"36.0%"
"14","Mason Crosby","K","GB","2016",7,7,"ppr",14,2,3,66.7,40,0,0,1,1,0,2,3,1,9,9,"3.2%"
"15","Chandler Catanzaro","K","FA","2016",7,7,"ppr",15,2,4,50,46,0,0,0,2,0,0,0,1,8,8,"0.0%"
"16","Andrew Franks","K","FA","2016",7,7,"ppr",16,2,2,100,36,0,0,2,0,0,2,2,1,8,8,"0.0%"
"17","Caleb Sturgis","K","FA","2016",7,7,"ppr",17,2,2,100,35,0,1,1,0,0,1,1,1,7,7,"0.0%"
"18","Mike Nugent","K","FA","2016",7,7,"ppr",18,1,3,33.3,36,0,0,1,0,0,4,4,1,7,7,"1.0%"
"19","Stephen Hauschka","K","FA","2016",7,7,"ppr",19,2,3,66.7,40,0,0,1,1,0,0,0,1,7,7,"0.0%"
"20","Nick Folk","K","NE","2016",7,7,"ppr",20,1,2,50,22,0,1,0,0,0,3,3,1,6,6,"75.5%"
"21","Robbie Gould","K","SF","2016",7,7,"ppr",21,1,1,100,29,0,1,0,0,0,2,2,1,5,5,"42.9%"
"22","Dustin Hopkins","K","LAC","2016",7,7,"ppr",22,1,2,50,38,0,0,1,0,0,2,2,1,5,5,"2.7%"
"23","Phil Dawson","K","FA","2016",7,7,"ppr",23,1,1,100,28,0,1,0,0,0,2,2,1,5,5,"0.1%"
"24","Dan Carpenter","K","FA","2016",7,7,"ppr",24,1,1,100,29,0,1,0,0,0,2,2,1,5,5,"0.2%"
"25","Cody Parkey","K","FA","2016",7,7,"ppr",25,1,1,100,28,0,1,0,0,0,2,2,1,5,5,"0.0%"
"26","Blair Walsh","K","FA","2016",7,7,"ppr",26,1,1,100,48,0,0,0,1,0,1,1,1,5,5,"0.1%"
"27","Connor Barth","K","FA","2016",7,7,"ppr",27,1,1,100,39,0,0,1,0,0,1,1,1,4,4,"0.0%"
"28","Greg Zuerlein","K","NYJ","2016",7,7,"ppr",28,1,1,100,36,0,0,1,0,0,1,1,1,4,4,"15.9%"
"29","Stephen Gostkowski","K","FA","2016",7,7,"ppr",29,0,0,0,0,0,0,0,0,0,3,4,1,3,3,"0.0%"
"30","Wil Lutz","K","NO","2016",7,7,"ppr",30,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"8.0%"
