"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Justin Fields","QB","CHI","2022",9,9,"ppr","1","17","28","60.7","123","4.4","3","0","2","15","178","1","0","1","42.7","42.7","95.3%"
"2","Patrick Mahomes II","QB","KC","2022",9,9,"ppr","2","43","68","63.2","446","6.6","1","1","4","6","63","1","0","1","35.1","35.1","100.0%"
"3","Josh Allen","QB","BUF","2022",9,9,"ppr","3","18","34","52.9","205","6.0","0","2","5","9","86","2","0","1","26.8","26.8","100.0%"
"4","Tua Tagovailoa","QB","MIA","2022",9,9,"ppr","4","21","30","70.0","302","10.1","3","0","0","5","0","0","0","1","24.1","24.1","94.7%"
"5","Geno Smith","QB","SEA","2022",9,9,"ppr","5","26","34","76.5","275","8.1","2","1","2","6","38","0","0","1","21.8","21.8","87.0%"
"6","Jalen Hurts","QB","PHI","2022",9,9,"ppr","6","21","27","77.8","243","9.0","2","0","4","9","23","0","1","1","20.0","20.0","99.9%"
"7","Joe Burrow","QB","CIN","2022",9,9,"ppr","7","22","28","78.6","206","7.4","1","0","1","4","9","1","0","1","19.1","19.1","99.4%"
"8","Kyler Murray","QB","ARI","2022",9,9,"ppr","8","25","35","71.4","175","5.0","2","0","5","8","60","0","1","1","19.0","19.0","62.1%"
"9","Derek Carr","QB","LV","2022",9,9,"ppr","9","21","36","58.3","259","7.2","2","0","2","0","0","0","0","1","18.4","18.4","64.3%"
"10","Lamar Jackson","QB","BAL","2022",9,9,"ppr","10","12","22","54.5","133","6.0","1","0","3","11","82","0","0","1","17.5","17.5","96.8%"
"11","Kirk Cousins","QB","MIN","2022",9,9,"ppr","11","22","40","55.0","265","6.6","2","1","2","2","-2","0","0","1","17.4","17.4","87.8%"
"12","Trevor Lawrence","QB","JAC","2022",9,9,"ppr","12","25","31","80.6","235","7.6","1","0","0","6","53","0","1","1","16.7","16.7","75.8%"
"13","Aaron Rodgers","QB","GB","2022",9,9,"ppr","13","23","43","53.5","291","6.8","1","3","1","4","40","0","0","1","16.6","16.6","75.1%"
"14","Tom Brady","QB","TB","2022",9,9,"ppr","14","36","58","62.1","280","4.8","1","0","1","0","0","0","0","1","15.2","15.2","86.0%"
"15","Taylor Heinicke","QB","WAS","2022",9,9,"ppr","15","15","28","53.6","149","5.3","2","1","3","4","17","0","0","1","14.7","14.7","14.0%"
"16","Baker Mayfield","QB","LAR","2022",9,9,"ppr","16","14","20","70.0","155","7.8","2","0","0","0","0","0","0","1","14.2","14.2","6.6%"
"17","Davis Mills","QB","HOU","2022",9,9,"ppr","17","13","22","59.1","154","7.0","2","2","3","3","18","0","0","1","14.0","14.0","3.4%"
"18","Justin Herbert","QB","LAC","2022",9,9,"ppr","18","30","43","69.8","245","5.7","1","1","0","1","3","0","0","1","13.1","13.1","98.8%"
"19","Jared Goff","QB","DET","2022",9,9,"ppr","19","14","26","53.8","137","5.3","2","1","0","1","-1","0","0","1","12.4","12.4","60.4%"
"20","Andy Dalton","QB","NO","2022",9,9,"ppr","20","19","29","65.5","210","7.2","1","1","4","2","5","0","0","1","11.9","11.9","12.2%"
"21","Zach Wilson","QB","NYJ","2022",9,9,"ppr","21","18","25","72.0","154","6.2","1","0","2","5","24","0","1","1","10.6","10.6","5.7%"
"22","Matthew Stafford","QB","LAR","2022",9,9,"ppr","22","13","27","48.1","165","6.1","1","0","4","2","-1","0","0","1","10.5","10.5","29.7%"
"23","Mac Jones","QB","NE","2022",9,9,"ppr","23","20","30","66.7","147","4.9","1","0","4","1","-2","0","0","1","9.7","9.7","14.1%"
"24","Marcus Mariota","QB","ATL","2022",9,9,"ppr","24","12","23","52.2","129","5.6","0","0","2","5","24","0","0","1","7.6","7.6","19.4%"
"25","Malik Willis","QB","TEN","2022",9,9,"ppr","25","5","16","31.3","80","5.0","0","0","3","8","40","0","0","1","7.2","7.2","0.9%"
"26","Sam Ehlinger","QB","IND","2022",9,9,"ppr","26","15","29","51.7","103","3.6","0","1","9","5","39","0","0","1","7.0","7.0","0.9%"
"27","Brandon Allen","QB","CIN","2022",9,9,"ppr","27","3","3","100.0","22","7.3","0","0","1","3","-1","0","0","1","0.8","0.8","0.1%"
"28","Ian Book","QB","PHI","2022",9,9,"ppr","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"29","Trey Lance","QB","SF","2022",9,9,"ppr","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.3%"
"30","John Lovett","QB","MIA","2022",9,9,"ppr","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"31","Jacob Eason","QB","SF","2022",9,9,"ppr","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"32","Jake Fromm","QB","WAS","2022",9,9,"ppr","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"33","Jordan Love","QB","GB","2022",9,9,"ppr","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"34","Tyler Huntley","QB","BAL","2022",9,9,"ppr","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.0%"
"35","David Blough","QB","ARI","2022",9,9,"ppr","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"36","Jarrett Stidham","QB","LV","2022",9,9,"ppr","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"37","Kellen Mond","QB","CLE","2022",9,9,"ppr","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"38","Brett Rypien","QB","DEN","2022",9,9,"ppr","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"39","Drew Lock","QB","SEA","2022",9,9,"ppr","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"40","Daniel Jones","QB","NYG","2022",9,9,"ppr","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58.2%"
"41","Will Grier","QB","DAL","2022",9,9,"ppr","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Gardner Minshew II","QB","PHI","2022",9,9,"ppr","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"43","Easton Stick","QB","LAC","2022",9,9,"ppr","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Trace McSorley","QB","ARI","2022",9,9,"ppr","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"45","Jake Browning","QB","CIN","2022",9,9,"ppr","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Shane Buechele","QB","KC","2022",9,9,"ppr","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Feleipe Franks","QB","ATL","2022",9,9,"ppr","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Case Cookus","QB","LAR","2022",9,9,"ppr","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Kyle Trask","QB","TB","2022",9,9,"ppr","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"50","Desmond Ridder","QB","ATL","2022",9,9,"ppr","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.2%"
"51","Brock Purdy","QB","SF","2022",9,9,"ppr","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.3%"
"52","Bryce Perkins","QB","LAR","2022",9,9,"ppr","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"53","Jake Luton","QB","NO","2022",9,9,"ppr","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Chris Streveler","QB","NYJ","2022",9,9,"ppr","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Skylar Thompson","QB","MIA","2022",9,9,"ppr","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"56","E.J. Perry","QB","JAC","2022",9,9,"ppr","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Anthony Brown","QB","BAL","2022",9,9,"ppr","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Bailey Zappe","QB","NE","2022",9,9,"ppr","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"59","Jarrett Guarantano","QB","DEN","2022",9,9,"ppr","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Chris Oladokun","QB","KC","2022",9,9,"ppr","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Davis Cheek","QB","CAR","2022",9,9,"ppr","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Stone Smartt","QB","LAC","2022",9,9,"ppr","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Chase Garbers","QB","LV","2022",9,9,"ppr","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Kenny Pickett","QB","PIT","2022",9,9,"ppr","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.2%"
"65","Matt Corral","QB","CAR","2022",9,9,"ppr","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"66","Carson Strong","QB","ARI","2022",9,9,"ppr","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Sam Howell","QB","WAS","2022",9,9,"ppr","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"68","John Wolford","QB","LAR","2022",9,9,"ppr","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"69","Blaine Gabbert","QB","TB","2022",9,9,"ppr","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Tyrod Taylor","QB","NYG","2022",9,9,"ppr","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"71","Erik Ainge","QB","NYJ","2022",9,9,"ppr","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Hunter Cantwell","QB","BAL","2022",9,9,"ppr","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Case Keenum","QB","BUF","2022",9,9,"ppr","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"74","Ben Chappell","QB","WAS","2022",9,9,"ppr","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Adam Froman","QB","ATL","2022",9,9,"ppr","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
