"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Ryan Succop","K","TB","2017",6,6,"ppr",1,5,5,100,48,0,1,1,3,0,3,3,1,21,21,"34.3%"
"2","Aldrick Rosas","K","FA","2017",6,6,"ppr",2,3,4,75,51,0,1,0,1,1,2,2,1,14,14,"0.0%"
"3","Kai Forbath","K","LAR","2017",6,6,"ppr",3,3,3,100,53,0,0,2,0,1,2,2,1,13,13,"3.0%"
"4","Adam Vinatieri","K","FA","2017",6,6,"ppr",4,3,3,100,52,0,1,1,0,1,1,2,1,12,12,"0.2%"
"5","Justin Tucker","K","BAL","2017",6,6,"ppr",5,3,3,100,50,0,1,1,0,1,1,1,1,12,12,"99.0%"
"6","Graham Gano","K","NYG","2017",6,6,"ppr",6,3,3,100,46,0,1,1,1,0,2,2,1,12,12,"61.0%"
"7","Jake Elliott","K","PHI","2017",6,6,"ppr",7,2,2,100,50,0,0,0,1,1,2,2,1,11,11,"27.9%"
"8","Wil Lutz","K","NO","2017",6,6,"ppr",8,1,1,100,41,0,0,0,1,0,7,7,1,11,11,"8.0%"
"9","Greg Zuerlein","K","NYJ","2017",6,6,"ppr",9,2,2,100,56,0,1,0,0,1,3,3,1,11,11,"15.9%"
"10","Connor Barth","K","FA","2017",6,6,"ppr",10,2,2,100,40,0,1,0,1,0,3,3,1,10,10,"0.0%"
"11","Dustin Hopkins","K","LAC","2017",6,6,"ppr",11,2,2,100,48,0,1,0,1,0,2,3,1,9,9,"2.7%"
"12","Matt Prater","K","ARI","2017",6,6,"ppr",12,1,2,50,41,0,0,0,1,0,5,5,1,9,9,"14.9%"
"13","Cody Parkey","K","FA","2017",6,6,"ppr",13,2,2,100,49,0,0,1,1,0,2,2,1,9,9,"0.0%"
"14","Harrison Butker","K","KC","2017",6,6,"ppr",14,2,2,100,46,0,0,1,1,0,1,1,1,8,8,"91.8%"
"15","Robbie Gould","K","SF","2017",6,6,"ppr",15,1,2,50,52,0,0,0,0,1,3,3,1,8,8,"42.9%"
"16","Phil Dawson","K","FA","2017",6,6,"ppr",16,1,1,100,28,0,1,0,0,0,5,5,1,8,8,"0.1%"
"17","Matt Bryant","K","FA","2017",6,6,"ppr",17,1,2,50,50,0,0,0,0,1,2,2,1,7,7,"1.1%"
"18","Ka'imi Fairbairn","K","HOU","2017",6,6,"ppr",18,1,1,100,40,0,0,0,1,0,2,3,1,6,6,"2.0%"
"19","Zane Gonzalez","K","CAR","2017",6,6,"ppr",19,1,1,100,41,0,0,0,1,0,2,2,1,6,6,"0.1%"
"20","Stephen Gostkowski","K","FA","2017",6,6,"ppr",20,1,2,50,28,0,1,0,0,0,3,3,1,6,6,"0.0%"
"21","Jason Myers","K","SEA","2017",6,6,"ppr",21,1,3,33.3,41,0,0,0,1,0,2,2,1,6,6,"55.6%"
"22","Giorgio Tavecchio","K","FA","2017",6,6,"ppr",22,1,1,100,44,0,0,0,1,0,1,2,1,5,5,"1.0%"
"23","Chandler Catanzaro","K","FA","2017",6,6,"ppr",23,1,1,100,28,0,1,0,0,0,2,2,1,5,5,"0.0%"
"24","Nick Novak","K","FA","2017",6,6,"ppr",24,1,2,50,32,0,0,1,0,0,2,2,1,5,5,"0.1%"
"25","Chris Boswell","K","PIT","2017",6,6,"ppr",25,1,1,100,24,0,1,0,0,0,2,2,1,5,5,"14.1%"
"26","Mason Crosby","K","GB","2017",6,6,"ppr",26,1,1,100,26,0,1,0,0,0,1,1,1,4,4,"3.2%"
"27","Brandon McManus","K","DEN","2017",6,6,"ppr",27,1,3,33.3,28,0,1,0,0,0,1,1,1,4,4,"36.0%"
"28","Patrick Murray","K","FA","2017",6,6,"ppr",28,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"1.0%"
"29","Michael Palardy","K","NE","2017",6,6,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
