"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Jordan Howard","RB","FA","2016",8,8,"ppr","1","26","153","5.9","69","1","1","4","4","49","12.3","0","0","1","30.2","30.2","0.0%"
"2","Theo Riddick","RB","FA","2016",8,8,"ppr","2","11","56","5.1","16","0","0","8","11","77","9.6","1","0","1","27.3","27.3","0.0%"
"3","Matt Forte","RB","FA","2016",8,8,"ppr","3","25","82","3.3","18","0","2","2","3","16","8.0","0","0","1","23.8","23.8","19.1%"
"4","Jonathan Stewart","RB","FA","2016",8,8,"ppr","4","25","95","3.8","19","0","2","1","2","25","25.0","0","1","1","23.0","23.0","0.0%"
"5","Devonta Freeman","RB","FA","2016",8,8,"ppr","5","11","35","3.2","17","0","1","4","6","23","5.8","1","0","1","21.8","21.8","0.0%"
"6","DeMarco Murray","RB","FA","2016",8,8,"ppr","6","21","123","5.9","22","1","1","1","2","5","5.0","0","0","1","19.8","19.8","0.1%"
"7","Derrick Henry","RB","TEN","2016",8,8,"ppr","7","16","60","3.8","15","0","1","4","5","37","9.3","0","0","1","19.7","19.7","100.0%"
"8","Melvin Gordon III","RB","KC","2016",8,8,"ppr","8","23","111","4.8","20","1","0","4","7","44","11.0","0","0","1","19.5","19.5","29.3%"
"9","Ezekiel Elliott","RB","DAL","2016",8,8,"ppr","9","22","96","4.4","16","0","0","4","4","52","13.0","0","0","1","18.8","18.8","97.0%"
"10","Mike Gillislee","RB","FA","2016",8,8,"ppr","10","12","85","7.1","28","1","1","3","3","9","3.0","0","0","1","18.4","18.4","0.0%"
"11","David Johnson","RB","NO","2016",8,8,"ppr","11","10","24","2.4","9","0","0","7","9","84","12.0","0","0","1","17.8","17.8","0.1%"
"12","Duke Johnson Jr.","RB","BUF","2016",8,8,"ppr","12","4","29","7.3","16","0","0","6","8","87","14.5","0","0","1","17.6","17.6","0.0%"
"13","Devontae Booker","RB","FA","2016",8,8,"ppr","13","19","54","2.8","18","0","1","5","6","30","6.0","0","1","1","17.4","17.4","0.0%"
"14","Darren Sproles","RB","FA","2016",8,8,"ppr","14","15","86","5.7","19","0","0","5","7","17","3.4","0","0","1","15.3","15.3","0.1%"
"15","Bilal Powell","RB","FA","2016",8,8,"ppr","15","6","76","12.7","35","2","1","1","3","3","3.0","0","0","1","14.9","14.9","0.0%"
"16","Jacquizz Rodgers","RB","FA","2016",8,8,"ppr","16","19","69","3.6","12","0","1","1","1","9","9.0","0","0","1","14.8","14.8","0.0%"
"17","Robert Kelley","RB","FA","2016",8,8,"ppr","17","21","87","4.1","16","0","1","0","2","0","0","0","0","1","14.7","14.7","0.0%"
"18","Jeremy Hill","RB","FA","2016",8,8,"ppr","18","20","76","3.8","12","0","1","1","1","-3","-3.0","0","0","1","14.3","14.3","0.0%"
"19","Lamar Miller","RB","FA","2016",8,8,"ppr","19","17","56","3.3","10","0","1","2","3","7","3.5","0","0","1","14.3","14.3","0.0%"
"20","C.J. Prosise","RB","FA","2016",8,8,"ppr","20","4","23","5.8","8","0","0","4","4","80","20.0","0","0","1","14.3","14.3","0.0%"
"21","Isaiah Crowell","RB","FA","2016",8,8,"ppr","21","11","29","2.6","11","0","1","2","2","34","17.0","0","0","1","14.3","14.3","0.1%"
"22","Frank Gore","RB","FA","2016",8,8,"ppr","22","9","37","4.1","11","0","0","2","3","25","12.5","1","0","1","14.2","14.2","12.1%"
"23","Giovani Bernard","RB","TB","2016",8,8,"ppr","23","11","52","4.7","12","0","1","1","1","14","14.0","0","0","1","13.6","13.6","0.2%"
"24","Latavius Murray","RB","DEN","2016",8,8,"ppr","24","11","48","4.4","19","0","0","5","7","23","4.6","0","0","1","12.1","12.1","75.6%"
"25","Tim Hightower","RB","FA","2016",8,8,"ppr","25","26","102","3.9","28","1","0","1","3","0","0.0","0","0","1","11.2","11.2","0.0%"
"26","Christine Michael","RB","FA","2016",8,8,"ppr","26","10","40","4.0","10","0","1","1","2","2","2.0","0","0","1","11.2","11.2","0.0%"
"27","LeGarrette Blount","RB","FA","2016",8,8,"ppr","27","18","43","2.4","7","0","1","0","0","0","0","0","0","1","10.3","10.3","0.1%"
"28","Matt Asiata","RB","FA","2016",8,8,"ppr","28","14","42","3.0","7","0","0","2","5","36","18.0","0","0","1","9.8","9.8","0.0%"
"29","T.J. Yeldon","RB","FA","2016",8,8,"ppr","29","3","20","6.7","12","0","0","4","4","36","9.0","0","0","1","9.6","9.6","0.0%"
"30","Chris Thompson","RB","FA","2016",8,8,"ppr","30","7","14","2.0","6","0","0","5","5","27","5.4","0","0","1","9.1","9.1","0.0%"
"31","Jamize Olawale","RB","FA","2016",8,8,"ppr","31","1","-1","-1.0","0","0","0","2","2","69","34.5","0","0","1","8.8","8.8","0.0%"
"32","Ryan Mathews","RB","FA","2016",8,8,"ppr","32","4","10","2.5","7","0","1","1","1","1","1.0","0","0","1","8.1","8.1","0.0%"
"33","Charcandrick West","RB","FA","2016",8,8,"ppr","33","14","52","3.7","18","0","0","2","3","8","4.0","0","0","1","8.0","8.0","0.0%"
"34","Jonathan Williams","RB","WAS","2016",8,8,"ppr","34","5","12","2.4","8","0","1","0","0","0","0","0","0","1","7.2","7.2","0.0%"
"35","Spencer Ware","RB","FA","2016",8,8,"ppr","35","7","19","2.7","7","0","0","2","2","28","14.0","0","0","1","6.7","6.7","0.0%"
"36","Terron Ward","RB","FA","2016",8,8,"ppr","36","6","46","7.7","26","1","0","1","1","11","11.0","0","0","1","6.7","6.7","0.0%"
"37","Robert Turbin","RB","FA","2016",8,8,"ppr","37","2","9","4.5","7","0","0","3","3","25","8.3","0","0","1","6.4","6.4","0.0%"
"38","Derek Watt","RB","PIT","2016",8,8,"ppr","38","0","0","0","0","0","0","1","1","53","53.0","0","0","1","6.3","6.3","0.1%"
"39","Juwan Thompson","RB","FA","2016",8,8,"ppr","39","1","1","1.0","1","0","1","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"40","Jalen Richard","RB","FA","2016",8,8,"ppr","40","5","34","6.8","20","1","0","2","2","3","1.5","0","0","1","5.7","5.7","1.0%"
"41","James White","RB","FA","2016",8,8,"ppr","41","2","15","7.5","8","0","0","2","5","14","7.0","0","0","1","4.9","4.9","0.1%"
"42","Reggie Bush","RB","FA","2016",8,8,"ppr","42","2","-8","-4.0","2","0","0","2","3","34","17.0","0","0","1","4.6","4.6","0.0%"
"43","Jerome Felton","RB","FA","2016",8,8,"ppr","43","0","0","0","0","0","0","2","3","26","13.0","0","0","1","4.6","4.6","0.0%"
"44","Ronnie Hillman","RB","FA","2016",8,8,"ppr","44","4","15","3.8","6","0","0","2","5","9","4.5","0","0","1","4.4","4.4","0.0%"
"45","Aaron Ripkowski","RB","FA","2016",8,8,"ppr","45","6","34","5.7","12","0","0","1","1","-1","-1.0","0","0","1","4.3","4.3","0.0%"
"46","Alfred Blue","RB","FA","2016",8,8,"ppr","46","9","41","4.6","19","0","0","0","0","0","0","0","0","1","4.1","4.1","0.0%"
"47","Antone Smith","RB","FA","2016",8,8,"ppr","47","4","16","4.0","6","0","0","1","2","9","9.0","0","0","1","3.5","3.5","0.0%"
"48","John Kuhn","RB","FA","2016",8,8,"ppr","48","0","0","0","0","0","0","2","3","12","6.0","0","0","1","3.2","3.2","0.0%"
