"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Pittsburgh Steelers","DST","PIT","2019",14,14,"ppr",1,5,3,0,0,0,0,1,1,18,18,"53.2%"
"2","Denver Broncos","DST","DEN","2019",14,14,"ppr",2,3,2,1,1,1,0,0,1,15,15,"38.8%"
"3","Los Angeles Rams","DST","LAR","2019",14,14,"ppr",3,5,1,0,0,0,0,0,1,14,14,"34.3%"
"4","Atlanta Falcons","DST","ATL","2019",14,14,"ppr",4,5,2,2,2,0,0,0,1,14,14,"1.7%"
"5","Minnesota Vikings","DST","MIN","2019",14,14,"ppr",5,5,2,0,0,0,0,0,1,13,13,"23.7%"
"6","Indianapolis Colts","DST","IND","2019",14,14,"ppr",6,1,3,1,1,1,0,0,1,11,11,"52.4%"
"7","Seattle Seahawks","DST","SEA","2019",14,14,"ppr",7,0,2,0,0,1,0,0,1,11,11,"20.5%"
"8","Cleveland Browns","DST","CLE","2019",14,14,"ppr",8,2,1,0,1,1,0,0,1,11,11,"37.2%"
"9","Tennessee Titans","DST","TEN","2019",14,14,"ppr",9,2,0,1,1,1,0,0,1,10,10,"26.3%"
"10","Baltimore Ravens","DST","BAL","2019",14,14,"ppr",10,6,0,1,2,0,0,0,1,9,9,"89.6%"
"11","Kansas City Chiefs","DST","KC","2019",14,14,"ppr",11,3,1,0,0,0,0,0,1,8,8,"47.9%"
"12","Arizona Cardinals","DST","ARI","2019",14,14,"ppr",12,3,0,2,3,0,0,0,1,7,7,"12.3%"
"13","New England Patriots","DST","NE","2019",14,14,"ppr",13,1,1,1,2,0,0,0,1,7,7,"54.0%"
"14","Washington Commanders","DST","WAS","2019",14,14,"ppr",14,4,0,1,1,0,0,0,1,7,7,"54.8%"
"15","Green Bay Packers","DST","GB","2019",14,14,"ppr",15,4,1,0,2,0,0,0,1,7,7,"80.7%"
"16","Los Angeles Chargers","DST","LAC","2019",14,14,"ppr",16,2,0,0,0,0,0,0,1,6,6,"30.2%"
"17","Cincinnati Bengals","DST","CIN","2019",14,14,"ppr",17,1,2,0,0,0,0,0,1,5,5,"31.6%"
"18","Dallas Cowboys","DST","DAL","2019",14,14,"ppr",18,2,1,1,1,0,0,0,1,5,5,"90.0%"
"19","New York Giants","DST","NYG","2019",14,14,"ppr",19,3,0,1,1,0,0,0,1,5,5,"6.2%"
"20","New York Jets","DST","NYJ","2019",14,14,"ppr",20,2,1,0,1,0,0,0,1,4,4,"21.1%"
"21","Miami Dolphins","DST","MIA","2019",14,14,"ppr",21,1,1,0,1,0,0,0,1,3,3,"25.9%"
"22","Buffalo Bills","DST","BUF","2019",14,14,"ppr",22,1,1,0,0,0,0,0,1,3,3,"99.0%"
"23","Philadelphia Eagles","DST","PHI","2019",14,14,"ppr",23,2,0,0,1,0,0,0,1,3,3,"58.2%"
"24","Houston Texans","DST","HOU","2019",14,14,"ppr",24,1,1,0,0,0,0,0,1,2,2,"0.8%"
"25","Chicago Bears","DST","CHI","2019",14,14,"ppr",25,2,0,0,0,0,0,0,1,2,2,"2.2%"
"26","Tampa Bay Buccaneers","DST","TB","2019",14,14,"ppr",26,1,0,1,1,0,0,0,1,2,2,"81.2%"
"27","Detroit Lions","DST","DET","2019",14,14,"ppr",27,1,0,0,0,0,0,0,1,2,2,"2.5%"
"28","New Orleans Saints","DST","NO","2019",14,14,"ppr",28,3,1,0,0,0,0,0,1,1,1,"65.3%"
"29","Las Vegas Raiders","DST","LV","2019",14,14,"ppr",29,0,1,0,0,0,0,0,1,-2,-2,"14.2%"
"30","San Francisco 49ers","DST","SF","2019",14,14,"ppr",30,0,0,1,2,0,0,0,1,-2,-2,"95.5%"
"31","Carolina Panthers","DST","CAR","2019",14,14,"ppr",31,1,0,0,0,0,0,0,1,-3,-3,"14.1%"
"32","Jacksonville Jaguars","DST","JAC","2019",14,14,"ppr",32,1,0,0,0,0,0,0,1,-3,-3,"3.8%"
