"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Justin Herbert","QB","LAC","2021",5,5,"ppr","1","26","43","60.5","398","9.3","4","0","2","4","29","1","0","1","42.8","42.8","98.8%"
"2","Lamar Jackson","QB","BAL","2021",5,5,"ppr","2","37","43","86.0","442","10.3","4","0","2","14","62","0","1","1","41.9","41.9","96.8%"
"3","Tom Brady","QB","TB","2021",5,5,"ppr","3","30","41","73.2","411","10.0","5","0","2","1","13","0","0","1","37.7","37.7","86.0%"
"4","Josh Allen","QB","BUF","2021",5,5,"ppr","4","15","26","57.7","315","12.1","3","0","0","11","59","1","0","1","36.5","36.5","100.0%"
"5","Jameis Winston","QB","NO","2021",5,5,"ppr","5","15","30","50.0","279","9.3","4","1","2","6","26","0","1","1","26.8","26.8","5.6%"
"6","Davis Mills","QB","HOU","2021",5,5,"ppr","6","21","29","72.4","312","10.8","3","0","3","1","2","0","0","1","24.7","24.7","3.4%"
"7","Jalen Hurts","QB","PHI","2021",5,5,"ppr","7","22","37","59.5","198","5.4","0","1","2","9","30","2","0","1","23.9","23.9","99.9%"
"8","Baker Mayfield","QB","LAR","2021",5,5,"ppr","8","23","32","71.9","305","9.5","2","0","1","2","8","0","0","1","23.0","23.0","6.6%"
"9","Trevor Lawrence","QB","JAC","2021",5,5,"ppr","9","23","33","69.7","273","8.3","1","1","2","7","28","1","0","1","22.7","22.7","75.8%"
"10","Carson Wentz","QB","WAS","2021",5,5,"ppr","10","25","35","71.4","402","11.5","2","0","2","2","5","0","1","1","22.6","22.6","6.5%"
"11","Dak Prescott","QB","DAL","2021",5,5,"ppr","11","22","32","68.8","302","9.4","3","1","2","2","6","0","1","1","21.7","21.7","93.5%"
"12","Matt Ryan","QB","IND","2021",5,5,"ppr","12","33","45","73.3","342","7.6","2","0","0","1","-1","0","0","1","21.6","21.6","10.6%"
"13","Patrick Mahomes II","QB","KC","2021",5,5,"ppr","13","33","54","61.1","272","5.0","2","2","2","8","61","0","1","1","21.0","21.0","100.0%"
"14","Aaron Rodgers","QB","GB","2021",5,5,"ppr","14","27","39","69.2","344","8.8","2","1","2","0","0","0","0","1","20.8","20.8","75.1%"
"15","Joe Burrow","QB","CIN","2021",5,5,"ppr","15","26","38","68.4","281","7.4","2","2","3","3","11","0","0","1","20.3","20.3","99.4%"
"16","Teddy Bridgewater","QB","MIA","2021",5,5,"ppr","16","24","38","63.2","288","7.6","2","1","2","1","11","0","0","1","19.6","19.6","0.6%"
"17","Matthew Stafford","QB","LAR","2021",5,5,"ppr","17","25","37","67.6","365","9.9","1","1","1","1","-1","0","0","1","17.5","17.5","29.7%"
"18","Jacoby Brissett","QB","CLE","2021",5,5,"ppr","18","27","39","69.2","275","7.1","2","1","3","0","0","0","1","1","16.0","16.0","4.8%"
"19","Ben Roethlisberger","QB","FA","2021",5,5,"ppr","19","15","25","60.0","253","10.1","2","0","1","1","-1","0","1","1","16.0","16.0","13.6%"
"20","Trey Lance","QB","SF","2021",5,5,"ppr","20","15","29","51.7","192","6.6","0","1","2","16","89","0","0","1","15.6","15.6","15.3%"
"21","Kirk Cousins","QB","MIN","2021",5,5,"ppr","21","25","34","73.5","275","8.1","1","1","2","1","4","0","0","1","14.4","14.4","87.8%"
"22","Ryan Tannehill","QB","TEN","2021",5,5,"ppr","22","14","22","63.6","197","9.0","1","0","3","3","21","0","0","1","14.0","14.0","28.5%"
"23","Kyler Murray","QB","ARI","2021",5,5,"ppr","23","22","31","71.0","239","7.7","1","0","2","7","1","0","0","1","13.7","13.7","62.1%"
"24","Mac Jones","QB","NE","2021",5,5,"ppr","24","23","30","76.7","231","7.7","1","1","1","1","3","0","0","1","12.5","12.5","14.1%"
"25","Taylor Heinicke","QB","WAS","2021",5,5,"ppr","25","20","41","48.8","248","6.0","0","2","2","5","40","0","0","1","11.9","11.9","14.0%"
"26","Geno Smith","QB","SEA","2021",5,5,"ppr","26","10","17","58.8","131","7.7","1","1","0","3","23","0","0","1","10.5","10.5","87.0%"
"27","Russell Wilson","QB","DEN","2021",5,5,"ppr","27","11","16","68.8","152","9.5","1","1","2","2","10","0","0","1","10.1","10.1","43.7%"
"28","Mike Glennon","QB","FA","2021",5,5,"ppr","28","16","25","64.0","196","7.8","1","2","0","2","2","0","0","1","10.0","10.0","1.0%"
"29","Sam Darnold","QB","CAR","2021",5,5,"ppr","29","21","37","56.8","177","4.8","1","3","3","2","10","0","0","1","9.1","9.1","3.9%"
"30","Zach Wilson","QB","NYJ","2021",5,5,"ppr","30","19","32","59.4","192","6.0","0","1","2","1","3","0","0","1","9.0","9.0","5.7%"
"31","Justin Fields","QB","CHI","2021",5,5,"ppr","31","12","20","60.0","111","5.6","1","0","2","3","4","0","0","1","8.8","8.8","95.3%"
"32","Derek Carr","QB","LV","2021",5,5,"ppr","32","22","35","62.9","206","5.9","0","1","3","3","10","0","0","1","8.2","8.2","64.3%"
"33","Jared Goff","QB","DET","2021",5,5,"ppr","33","21","35","60.0","203","5.8","0","1","4","0","0","0","1","1","7.1","7.1","60.4%"
"34","Daniel Jones","QB","NYG","2021",5,5,"ppr","34","5","13","38.5","98","7.5","0","0","0","3","9","0","0","1","4.8","4.8","58.2%"
"35","Taysom Hill","QB","NO","2021",5,5,"ppr","35","0","0","0","0","0","0","0","0","0","0","0","0","1","2.1","2.1","45.3%"
"36","Blaine Gabbert","QB","TB","2021",5,5,"ppr","36","3","3","100.0","41","13.7","0","0","0","3","-1","0","0","1","1.5","1.5","0.0%"
"37","Andy Dalton","QB","NO","2021",5,5,"ppr","37","1","1","100.0","8","8.0","0","0","0","0","0","0","0","1","0.3","0.3","12.2%"
"38","Nathan Peterman","QB","CHI","2021",5,5,"ppr","38","0","0","0","0","0","0","0","0","2","2","0","0","1","0.2","0.2","0.1%"
