"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Marcus Mariota","QB","ATL","2016",5,5,"ppr","1","20","29","69.0","163","5.6","3","0","0","7","60","1","0","1","30.5","30.5","19.4%"
"2","Tom Brady","QB","TB","2016",5,5,"ppr","2","28","40","70.0","406","10.2","3","0","1","2","14","0","0","1","29.6","29.6","86.0%"
"3","Ben Roethlisberger","QB","FA","2016",5,5,"ppr","3","34","47","72.3","380","8.1","4","0","1","0","0","0","1","1","29.2","29.2","13.6%"
"4","Philip Rivers","QB","FA","2016",5,5,"ppr","4","21","30","70.0","359","12.0","4","2","2","0","0","0","0","1","26.4","26.4","20.6%"
"5","Brian Hoyer","QB","NE","2016",5,5,"ppr","5","33","43","76.7","397","9.2","2","0","0","1","-1","0","0","1","23.8","23.8","0.1%"
"6","Andy Dalton","QB","NO","2016",5,5,"ppr","6","29","41","70.7","269","6.6","2","0","4","6","34","0","0","1","22.2","22.2","12.2%"
"7","Andrew Luck","QB","FA","2016",5,5,"ppr","7","28","39","71.8","322","8.3","2","0","5","5","13","0","0","1","22.2","22.2","2.2%"
"8","Derek Carr","QB","LV","2016",5,5,"ppr","8","25","40","62.5","317","7.9","2","1","3","2","13","0","0","1","22.0","22.0","64.3%"
"9","Blaine Gabbert","QB","TB","2016",5,5,"ppr","9","18","31","58.1","162","5.2","1","2","7","10","70","1","0","1","19.5","19.5","0.0%"
"10","Matthew Stafford","QB","LAR","2016",5,5,"ppr","10","19","25","76.0","180","7.2","3","0","4","6","16","0","1","1","18.8","18.8","29.7%"
"11","Sam Bradford","QB","FA","2016",5,5,"ppr","11","22","30","73.3","271","9.0","2","0","2","2","-2","0","0","1","18.6","18.6","0.0%"
"12","Dak Prescott","QB","DAL","2016",5,5,"ppr","12","18","24","75.0","227","9.5","1","0","1","7","4","1","1","1","17.5","17.5","93.5%"
"13","Carson Wentz","QB","WAS","2016",5,5,"ppr","13","25","33","75.8","238","7.2","2","1","3","2","14","0","0","1","16.9","16.9","6.5%"
"14","Aaron Rodgers","QB","GB","2016",5,5,"ppr","14","23","45","51.1","259","5.8","2","2","0","5","15","0","0","1","15.9","15.9","75.1%"
"15","Tyrod Taylor","QB","NYG","2016",5,5,"ppr","15","12","23","52.2","124","5.4","2","0","2","5","28","0","0","1","15.8","15.8","0.1%"
"16","Jameis Winston","QB","NO","2016",5,5,"ppr","16","18","30","60.0","219","7.3","1","0","2","4","6","0","0","1","15.4","15.4","5.6%"
"17","Ryan Fitzpatrick","QB","FA","2016",5,5,"ppr","17","25","38","65.8","255","6.7","1","0","3","1","9","0","0","1","15.1","15.1","0.0%"
"18","Matt Ryan","QB","IND","2016",5,5,"ppr","18","15","28","53.6","267","9.5","1","0","2","3","3","0","0","1","15.0","15.0","10.6%"
"19","Joe Flacco","QB","NYJ","2016",5,5,"ppr","19","30","46","65.2","210","4.6","1","0","3","1","6","0","0","1","13.0","13.0","0.3%"
"20","Drew Stanton","QB","FA","2016",5,5,"ppr","20","11","28","39.3","124","4.4","2","0","1","2","-2","0","0","1","12.8","12.8","0.0%"
"21","Paxton Lynch","QB","FA","2016",5,5,"ppr","21","23","35","65.7","223","6.4","1","1","6","6","18","0","0","1","12.7","12.7","0.1%"
"22","Kirk Cousins","QB","MIN","2016",5,5,"ppr","22","29","41","70.7","260","6.3","1","1","1","1","-1","0","0","1","12.3","12.3","87.8%"
"23","Eli Manning","QB","FA","2016",5,5,"ppr","23","18","35","51.4","199","5.7","1","0","3","1","1","0","1","1","10.1","10.1","2.3%"
"24","Brock Osweiler","QB","FA","2016",5,5,"ppr","24","19","42","45.2","184","4.4","1","1","4","0","0","0","0","1","9.4","9.4","0.0%"
"25","Charlie Whitehurst","QB","FA","2016",5,5,"ppr","25","14","24","58.3","182","7.6","1","1","2","2","1","0","0","1","9.4","9.4","0.4%"
"26","Case Keenum","QB","BUF","2016",5,5,"ppr","26","21","31","67.7","271","8.7","0","2","4","0","0","0","0","1","6.8","6.8","0.4%"
"27","Cody Kessler","QB","FA","2016",5,5,"ppr","27","5","8","62.5","62","7.8","1","0","0","1","0","0","0","1","6.5","6.5","0.1%"
"28","Derek Anderson","QB","FA","2016",5,5,"ppr","28","18","28","64.3","278","9.9","0","2","0","1","4","0","1","1","5.5","5.5","0.0%"
"29","Ryan Tannehill","QB","TEN","2016",5,5,"ppr","29","12","18","66.7","191","10.6","0","2","6","0","0","0","0","1","3.6","3.6","28.5%"
"30","Landry Jones","QB","FA","2016",5,5,"ppr","30","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","0.0%"
"31","Jimmy Garoppolo","QB","SF","2016",5,5,"ppr","31","0","1","0.0","0","0.0","0","0","0","2","-3","0","0","1","-0.3","-0.3","16.2%"
