"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Kansas City Chiefs","DST","KC","2021",14,14,"ppr",1,4,1,4,4,1,0,0,1,24,24,"47.9%"
"2","Dallas Cowboys","DST","DAL","2021",14,14,"ppr",2,5,1,3,3,1,0,0,1,22,22,"90.0%"
"3","Tennessee Titans","DST","TEN","2021",14,14,"ppr",3,3,4,0,0,0,0,0,1,21,21,"26.3%"
"4","Washington Commanders","DST","WAS","2021",14,14,"ppr",4,4,2,0,0,1,0,0,1,14,14,"54.8%"
"5","Cleveland Browns","DST","CLE","2021",14,14,"ppr",5,4,0,2,2,1,0,0,1,14,14,"37.2%"
"6","Atlanta Falcons","DST","ATL","2021",14,14,"ppr",6,1,2,1,0,1,0,0,1,13,13,"1.7%"
"7","Green Bay Packers","DST","GB","2021",14,14,"ppr",7,2,2,1,1,1,0,0,1,13,13,"80.7%"
"8","Denver Broncos","DST","DEN","2021",14,14,"ppr",8,2,1,1,1,0,0,0,1,10,10,"38.8%"
"9","San Francisco 49ers","DST","SF","2021",14,14,"ppr",9,5,0,2,1,0,0,0,1,9,9,"95.5%"
"10","Los Angeles Rams","DST","LAR","2021",14,14,"ppr",10,4,2,0,0,0,0,0,1,8,8,"34.3%"
"11","New Orleans Saints","DST","NO","2021",14,14,"ppr",11,3,0,0,0,0,0,0,1,7,7,"65.3%"
"12","Seattle Seahawks","DST","SEA","2021",14,14,"ppr",12,2,0,0,0,0,0,0,1,6,6,"20.5%"
"13","Minnesota Vikings","DST","MIN","2021",14,14,"ppr",13,5,1,0,1,0,0,0,1,6,6,"23.7%"
"14","Los Angeles Chargers","DST","LAC","2021",14,14,"ppr",14,2,1,1,1,0,0,0,1,6,6,"30.2%"
"15","Cincinnati Bengals","DST","CIN","2021",14,14,"ppr",15,5,0,0,1,0,0,0,1,5,5,"31.6%"
"16","Chicago Bears","DST","CHI","2021",14,14,"ppr",16,3,0,0,0,0,0,1,1,5,5,"2.2%"
"17","Jacksonville Jaguars","DST","JAC","2021",14,14,"ppr",17,4,0,0,0,0,0,0,1,5,5,"3.8%"
"18","Tampa Bay Buccaneers","DST","TB","2021",14,14,"ppr",18,3,1,0,0,0,0,0,1,5,5,"81.2%"
"19","Baltimore Ravens","DST","BAL","2021",14,14,"ppr",19,0,1,0,0,0,0,0,1,3,3,"89.6%"
"20","New York Jets","DST","NYJ","2021",14,14,"ppr",20,3,0,0,0,0,0,0,1,2,2,"21.1%"
"21","Arizona Cardinals","DST","ARI","2021",14,14,"ppr",21,3,0,0,1,0,0,0,1,2,2,"12.3%"
"22","Carolina Panthers","DST","CAR","2021",14,14,"ppr",22,0,0,1,1,0,0,0,1,2,2,"14.1%"
"23","Buffalo Bills","DST","BUF","2021",14,14,"ppr",23,2,0,0,0,0,0,0,1,1,1,"99.0%"
"24","Pittsburgh Steelers","DST","PIT","2021",14,14,"ppr",24,0,2,0,0,0,0,0,1,0,0,"53.2%"
"25","Las Vegas Raiders","DST","LV","2021",14,14,"ppr",25,3,0,0,0,0,0,0,1,-1,-1,"14.2%"
"26","Houston Texans","DST","HOU","2021",14,14,"ppr",26,0,0,0,0,0,0,0,1,-1,-1,"0.8%"
"27","New York Giants","DST","NYG","2021",14,14,"ppr",27,2,0,0,0,0,0,0,1,-2,-2,"6.2%"
"28","Detroit Lions","DST","DET","2021",14,14,"ppr",28,1,0,0,0,0,0,0,1,-3,-3,"2.5%"
