"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Travis Kelce","TE","KC","2018",13,13,"ppr","1","12","13","168","14.0","28","4","2","0","0","0","1","1","38.8","38.8","100.0%"
"2","Jared Cook","TE","FA","2018",13,13,"ppr","2","7","8","100","14.3","29","3","1","0","0","0","0","1","23.0","23.0","0.0%"
"3","Zach Ertz","TE","ARI","2018",13,13,"ppr","3","9","10","83","9.2","20","1","0","0","0","0","0","1","17.3","17.3","32.6%"
"4","Austin Hooper","TE","TEN","2018",13,13,"ppr","4","5","5","44","8.8","17","0","1","0","0","0","0","1","15.4","15.4","13.8%"
"5","Eric Ebron","TE","FA","2018",13,13,"ppr","5","10","16","81","8.1","20","1","0","1","-9","0","1","1","15.2","15.2","0.0%"
"6","Anthony Firkser","TE","ATL","2018",13,13,"ppr","6","3","3","42","14.0","25","1","1","0","0","0","0","1","13.2","13.2","0.0%"
"7","George Kittle","TE","SF","2018",13,13,"ppr","7","6","9","70","11.7","28","1","0","0","0","0","0","1","13.0","13.0","98.9%"
"8","Levine Toilolo","TE","FA","2018",13,13,"ppr","8","4","6","90","22.5","39","3","0","0","0","0","0","1","13.0","13.0","0.0%"
"9","Jimmy Graham","TE","FA","2018",13,13,"ppr","9","8","11","50","6.3","10","0","0","0","0","0","0","1","13.0","13.0","0.0%"
"10","Demetrius Harris","TE","FA","2018",13,13,"ppr","10","3","6","39","13.0","16","0","1","0","0","0","0","1","12.9","12.9","0.0%"
"11","Jordan Thomas","TE","FA","2018",13,13,"ppr","11","3","3","32","10.7","15","0","1","0","0","0","0","1","12.2","12.2","0.0%"
"12","Ian Thomas","TE","CAR","2018",13,13,"ppr","12","5","5","46","9.2","20","1","0","0","0","0","0","1","9.6","9.6","0.1%"
"13","Adam Shaheen","TE","MIA","2018",13,13,"ppr","13","2","2","5","2.5","3","0","1","0","0","0","0","1","8.5","8.5","0.0%"
"14","C.J. Uzomah","TE","NYJ","2018",13,13,"ppr","14","5","6","33","6.6","20","1","0","0","0","0","0","1","8.3","8.3","0.3%"
"15","Rhett Ellison","TE","FA","2018",13,13,"ppr","15","4","6","42","10.5","15","0","0","0","0","0","0","1","8.2","8.2","0.0%"
