"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Tyler Lockett","WR","SEA","2020",7,7,"ppr","1","15","20","200","13.3","47","5","3","0","0","0","0","1","53.0","53.0","94.8%"
"2","Davante Adams","WR","LV","2020",7,7,"ppr","2","13","16","196","15.1","45","6","2","0","0","0","0","1","44.6","44.6","100.0%"
"3","Diontae Johnson","WR","PIT","2020",7,7,"ppr","3","9","15","80","8.9","14","0","2","0","0","0","0","1","29.0","29.0","85.3%"
"4","Tyler Boyd","WR","CIN","2020",7,7,"ppr","4","11","13","101","9.2","16","0","1","0","0","0","0","1","27.7","27.7","74.0%"
"5","A.J. Brown","WR","PHI","2020",7,7,"ppr","5","6","8","153","25.5","73","6","1","0","0","0","0","1","27.3","27.3","99.9%"
"6","DJ Moore","WR","CAR","2020",7,7,"ppr","6","4","5","93","23.3","74","4","2","0","0","0","0","1","25.3","25.3","91.8%"
"7","DeAndre Hopkins","WR","ARI","2020",7,7,"ppr","7","10","12","103","10.3","35","2","1","0","0","0","1","1","24.3","24.3","98.4%"
"8","Chris Godwin","WR","TB","2020",7,7,"ppr","8","9","9","88","9.8","23","1","1","0","0","0","0","1","23.8","23.8","96.0%"
"9","Scotty Miller","WR","TB","2020",7,7,"ppr","9","6","9","109","18.2","35","4","1","0","0","0","0","1","22.9","22.9","0.1%"
"10","Keenan Allen","WR","LAC","2020",7,7,"ppr","10","10","13","125","12.5","27","2","0","0","0","0","0","1","22.5","22.5","98.1%"
"11","Cole Beasley","WR","BUF","2020",7,7,"ppr","11","11","12","112","10.2","23","1","0","0","0","0","0","1","22.2","22.2","1.5%"
"12","Terry McLaurin","WR","WAS","2020",7,7,"ppr","12","7","11","90","12.9","52","4","1","0","0","0","0","1","22.0","22.0","98.1%"
"13","Nelson Agholor","WR","NE","2020",7,7,"ppr","13","5","9","107","21.4","44","5","1","0","0","0","0","1","21.7","21.7","3.8%"
"14","Christian Kirk","WR","JAC","2020",7,7,"ppr","14","5","8","37","7.4","16","0","2","0","0","0","0","1","20.7","20.7","94.9%"
"15","Calvin Ridley","WR","JAC","2020",7,7,"ppr","15","5","7","69","13.8","27","1","1","0","0","0","0","1","19.9","19.9","1.6%"
"16","Tee Higgins","WR","CIN","2020",7,7,"ppr","16","5","5","71","14.2","27","1","1","1","7","0","0","1","18.8","18.8","99.1%"
"17","Sterling Shepard","WR","NYG","2020",7,7,"ppr","17","6","8","59","9.8","29","1","1","0","0","0","0","1","17.9","17.9","1.3%"
"18","Julio Jones","WR","TB","2020",7,7,"ppr","18","8","9","97","12.1","28","1","0","0","0","0","0","1","17.7","17.7","18.9%"
"19","JuJu Smith-Schuster","WR","KC","2020",7,7,"ppr","19","9","14","85","9.4","28","2","0","0","0","0","0","1","17.5","17.5","93.5%"
"20","Brandon Aiyuk","WR","SF","2020",7,7,"ppr","20","6","7","115","19.2","35","4","0","0","0","0","0","1","17.5","17.5","91.7%"
