"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Philadelphia Eagles","DST","PHI","2019",5,5,"ppr",1,10,2,1,2,2,0,0,1,35,35,"58.2%"
"2","San Francisco 49ers","DST","SF","2019",5,5,"ppr",2,4,2,2,2,0,0,0,1,19,19,"95.5%"
"3","Los Angeles Chargers","DST","LAC","2019",5,5,"ppr",3,3,1,1,1,0,0,1,1,14,14,"30.2%"
"4","Carolina Panthers","DST","CAR","2019",5,5,"ppr",4,2,0,3,2,1,0,0,1,14,14,"14.1%"
"5","New England Patriots","DST","NE","2019",5,5,"ppr",5,6,1,1,2,0,0,0,1,14,14,"54.0%"
"6","Minnesota Vikings","DST","MIN","2019",5,5,"ppr",6,4,1,0,0,0,1,0,1,12,12,"23.7%"
"7","Pittsburgh Steelers","DST","PIT","2019",5,5,"ppr",7,5,3,0,0,0,0,0,1,11,11,"53.2%"
"8","Buffalo Bills","DST","BUF","2019",5,5,"ppr",8,5,0,0,0,0,0,0,1,11,11,"99.0%"
"9","Indianapolis Colts","DST","IND","2019",5,5,"ppr",9,4,0,1,1,0,0,0,1,10,10,"52.4%"
"10","Denver Broncos","DST","DEN","2019",5,5,"ppr",10,0,2,0,1,0,0,0,1,10,10,"38.8%"
"11","Green Bay Packers","DST","GB","2019",5,5,"ppr",11,3,3,0,1,0,0,0,1,9,9,"80.7%"
"12","Houston Texans","DST","HOU","2019",5,5,"ppr",12,2,1,0,1,1,0,0,1,9,9,"0.8%"
"13","Las Vegas Raiders","DST","LV","2019",5,5,"ppr",13,4,2,0,0,0,0,0,1,8,8,"14.2%"
"14","Tennessee Titans","DST","TEN","2019",5,5,"ppr",14,4,1,0,0,0,0,0,1,7,7,"26.3%"
"15","New Orleans Saints","DST","NO","2019",5,5,"ppr",15,6,0,0,1,0,0,0,1,6,6,"65.3%"
"16","Baltimore Ravens","DST","BAL","2019",5,5,"ppr",16,1,1,1,2,0,0,0,1,5,5,"89.6%"
"17","Washington Commanders","DST","WAS","2019",5,5,"ppr",17,4,1,0,0,0,0,0,1,5,5,"54.8%"
"18","New York Giants","DST","NYG","2019",5,5,"ppr",18,3,0,1,2,0,0,0,1,4,4,"6.2%"
"19","New York Jets","DST","NYJ","2019",5,5,"ppr",19,1,0,1,1,0,0,0,1,4,4,"21.1%"
"20","Jacksonville Jaguars","DST","JAC","2019",5,5,"ppr",20,3,0,0,1,0,0,0,1,4,4,"3.8%"
"21","Chicago Bears","DST","CHI","2019",5,5,"ppr",21,0,0,2,1,0,0,0,1,4,4,"2.2%"
"22","Kansas City Chiefs","DST","KC","2019",5,5,"ppr",22,0,1,0,0,0,0,0,1,3,3,"47.9%"
"23","Seattle Seahawks","DST","SEA","2019",5,5,"ppr",23,0,1,1,1,0,0,0,1,3,3,"20.5%"
"24","Cleveland Browns","DST","CLE","2019",5,5,"ppr",24,2,0,0,0,0,0,0,1,3,3,"37.2%"
"25","Los Angeles Rams","DST","LAR","2019",5,5,"ppr",25,1,0,1,1,0,0,0,1,2,2,"34.3%"
"26","Tampa Bay Buccaneers","DST","TB","2019",5,5,"ppr",26,0,1,0,0,0,0,0,1,1,1,"81.2%"
"27","Arizona Cardinals","DST","ARI","2019",5,5,"ppr",27,1,0,0,0,0,0,0,1,1,1,"12.3%"
"28","Dallas Cowboys","DST","DAL","2019",5,5,"ppr",28,2,0,0,0,0,0,0,1,1,1,"90.0%"
"29","Cincinnati Bengals","DST","CIN","2019",5,5,"ppr",29,1,0,0,0,0,0,0,1,1,1,"31.6%"
"30","Atlanta Falcons","DST","ATL","2019",5,5,"ppr",30,0,0,1,3,0,0,0,1,-2,-2,"1.7%"
