"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Austin Ekeler","RB","LAC","2021",5,5,"ppr","1","17","66","3.9","9","0","2","5","5","53","10.6","1","1","1","32.9","32.9","100.0%"
"2","Myles Gaskin","RB","MIA","2021",5,5,"ppr","2","5","25","5.0","13","0","0","10","10","74","7.4","2","0","1","31.9","31.9","0.3%"
"3","Jonathan Taylor","RB","IND","2021",5,5,"ppr","3","15","53","3.5","19","0","1","3","4","116","38.7","1","0","1","31.9","31.9","100.0%"
"4","Derrick Henry","RB","TEN","2021",5,5,"ppr","4","29","130","4.5","15","0","3","0","0","0","0","0","0","1","31.0","31.0","100.0%"
"5","Alvin Kamara","RB","NO","2021",5,5,"ppr","5","16","71","4.4","23","1","1","5","8","51","10.2","1","0","1","29.2","29.2","99.3%"
"6","Alexander Mattison","RB","MIN","2021",5,5,"ppr","6","25","113","4.5","48","3","0","7","7","40","5.7","1","1","1","26.3","26.3","27.5%"
"7","Kareem Hunt","RB","CLE","2021",5,5,"ppr","7","12","61","5.1","12","0","2","5","6","28","5.6","0","0","1","25.9","25.9","76.3%"
"8","Ezekiel Elliott","RB","DAL","2021",5,5,"ppr","8","21","110","5.2","15","0","1","2","3","2","1.0","1","0","1","25.2","25.2","97.0%"
"9","Nick Chubb","RB","CLE","2021",5,5,"ppr","9","21","161","7.7","52","6","1","1","1","9","9.0","0","0","1","24.0","24.0","99.9%"
"10","D'Andre Swift","RB","DET","2021",5,5,"ppr","10","11","51","4.6","12","0","1","6","6","53","8.8","0","0","1","22.4","22.4","97.8%"
"11","Najee Harris","RB","PIT","2021",5,5,"ppr","11","23","122","5.3","20","1","1","2","5","20","10.0","0","0","1","22.2","22.2","97.4%"
"12","James Robinson","RB","NYJ","2021",5,5,"ppr","12","18","149","8.3","58","4","1","1","1","-2","-2.0","0","0","1","21.7","21.7","39.4%"
"13","Antonio Gibson","RB","WAS","2021",5,5,"ppr","13","20","60","3.0","16","0","2","2","2","12","6.0","0","0","1","21.2","21.2","85.6%"
"14","Leonard Fournette","RB","TB","2021",5,5,"ppr","14","12","67","5.6","17","0","1","4","5","43","10.8","0","0","1","21.0","21.0","96.9%"
"15","Devontae Booker","RB","FA","2021",5,5,"ppr","15","16","42","2.6","14","0","1","3","4","16","5.3","1","0","1","20.8","20.8","0.0%"
"16","Cordarrelle Patterson","RB","ATL","2021",5,5,"ppr","16","14","54","3.9","12","0","0","7","9","60","8.6","0","0","1","18.4","18.4","85.6%"
"17","Chuba Hubbard","RB","CAR","2021",5,5,"ppr","17","24","101","4.2","26","1","0","5","6","33","6.6","0","0","1","18.4","18.4","32.2%"
"18","Samaje Perine","RB","CIN","2021",5,5,"ppr","18","11","59","5.4","11","0","0","4","5","24","6.0","1","0","1","18.3","18.3","59.4%"
"19","AJ Dillon","RB","GB","2021",5,5,"ppr","19","8","30","3.8","17","0","0","4","4","49","12.3","1","0","1","17.9","17.9","77.4%"
"20","Darrell Henderson Jr.","RB","FA","2021",5,5,"ppr","20","17","82","4.8","29","1","1","1","1","17","17.0","0","0","1","16.9","16.9","25.4%"
"21","Josh Jacobs","RB","LV","2021",5,5,"ppr","21","15","48","3.2","11","0","1","4","5","19","4.8","0","0","1","16.7","16.7","99.3%"
"22","Damien Williams","RB","FA","2021",5,5,"ppr","22","16","64","4.0","14","0","1","2","3","20","10.0","0","0","1","16.4","16.4","1.1%"
"23","Aaron Jones","RB","GB","2021",5,5,"ppr","23","14","103","7.4","57","4","0","4","5","6","1.5","0","0","1","14.9","14.9","99.6%"
"24","Michael Carter","RB","NYJ","2021",5,5,"ppr","24","10","38","3.8","9","0","1","3","3","20","6.7","0","0","1","14.8","14.8","73.8%"
"25","Tony Pollard","RB","DAL","2021",5,5,"ppr","25","14","75","5.4","17","0","0","4","4","28","7.0","0","0","1","14.3","14.3","96.8%"
"26","Zack Moss","RB","IND","2021",5,5,"ppr","26","11","37","3.4","8","0","0","3","4","55","18.3","0","0","1","12.2","12.2","1.4%"
"27","Mike Davis","RB","FA","2021",5,5,"ppr","27","13","53","4.1","17","0","1","2","5","8","4.0","0","1","1","12.1","12.1","1.0%"
"28","Javonte Williams","RB","DEN","2021",5,5,"ppr","28","8","61","7.6","49","3","0","3","3","25","8.3","0","0","1","11.6","11.6","24.5%"
"29","Sony Michel","RB","LAC","2021",5,5,"ppr","29","11","37","3.4","15","0","1","1","1","8","8.0","0","0","1","11.5","11.5","2.2%"
"30","Giovani Bernard","RB","TB","2021",5,5,"ppr","30","4","21","5.3","17","0","0","2","2","14","7.0","1","0","1","11.5","11.5","0.2%"
"31","Ty Johnson","RB","NYJ","2021",5,5,"ppr","31","4","12","3.0","6","0","1","2","3","22","11.0","0","0","1","11.4","11.4","3.4%"
"32","James Conner","RB","ARI","2021",5,5,"ppr","32","10","29","2.9","8","0","1","1","1","8","8.0","0","0","1","10.7","10.7","97.8%"
"33","Joe Mixon","RB","CIN","2021",5,5,"ppr","33","10","33","3.3","10","0","1","1","1","2","2.0","0","0","1","10.5","10.5","99.9%"
"34","David Johnson","RB","NO","2021",5,5,"ppr","34","2","5","2.5","3","0","0","5","6","46","9.2","0","0","1","10.1","10.1","0.1%"
"35","Miles Sanders","RB","PHI","2021",5,5,"ppr","35","11","45","4.1","18","0","0","5","5","6","1.2","0","0","1","10.1","10.1","96.5%"
"36","Damien Harris","RB","NE","2021",5,5,"ppr","36","14","58","4.1","15","0","1","0","0","0","0","0","1","1","9.8","9.8","56.6%"
"37","Alex Collins","RB","FA","2021",5,5,"ppr","37","15","47","3.1","13","0","0","2","3","25","12.5","0","0","1","9.2","9.2","19.0%"
"38","Jamaal Williams","RB","DET","2021",5,5,"ppr","38","13","57","4.4","13","0","0","2","2","8","4.0","0","0","1","8.5","8.5","91.0%"
"39","Elijah Mitchell","RB","SF","2021",5,5,"ppr","39","9","43","4.8","14","0","0","2","2","19","9.5","0","0","1","8.2","8.2","30.1%"
"40","Darrel Williams","RB","ARI","2021",5,5,"ppr","40","5","27","5.4","9","0","0","3","5","18","6.0","0","0","1","7.5","7.5","1.5%"
"41","Khalil Herbert","RB","CHI","2021",5,5,"ppr","41","18","75","4.2","11","0","0","0","0","0","0","0","0","1","7.5","7.5","33.3%"
"42","Brandon Bolden","RB","LV","2021",5,5,"ppr","42","2","25","12.5","24","1","0","4","4","6","1.5","0","0","1","7.1","7.1","0.2%"
"43","Devonta Freeman","RB","FA","2021",5,5,"ppr","43","1","1","1.0","1","0","0","3","4","34","11.3","0","0","1","6.5","6.5","0.0%"
"44","Kyle Juszczyk","RB","SF","2021",5,5,"ppr","44","1","0","0.0","0","0","0","3","4","35","11.7","0","0","1","6.5","6.5","0.4%"
"45","Marlon Mack","RB","DEN","2021",5,5,"ppr","45","5","47","9.4","22","1","0","1","2","7","7.0","0","0","1","6.4","6.4","5.3%"
"46","Melvin Gordon III","RB","KC","2021",5,5,"ppr","46","9","34","3.8","8","0","0","2","2","9","4.5","0","0","1","6.3","6.3","29.3%"
"47","DeeJay Dallas","RB","SEA","2021",5,5,"ppr","47","4","7","1.8","4","0","0","2","2","32","16.0","0","0","1","5.9","5.9","4.5%"
"48","Jeremy McNichols","RB","PIT","2021",5,5,"ppr","48","1","9","9.0","9","0","0","2","2","26","13.0","0","0","1","5.5","5.5","0.0%"
"49","Latavius Murray","RB","DEN","2021",5,5,"ppr","49","6","17","2.8","6","0","0","2","3","13","6.5","0","0","1","5.0","5.0","75.6%"
"50","Ronald Jones II","RB","KC","2021",5,5,"ppr","50","5","21","4.2","5","0","0","1","1","15","15.0","0","0","1","4.6","4.6","2.5%"
"51","Chase Edmonds","RB","DEN","2021",5,5,"ppr","51","6","15","2.5","5","0","0","3","4","19","6.3","0","1","1","4.4","4.4","23.9%"
"52","Mark Ingram II","RB","NO","2021",5,5,"ppr","52","16","41","2.6","8","0","0","0","0","0","0","0","0","1","4.1","4.1","4.3%"
"53","Salvon Ahmed","RB","MIA","2021",5,5,"ppr","53","2","5","2.5","4","0","0","2","3","16","8.0","0","0","1","4.1","4.1","0.1%"
"54","Ty'Son Williams","RB","ARI","2021",5,5,"ppr","54","4","6","1.5","5","0","0","2","2","15","7.5","0","0","1","4.1","4.1","0.0%"
"55","Jerick McKinnon","RB","KC","2021",5,5,"ppr","55","1","2","2.0","2","0","0","2","2","13","6.5","0","0","1","3.5","3.5","68.7%"
"56","Chris Evans","RB","CIN","2021",5,5,"ppr","56","0","0","0","0","0","0","2","2","15","7.5","0","0","1","3.5","3.5","0.5%"
"57","Clyde Edwards-Helaire","RB","KC","2021",5,5,"ppr","57","7","13","1.9","6","0","0","1","2","11","11.0","0","0","1","3.4","3.4","40.4%"
"58","Kenneth Gainwell","RB","PHI","2021",5,5,"ppr","58","2","16","8.0","12","0","0","1","3","8","8.0","0","0","1","3.4","3.4","11.7%"
"59","Devin Singletary","RB","BUF","2021",5,5,"ppr","59","6","25","4.2","9","0","0","1","2","-2","-2.0","0","0","1","3.3","3.3","91.7%"
"60","Dare Ogunbowale","RB","HOU","2021",5,5,"ppr","60","0","0","0","0","0","0","1","1","19","19.0","0","0","1","2.9","2.9","3.7%"
"61","Travis Homer","RB","SEA","2021",5,5,"ppr","61","1","5","5.0","5","0","0","1","1","13","13.0","0","0","1","2.8","2.8","22.6%"
"62","C.J. Ham","RB","MIN","2021",5,5,"ppr","62","1","1","1.0","1","0","0","1","1","14","14.0","0","0","1","2.5","2.5","0.1%"
"63","Rhamondre Stevenson","RB","NE","2021",5,5,"ppr","63","11","23","2.1","9","0","0","0","0","0","0","0","0","1","2.3","2.3","97.4%"
"64","Benny Snell Jr.","RB","PIT","2021",5,5,"ppr","64","5","20","4.0","9","0","0","0","1","0","0","0","0","1","2.0","2.0","1.4%"
