"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Joey Slye","K","WAS","2020",1,1,"ppr",1,3,3,100,47,0,0,1,2,0,1,2,1,12,12,"2.0%"
"2","Josh Lambo","K","FA","2020",1,1,"ppr",2,2,2,100,50,0,0,0,1,1,3,3,1,12,12,"0.0%"
"3","Matt Prater","K","ARI","2020",1,1,"ppr",3,3,4,75,44,0,1,1,1,0,2,2,1,12,12,"14.9%"
"4","Mason Crosby","K","GB","2020",1,1,"ppr",4,2,2,100,43,0,0,1,1,0,5,5,1,12,12,"3.2%"
"5","Daniel Carlson","K","LV","2020",1,1,"ppr",5,2,2,100,54,0,1,0,0,1,4,4,1,12,12,"96.6%"
"6","Michael Badgley","K","DET","2020",1,1,"ppr",6,3,4,75,43,0,2,0,1,0,1,1,1,11,11,"27.0%"
"7","Harrison Butker","K","KC","2020",1,1,"ppr",7,2,2,100,29,1,1,0,0,0,4,4,1,10,10,"91.8%"
"8","Robbie Gould","K","SF","2020",1,1,"ppr",8,2,2,100,52,0,1,0,0,1,2,2,1,10,10,"42.9%"
"9","Randy Bullock","K","TEN","2020",1,1,"ppr",9,2,3,66.7,50,0,0,0,1,1,1,1,1,10,10,"1.5%"
"10","Wil Lutz","K","NO","2020",1,1,"ppr",10,2,2,100,29,0,2,0,0,0,4,4,1,10,10,"8.0%"
"11","Dustin Hopkins","K","LAC","2020",1,1,"ppr",11,2,3,66.7,40,0,0,1,1,0,3,3,1,10,10,"2.7%"
"12","Chris Boswell","K","PIT","2020",1,1,"ppr",12,2,2,100,41,0,0,1,1,0,2,3,1,9,9,"14.1%"
"13","Jason Myers","K","SEA","2020",1,1,"ppr",13,1,1,100,42,0,0,0,1,0,5,5,1,9,9,"55.6%"
"14","Younghoe Koo","K","ATL","2020",1,1,"ppr",14,2,2,100,49,0,0,0,2,0,1,2,1,9,9,"46.2%"
"15","Tyler Bass","K","BUF","2020",1,1,"ppr",15,2,4,50,22,1,1,0,0,0,3,3,1,9,9,"94.4%"
"16","Justin Tucker","K","BAL","2020",1,1,"ppr",16,1,1,100,41,0,0,0,1,0,5,5,1,9,9,"99.0%"
"17","Cairo Santos","K","CHI","2020",1,1,"ppr",17,2,2,100,35,0,1,1,0,0,3,3,1,9,9,"13.3%"
"18","Zane Gonzalez","K","CAR","2020",1,1,"ppr",18,1,3,33.3,56,0,0,0,0,1,3,3,1,8,8,"0.1%"
"19","Rodrigo Blankenship","K","FA","2020",1,1,"ppr",19,2,3,66.7,38,0,1,1,0,0,2,2,1,8,8,"0.7%"
"20","Sam Sloman","K","FA","2020",1,1,"ppr",20,2,3,66.7,35,0,0,2,0,0,2,2,1,8,8,"0.0%"
"21","Greg Zuerlein","K","NYJ","2020",1,1,"ppr",21,1,2,50,33,0,0,1,0,0,2,2,1,5,5,"15.9%"
"22","Sam Ficken","K","DET","2020",1,1,"ppr",22,1,1,100,31,0,0,1,0,0,2,2,1,5,5,"0.0%"
"23","Jake Elliott","K","PHI","2020",1,1,"ppr",23,1,2,50,38,0,0,1,0,0,2,2,1,5,5,"27.9%"
"24","Ryan Succop","K","TB","2020",1,1,"ppr",24,1,2,50,38,0,0,1,0,0,2,2,1,5,5,"34.3%"
"25","Dan Bailey","K","FA","2020",1,1,"ppr",25,1,1,100,35,0,0,1,0,0,1,1,1,4,4,"0.0%"
"26","Stephen Gostkowski","K","FA","2020",1,1,"ppr",26,1,4,25,25,0,1,0,0,0,1,2,1,4,4,"0.0%"
"27","Jason Sanders","K","MIA","2020",1,1,"ppr",27,1,1,100,46,0,0,0,1,0,0,0,1,4,4,"13.2%"
"28","Graham Gano","K","NYG","2020",1,1,"ppr",28,1,1,100,21,0,1,0,0,0,1,1,1,4,4,"61.0%"
"29","Nick Folk","K","NE","2020",1,1,"ppr",29,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"75.5%"
"30","Ka'imi Fairbairn","K","HOU","2020",1,1,"ppr",30,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"2.0%"
"31","Brandon McManus","K","DEN","2020",1,1,"ppr",31,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"36.0%"
"32","Austin Seibert","K","FA","2020",1,1,"ppr",32,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"0.3%"
"33","Ty Long","K","FA","2020",1,1,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
