"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Arizona Cardinals","DST","ARI","2021",1,1,"ppr",1,6,1,2,2,0,0,0,1,16,16,"12.3%"
"2","New Orleans Saints","DST","NO","2021",1,1,"ppr",2,2,2,1,1,0,0,0,1,15,15,"65.3%"
"3","Pittsburgh Steelers","DST","PIT","2021",1,1,"ppr",3,3,0,1,4,0,0,1,1,14,14,"53.2%"
"4","San Francisco 49ers","DST","SF","2021",1,1,"ppr",4,3,1,0,0,1,0,0,1,10,10,"95.5%"
"5","Philadelphia Eagles","DST","PHI","2021",1,1,"ppr",5,3,0,0,0,0,0,0,1,10,10,"58.2%"
"6","Carolina Panthers","DST","CAR","2021",1,1,"ppr",6,6,1,0,1,0,0,0,1,9,9,"14.1%"
"7","Los Angeles Rams","DST","LAR","2021",1,1,"ppr",7,3,1,1,1,0,0,0,1,8,8,"34.3%"
"8","Denver Broncos","DST","DEN","2021",1,1,"ppr",8,2,0,1,1,0,0,0,1,8,8,"38.8%"
"9","Houston Texans","DST","HOU","2021",1,1,"ppr",9,1,3,0,1,0,0,0,1,7,7,"0.8%"
"10","Dallas Cowboys","DST","DAL","2021",1,1,"ppr",10,0,2,2,2,0,0,0,1,7,7,"90.0%"
"11","Las Vegas Raiders","DST","LV","2021",1,1,"ppr",11,3,0,2,2,0,0,0,1,7,7,"14.2%"
"12","Seattle Seahawks","DST","SEA","2021",1,1,"ppr",12,3,0,1,0,0,0,0,1,6,6,"20.5%"
"13","Miami Dolphins","DST","MIA","2021",1,1,"ppr",13,1,0,2,3,0,0,0,1,6,6,"25.9%"
"14","Washington Commanders","DST","WAS","2021",1,1,"ppr",14,2,1,0,1,0,0,0,1,5,5,"54.8%"
"15","Cincinnati Bengals","DST","CIN","2021",1,1,"ppr",15,3,0,1,1,0,0,0,1,5,5,"31.6%"
"16","Kansas City Chiefs","DST","KC","2021",1,1,"ppr",16,2,1,1,2,0,0,0,1,5,5,"47.9%"
"17","Minnesota Vikings","DST","MIN","2021",1,1,"ppr",17,5,0,0,0,0,0,0,1,5,5,"23.7%"
"18","New England Patriots","DST","NE","2021",1,1,"ppr",18,2,1,0,0,0,0,0,1,5,5,"54.0%"
"19","Baltimore Ravens","DST","BAL","2021",1,1,"ppr",19,3,1,0,0,0,0,0,1,4,4,"89.6%"
"20","Los Angeles Chargers","DST","LAC","2021",1,1,"ppr",20,1,0,1,2,0,0,0,1,4,4,"30.2%"
"21","Indianapolis Colts","DST","IND","2021",1,1,"ppr",21,3,0,1,1,0,0,0,1,4,4,"52.4%"
"22","New York Jets","DST","NYJ","2021",1,1,"ppr",22,1,0,1,0,0,0,0,1,4,4,"21.1%"
"23","New York Giants","DST","NYG","2021",1,1,"ppr",23,2,0,1,1,0,0,0,1,4,4,"6.2%"
"24","Buffalo Bills","DST","BUF","2021",1,1,"ppr",24,2,0,0,1,0,0,0,1,3,3,"99.0%"
"25","Tampa Bay Buccaneers","DST","TB","2021",1,1,"ppr",25,1,1,0,0,0,0,0,1,2,2,"81.2%"
"26","Cleveland Browns","DST","CLE","2021",1,1,"ppr",26,2,0,0,0,0,0,0,1,1,1,"37.2%"
"27","Detroit Lions","DST","DET","2021",1,1,"ppr",27,1,0,2,1,0,0,0,1,1,1,"2.5%"
"28","Chicago Bears","DST","CHI","2021",1,1,"ppr",28,1,0,0,0,0,0,0,1,0,0,"2.2%"
"29","Atlanta Falcons","DST","ATL","2021",1,1,"ppr",29,1,0,0,0,0,0,0,1,0,0,"1.7%"
"30","Tennessee Titans","DST","TEN","2021",1,1,"ppr",30,2,1,0,0,0,0,0,1,0,0,"26.3%"
"31","Jacksonville Jaguars","DST","JAC","2021",1,1,"ppr",31,1,0,0,0,0,0,0,1,-3,-3,"3.8%"
"32","Green Bay Packers","DST","GB","2021",1,1,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"80.7%"
