"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Dustin Hopkins","K","LAC","2019",12,12,"ppr",1,4,4,100,42,0,1,2,1,0,1,1,1,14,14,"2.7%"
"2","Chase McLaughlin","K","IND","2019",12,12,"ppr",2,3,3,100,48,0,2,0,1,0,4,4,1,14,14,"4.0%"
"3","Austin Seibert","K","FA","2019",12,12,"ppr",3,2,3,66.7,40,0,1,0,1,0,5,5,1,12,12,"0.3%"
"4","Wil Lutz","K","NO","2019",12,12,"ppr",4,2,2,100,41,0,0,1,1,0,4,4,1,11,11,"8.0%"
"5","Chris Boswell","K","PIT","2019",12,12,"ppr",5,3,3,100,47,0,2,0,1,0,1,1,1,11,11,"14.1%"
"6","Younghoe Koo","K","ATL","2019",12,12,"ppr",6,3,3,100,40,0,1,1,1,0,1,1,1,11,11,"46.2%"
"7","Matt Prater","K","ARI","2019",12,12,"ppr",7,3,4,75,49,0,2,0,1,0,1,1,1,11,11,"14.9%"
"8","Joey Slye","K","WAS","2019",12,12,"ppr",8,2,3,66.7,52,0,0,0,1,1,1,3,1,10,10,"2.0%"
"9","Brett Maher","K","DAL","2019",12,12,"ppr",9,3,4,75,46,0,2,0,1,0,0,0,1,10,10,"75.1%"
"10","Sam Ficken","K","DET","2019",12,12,"ppr",10,2,3,66.7,35,0,1,1,0,0,4,4,1,10,10,"0.0%"
"11","Justin Tucker","K","BAL","2019",12,12,"ppr",11,1,1,100,34,0,0,1,0,0,6,6,1,9,9,"99.0%"
"12","Nick Folk","K","NE","2019",12,12,"ppr",12,2,4,50,44,0,0,0,2,0,1,1,1,9,9,"75.5%"
"13","Josh Lambo","K","FA","2019",12,12,"ppr",13,2,2,100,50,0,0,0,1,1,0,0,1,9,9,"0.0%"
"14","Ka'imi Fairbairn","K","HOU","2019",12,12,"ppr",14,2,2,100,36,0,0,2,0,0,2,2,1,8,8,"2.0%"
"15","Stephen Hauschka","K","FA","2019",12,12,"ppr",15,2,2,100,39,0,1,1,0,0,2,2,1,8,8,"0.0%"
"16","Eddy Pineiro","K","CAR","2019",12,12,"ppr",16,2,2,100,26,0,2,0,0,0,1,2,1,7,7,"2.2%"
"17","Greg Zuerlein","K","NYJ","2019",12,12,"ppr",17,2,2,100,46,0,0,1,1,0,0,0,1,7,7,"15.9%"
"18","Jason Sanders","K","MIA","2019",12,12,"ppr",18,1,1,100,36,0,0,1,0,0,3,3,1,6,6,"13.2%"
"19","Ryan Succop","K","TB","2019",12,12,"ppr",19,0,0,0,0,0,0,0,0,0,6,6,1,6,6,"34.3%"
"20","Matt Gay","K","LAR","2019",12,12,"ppr",20,1,1,100,32,0,0,1,0,0,2,5,1,5,5,"41.5%"
"21","Adam Vinatieri","K","FA","2019",12,12,"ppr",21,1,1,100,36,0,0,1,0,0,2,2,1,5,5,"0.2%"
"22","Jason Myers","K","SEA","2019",12,12,"ppr",22,1,1,100,24,0,1,0,0,0,2,2,1,5,5,"55.6%"
"23","Randy Bullock","K","TEN","2019",12,12,"ppr",23,1,1,100,27,0,1,0,0,0,1,1,1,4,4,"1.5%"
"24","Daniel Carlson","K","LV","2019",12,12,"ppr",24,1,2,50,48,0,0,0,1,0,0,0,1,4,4,"96.6%"
"25","Brandon McManus","K","DEN","2019",12,12,"ppr",25,1,1,100,45,0,0,0,1,0,0,0,1,4,4,"36.0%"
"26","Jake Elliott","K","PHI","2019",12,12,"ppr",26,1,1,100,28,0,1,0,0,0,0,0,1,3,3,"27.9%"
"27","Aldrick Rosas","K","FA","2019",12,12,"ppr",27,0,2,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"28","Mason Crosby","K","GB","2019",12,12,"ppr",28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"3.2%"
"29","Michael Palardy","K","NE","2019",12,12,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
