"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Joey Slye","K","WAS","2019",2,2,"ppr",1,4,4,100,54,0,0,2,0,2,0,0,1,16,16,"2.0%"
"2","Eddy Pineiro","K","CAR","2019",2,2,"ppr",2,3,3,100,53,0,0,0,1,2,1,1,1,15,15,"2.2%"
"3","Austin Seibert","K","FA","2019",2,2,"ppr",3,3,3,100,48,0,1,0,2,0,2,2,1,13,13,"0.3%"
"4","Justin Tucker","K","BAL","2019",2,2,"ppr",4,3,3,100,51,0,1,1,0,1,2,2,1,13,13,"99.0%"
"5","Wil Lutz","K","NO","2019",2,2,"ppr",5,3,3,100,52,0,0,1,1,1,0,0,1,12,12,"8.0%"
"6","Robbie Gould","K","SF","2019",2,2,"ppr",6,2,3,66.7,38,0,0,2,0,0,5,5,1,11,11,"42.9%"
"7","Matt Gay","K","LAR","2019",2,2,"ppr",7,2,3,66.7,40,0,0,1,1,0,2,2,1,9,9,"41.5%"
"8","Zane Gonzalez","K","CAR","2019",2,2,"ppr",8,3,3,100,22,0,3,0,0,0,0,0,1,9,9,"0.1%"
"9","Greg Zuerlein","K","NYJ","2019",2,2,"ppr",9,2,2,100,24,0,2,0,0,0,3,3,1,9,9,"15.9%"
"10","Chris Boswell","K","PIT","2019",2,2,"ppr",10,2,2,100,41,0,0,1,1,0,2,2,1,9,9,"14.1%"
"11","Matt Bryant","K","FA","2019",2,2,"ppr",11,1,2,50,50,0,0,0,0,1,3,3,1,8,8,"1.1%"
"12","Brandon McManus","K","DEN","2019",2,2,"ppr",12,2,2,100,43,0,0,0,2,0,0,0,1,8,8,"36.0%"
"13","Stephen Gostkowski","K","FA","2019",2,2,"ppr",13,1,2,50,28,0,1,0,0,0,4,6,1,7,7,"0.0%"
"14","Brett Maher","K","DAL","2019",2,2,"ppr",14,1,1,100,25,0,1,0,0,0,4,4,1,7,7,"75.1%"
"15","Josh Lambo","K","FA","2019",2,2,"ppr",15,2,2,100,40,0,0,1,1,0,0,0,1,7,7,"0.0%"
"16","Ka'imi Fairbairn","K","HOU","2019",2,2,"ppr",16,2,2,100,39,0,1,1,0,0,1,1,1,7,7,"2.0%"
"17","Jake Elliott","K","PHI","2019",2,2,"ppr",17,2,2,100,41,0,0,1,1,0,0,0,1,7,7,"27.9%"
"18","Cairo Santos","K","CHI","2019",2,2,"ppr",18,1,2,50,49,0,0,0,1,0,2,2,1,6,6,"13.3%"
"19","Randy Bullock","K","TEN","2019",2,2,"ppr",19,1,2,50,37,0,0,1,0,0,2,2,1,5,5,"1.5%"
"20","Ty Long","K","FA","2019",2,2,"ppr",20,1,3,33.3,39,0,0,1,0,0,1,1,1,4,4,"0.7%"
"21","Sam Ficken","K","DET","2019",2,2,"ppr",21,1,1,100,46,0,0,0,1,0,0,0,1,4,4,"0.0%"
"22","Dan Bailey","K","FA","2019",2,2,"ppr",22,1,2,50,31,0,0,1,0,0,1,2,1,4,4,"0.0%"
"23","Stephen Hauschka","K","FA","2019",2,2,"ppr",23,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"0.0%"
"24","Harrison Butker","K","KC","2019",2,2,"ppr",24,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"91.8%"
"25","Daniel Carlson","K","LV","2019",2,2,"ppr",25,1,1,100,29,0,1,0,0,0,1,1,1,4,4,"96.6%"
"26","Jason Myers","K","SEA","2019",2,2,"ppr",26,0,1,0,0,0,0,0,0,0,4,4,1,4,4,"55.6%"
"27","Mason Crosby","K","GB","2019",2,2,"ppr",27,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"3.2%"
"28","Dustin Hopkins","K","LAC","2019",2,2,"ppr",28,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"2.7%"
"29","Aldrick Rosas","K","FA","2019",2,2,"ppr",29,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"30","Matt Prater","K","ARI","2019",2,2,"ppr",30,0,1,0,0,0,0,0,0,0,1,2,1,1,1,"14.9%"
"31","Adam Vinatieri","K","FA","2019",2,2,"ppr",31,0,0,0,0,0,0,0,0,0,1,3,1,1,1,"0.2%"
"32","Jason Sanders","K","MIA","2019",2,2,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"13.2%"
"33","Michael Palardy","K","NE","2019",2,2,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
