"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Kenyan Drake","RB","BAL","2019",15,15,"ppr","1","22","137","6.2","21","1","4","1","1","9","9.0","0","0","1","39.6","39.6","26.8%"
"2","Christian McCaffrey","RB","SF","2019",15,15,"ppr","2","19","87","4.6","15","0","2","8","10","88","11.0","0","0","1","37.5","37.5","100.0%"
"3","Miles Sanders","RB","PHI","2019",15,15,"ppr","3","19","122","6.4","56","4","1","6","6","50","8.3","1","0","1","35.2","35.2","96.5%"
"4","Ezekiel Elliott","RB","DAL","2019",15,15,"ppr","4","24","117","4.9","15","0","2","3","4","43","14.3","0","0","1","31.0","31.0","97.0%"
"5","Saquon Barkley","RB","NYG","2019",15,15,"ppr","5","24","112","4.7","12","0","2","4","5","31","7.8","0","0","1","30.3","30.3","100.0%"
"6","Chris Carson","RB","FA","2019",15,15,"ppr","6","24","133","5.5","23","1","2","1","2","4","4.0","0","0","1","26.7","26.7","0.3%"
"7","Nick Chubb","RB","CLE","2019",15,15,"ppr","7","17","127","7.5","33","3","1","3","3","21","7.0","0","0","1","23.8","23.8","99.9%"
"8","Mark Ingram II","RB","NO","2019",15,15,"ppr","8","13","76","5.8","29","1","1","1","2","10","10.0","1","0","1","23.6","23.6","4.3%"
"9","Tony Pollard","RB","DAL","2019",15,15,"ppr","9","12","131","10.9","44","6","1","2","2","12","6.0","0","0","1","22.3","22.3","96.8%"
"10","Todd Gurley II","RB","FA","2019",15,15,"ppr","10","11","20","1.8","8","0","1","3","6","18","6.0","1","0","1","20.8","20.8","0.1%"
"11","Joe Mixon","RB","CIN","2019",15,15,"ppr","11","25","136","5.4","29","1","0","3","3","20","6.7","0","0","1","18.6","18.6","99.9%"
"12","Adrian Peterson","RB","FA","2019",15,15,"ppr","12","16","66","4.1","14","0","1","3","3","25","8.3","0","0","1","18.1","18.1","2.1%"
"13","Mike Boone","RB","DEN","2019",15,15,"ppr","13","13","56","4.3","10","0","2","0","0","0","0","0","0","1","17.6","17.6","5.3%"
"14","Aaron Jones","RB","GB","2019",15,15,"ppr","14","13","51","3.9","21","1","2","0","0","0","0","0","0","1","17.1","17.1","99.6%"
"15","Carlos Hyde","RB","FA","2019",15,15,"ppr","15","26","104","4.0","11","0","1","0","0","0","0","0","0","1","16.4","16.4","0.0%"
"16","Wes Hills","RB","FA","2019",15,15,"ppr","16","10","21","2.1","15","0","2","2","2","1","0.5","0","0","1","16.2","16.2","0.0%"
"17","Kareem Hunt","RB","CLE","2019",15,15,"ppr","17","4","14","3.5","6","0","0","8","9","62","7.8","0","0","1","15.6","15.6","76.3%"
"18","Tarik Cohen","RB","FA","2019",15,15,"ppr","18","8","28","3.5","8","0","0","7","10","57","8.1","0","0","1","15.5","15.5","0.0%"
"19","James White","RB","FA","2019",15,15,"ppr","19","3","13","4.3","13","0","0","3","4","49","16.3","1","0","1","15.2","15.2","0.1%"
"20","James Conner","RB","ARI","2019",15,15,"ppr","20","8","42","5.3","17","0","0","4","5","9","2.3","1","0","1","15.1","15.1","97.8%"
"21","Alvin Kamara","RB","NO","2019",15,15,"ppr","21","14","66","4.7","15","0","0","5","5","23","4.6","0","0","1","13.9","13.9","99.3%"
"22","Rex Burkhead","RB","HOU","2019",15,15,"ppr","22","6","53","8.8","33","2","1","2","2","6","3.0","0","0","1","13.9","13.9","12.7%"
"23","Boston Scott","RB","PHI","2019",15,15,"ppr","23","6","26","4.3","6","0","0","7","7","39","5.6","0","0","1","13.5","13.5","1.3%"
