"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Todd Gurley II","RB","FA","2017",3,3,"ppr","1","28","113","4.0","29","2","2","5","7","36","7.2","1","0","1","37.9","37.9","0.1%"
"2","Jordan Howard","RB","FA","2017",3,3,"ppr","2","23","140","6.1","19","0","2","5","5","26","5.2","0","1","1","31.6","31.6","0.0%"
"3","Chris Thompson","RB","FA","2017",3,3,"ppr","3","8","38","4.8","13","0","0","6","7","150","25.0","1","0","1","30.8","30.8","0.0%"
"4","Dalvin Cook","RB","MIN","2017",3,3,"ppr","4","27","97","3.6","26","1","1","5","5","72","14.4","0","0","1","27.9","27.9","100.0%"
"5","Kareem Hunt","RB","CLE","2017",3,3,"ppr","5","17","172","10.1","69","3","1","1","1","11","11.0","0","0","1","25.3","25.3","76.3%"
"6","Carlos Hyde","RB","FA","2017",3,3,"ppr","6","25","84","3.4","20","1","2","3","4","10","3.3","0","0","1","24.4","24.4","0.0%"
"7","Devonta Freeman","RB","FA","2017",3,3,"ppr","7","21","106","5.0","18","0","1","3","3","32","10.7","0","0","1","22.8","22.8","0.0%"
"8","Duke Johnson Jr.","RB","BUF","2017",3,3,"ppr","8","2","23","11.5","19","0","1","6","7","81","13.5","0","0","1","22.4","22.4","0.0%"
"9","Le'Veon Bell","RB","FA","2017",3,3,"ppr","9","15","61","4.1","13","0","1","6","7","37","6.2","0","0","1","21.8","21.8","0.1%"
"10","Christian McCaffrey","RB","SF","2017",3,3,"ppr","10","4","16","4.0","7","0","0","9","11","101","11.2","0","0","1","20.7","20.7","100.0%"
"11","DeMarco Murray","RB","FA","2017",3,3,"ppr","11","14","115","8.2","75","1","1","1","2","5","5.0","0","0","1","19.0","19.0","0.1%"
"12","Ezekiel Elliott","RB","DAL","2017",3,3,"ppr","12","22","80","3.6","30","2","1","3","4","14","4.7","0","0","1","18.4","18.4","97.0%"
"13","Leonard Fournette","RB","TB","2017",3,3,"ppr","13","17","59","3.5","15","0","1","3","4","21","7.0","0","0","1","17.0","17.0","96.9%"
"14","Tarik Cohen","RB","FA","2017",3,3,"ppr","14","12","78","6.5","36","2","0","4","4","24","6.0","0","0","1","14.2","14.2","0.0%"
"15","LeSean McCoy","RB","FA","2017",3,3,"ppr","15","14","21","1.5","7","0","0","7","7","48","6.9","0","0","1","13.9","13.9","2.0%"
"16","Melvin Gordon III","RB","KC","2017",3,3,"ppr","16","17","79","4.6","14","0","1","0","2","0","0","0","0","1","13.9","13.9","29.3%"
"17","Alvin Kamara","RB","NO","2017",3,3,"ppr","17","2","37","18.5","25","1","1","3","5","5","1.7","0","0","1","13.2","13.2","99.3%"
"18","Chris Carson","RB","FA","2017",3,3,"ppr","18","11","34","3.1","7","0","0","2","2","18","9.0","1","0","1","13.2","13.2","0.3%"
"19","Andre Ellington","RB","FA","2017",3,3,"ppr","19","5","22","4.4","6","0","0","5","8","59","11.8","0","0","1","13.1","13.1","0.1%"
"20","Joe Mixon","RB","CIN","2017",3,3,"ppr","20","18","62","3.4","20","1","0","3","3","39","13.0","0","0","1","13.1","13.1","99.9%"
"21","Ty Montgomery","RB","NE","2017",3,3,"ppr","21","12","35","2.9","8","0","0","8","12","15","1.9","0","0","1","13.0","13.0","0.5%"
"22","Jamaal Charles","RB","FA","2017",3,3,"ppr","22","9","56","6.2","19","0","1","1","1","1","1.0","0","0","1","12.7","12.7","0.1%"
"23","LeGarrette Blount","RB","FA","2017",3,3,"ppr","23","12","67","5.6","20","1","1","0","0","0","0","0","0","1","12.7","12.7","0.1%"
"24","Frank Gore","RB","FA","2017",3,3,"ppr","24","25","57","2.3","21","1","1","1","1","0","0.0","0","0","1","12.7","12.7","12.1%"
"25","Giovani Bernard","RB","TB","2017",3,3,"ppr","25","3","27","9.0","25","1","0","2","2","12","6.0","1","0","1","11.9","11.9","0.2%"
"26","Tevin Coleman","RB","SF","2017",3,3,"ppr","26","6","46","7.7","14","0","0","3","5","43","14.3","0","0","1","11.9","11.9","0.6%"
"27","Ameer Abdullah","RB","LV","2017",3,3,"ppr","27","14","47","3.4","11","0","0","3","3","39","13.0","0","0","1","11.6","11.6","3.4%"
"28","D'Onta Foreman","RB","CAR","2017",3,3,"ppr","28","8","25","3.1","5","0","0","2","3","65","32.5","0","0","1","11.0","11.0","83.0%"
"29","Mark Ingram II","RB","NO","2017",3,3,"ppr","29","14","56","4.0","15","0","0","2","4","30","15.0","0","0","1","10.6","10.6","4.3%"
"30","C.J. Prosise","RB","FA","2017",3,3,"ppr","30","4","9","2.3","6","0","0","3","5","65","21.7","0","0","1","10.4","10.4","0.0%"
"31","Corey Grant","RB","FA","2017",3,3,"ppr","31","6","75","12.5","58","1","0","1","1","18","18.0","0","0","1","10.3","10.3","0.0%"
"32","Bilal Powell","RB","FA","2017",3,3,"ppr","32","15","37","2.5","9","0","1","0","0","0","0","0","0","1","9.7","9.7","0.0%"
"33","Wendell Smallwood","RB","FA","2017",3,3,"ppr","33","12","71","5.9","20","1","0","1","2","9","9.0","0","0","1","9.0","9.0","0.0%"
"34","Alex Collins","RB","FA","2017",3,3,"ppr","34","9","82","9.1","19","0","0","0","0","0","0","0","0","1","8.2","8.2","19.0%"
"35","Corey Clement","RB","ARI","2017",3,3,"ppr","35","6","22","3.7","15","0","1","0","0","0","0","0","0","1","8.2","8.2","0.0%"
"36","Theo Riddick","RB","FA","2017",3,3,"ppr","36","0","0","0","0","0","0","4","9","38","9.5","0","0","1","7.8","7.8","0.0%"
"37","Javorius Allen","RB","FA","2017",3,3,"ppr","37","8","15","1.9","4","0","0","5","6","13","2.6","0","0","1","7.8","7.8","0.1%"
"38","Isaiah Crowell","RB","FA","2017",3,3,"ppr","38","12","44","3.7","10","0","0","2","3","10","5.0","0","0","1","7.4","7.4","0.1%"
"39","Derrick Henry","RB","TEN","2017",3,3,"ppr","39","13","54","4.2","25","1","0","1","1","10","10.0","0","0","1","7.4","7.4","100.0%"
"40","Branden Oliver","RB","FA","2017",3,3,"ppr","40","8","16","2.0","6","0","0","4","6","18","4.5","0","0","1","7.4","7.4","0.0%"
"41","DeAndre Washington","RB","FA","2017",3,3,"ppr","41","1","0","0.0","0","0","0","5","6","24","4.8","0","0","1","7.4","7.4","11.0%"
"42","Lamar Miller","RB","FA","2017",3,3,"ppr","42","14","56","4.0","12","0","0","1","1","7","7.0","0","0","1","7.3","7.3","0.0%"
