"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Darren Waller","TE","LV","2020",2,2,"ppr","1","12","16","105","8.8","18","0","1","0","0","0","0","1","28.5","28.5","74.7%"
"2","Tyler Higbee","TE","LAR","2020",2,2,"ppr","2","5","5","54","10.8","28","1","3","0","0","0","0","1","28.4","28.4","71.9%"
"3","Mike Gesicki","TE","MIA","2020",2,2,"ppr","3","8","11","130","16.3","27","2","1","0","0","0","0","1","27.0","27.0","37.4%"
"4","Jonnu Smith","TE","NE","2020",2,2,"ppr","4","4","5","84","21.0","63","4","2","0","0","0","0","1","24.4","24.4","1.1%"
"5","Jordan Reed","TE","FA","2020",2,2,"ppr","5","7","8","50","7.1","18","0","2","0","0","0","0","1","24.0","24.0","19.0%"
"6","Travis Kelce","TE","KC","2020",2,2,"ppr","6","9","14","90","10.0","20","1","1","0","0","0","0","1","24.0","24.0","100.0%"
"7","Dalton Schultz","TE","DAL","2020",2,2,"ppr","7","9","10","88","9.8","18","0","1","0","0","0","1","1","21.8","21.8","96.1%"
"8","Hayden Hurst","TE","CIN","2020",2,2,"ppr","8","5","8","72","14.4","42","4","1","0","0","0","0","1","18.2","18.2","38.8%"
"9","Noah Fant","TE","SEA","2020",2,2,"ppr","9","4","5","57","14.3","22","2","1","0","0","0","0","1","17.7","17.7","30.3%"
"10","Mo Alie-Cox","TE","IND","2020",2,2,"ppr","10","5","6","111","22.2","33","4","0","0","0","0","0","1","16.1","16.1","2.0%"
"11","Hunter Henry","TE","NE","2020",2,2,"ppr","11","6","8","83","13.8","22","1","0","0","0","0","0","1","14.3","14.3","38.7%"
"12","C.J. Uzomah","TE","NYJ","2020",2,2,"ppr","12","4","6","42","10.5","23","1","1","0","0","0","0","1","14.2","14.2","0.3%"
"13","Tyler Eifert","TE","FA","2020",2,2,"ppr","13","3","6","36","12.0","19","0","1","0","0","0","0","1","12.6","12.6","0.0%"
"14","Jordan Akins","TE","HOU","2020",2,2,"ppr","14","7","7","55","7.9","12","0","0","0","0","0","0","1","12.5","12.5","0.8%"
"15","Evan Engram","TE","JAC","2020",2,2,"ppr","15","6","8","65","10.8","22","1","0","0","0","0","0","1","12.5","12.5","68.5%"
"16","Drew Sample","TE","CIN","2020",2,2,"ppr","16","7","9","45","6.4","10","0","0","0","0","0","0","1","11.5","11.5","0.0%"
"17","Robert Tonyan","TE","GB","2020",2,2,"ppr","17","2","3","25","12.5","14","0","1","0","0","0","0","1","10.5","10.5","25.9%"
"18","Darren Fells","TE","FA","2020",2,2,"ppr","18","2","4","23","11.5","13","0","1","0","0","0","0","1","10.3","10.3","0.0%"
"19","T.J. Hockenson","TE","MIN","2020",2,2,"ppr","19","4","4","62","15.5","29","1","0","0","0","0","0","1","10.2","10.2","98.5%"
"20","Jared Cook","TE","FA","2020",2,2,"ppr","20","2","5","13","6.5","7","0","1","0","0","0","0","1","9.3","9.3","0.0%"
"21","Zach Ertz","TE","ARI","2020",2,2,"ppr","21","5","7","42","8.4","12","0","0","0","0","0","0","1","9.2","9.2","32.6%"
"22","Anthony Firkser","TE","ATL","2020",2,2,"ppr","22","4","4","45","11.3","16","0","0","0","0","0","0","1","8.5","8.5","0.0%"
"23","James O'Shaughnessy","TE","MIN","2020",2,2,"ppr","23","4","4","40","10.0","13","0","0","0","0","0","0","1","8.0","8.0","0.0%"
"24","Eric Ebron","TE","FA","2020",2,2,"ppr","24","3","5","43","14.3","21","1","0","0","0","0","0","1","7.3","7.3","0.0%"
"25","Dallas Goedert","TE","PHI","2020",2,2,"ppr","25","4","8","30","7.5","11","0","0","0","0","0","0","1","7.0","7.0","88.2%"
"26","Logan Thomas","TE","WAS","2020",2,2,"ppr","26","4","9","26","6.5","10","0","0","0","0","0","0","1","6.6","6.6","6.9%"
"27","Blake Bell","TE","KC","2020",2,2,"ppr","27","2","3","34","17.0","24","1","0","0","0","0","0","1","5.4","5.4","0.0%"
"28","Dan Arnold","TE","JAC","2020",2,2,"ppr","28","2","4","26","13.0","20","1","0","0","0","0","0","1","4.6","4.6","0.1%"
"29","Austin Hooper","TE","TEN","2020",2,2,"ppr","29","2","4","22","11.0","11","0","0","0","0","0","0","1","4.2","4.2","13.8%"
"30","Foster Moreau","TE","LV","2020",2,2,"ppr","30","1","1","31","31.0","31","2","0","0","0","0","0","1","4.1","4.1","29.1%"
"31","Mark Andrews","TE","BAL","2020",2,2,"ppr","31","1","3","29","29.0","29","1","0","0","0","0","0","1","3.9","3.9","99.9%"
"32","Ryan Izzo","TE","FA","2020",2,2,"ppr","32","2","2","19","9.5","16","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"33","Jimmy Graham","TE","FA","2020",2,2,"ppr","33","1","1","18","18.0","18","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"34","Adam Trautman","TE","NO","2020",2,2,"ppr","34","1","1","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","0.7%"
"35","Josh Hill","TE","FA","2020",2,2,"ppr","35","1","2","16","16.0","16","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"36","Dawson Knox","TE","BUF","2020",2,2,"ppr","36","1","3","36","36.0","36","2","0","0","0","0","1","1","2.6","2.6","74.4%"
"37","Harrison Bryant","TE","CLE","2020",2,2,"ppr","37","1","2","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","2.2%"
"38","Cole Kmet","TE","CHI","2020",2,2,"ppr","38","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","69.3%"
"39","Nick Boyle","TE","BAL","2020",2,2,"ppr","39","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"40","O.J. Howard","TE","HOU","2020",2,2,"ppr","40","1","3","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.3%"
