"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Ka'imi Fairbairn","K","HOU","2021",15,15,"ppr",1,3,3,100,52,0,1,0,0,2,3,3,1,16,16,"2.0%"
"2","Chris Boswell","K","PIT","2021",15,15,"ppr",2,4,5,80,48,0,1,1,2,0,1,1,1,15,15,"14.1%"
"3","Riley Patterson","K","JAC","2021",15,15,"ppr",3,3,3,100,47,0,0,1,2,0,3,3,1,14,14,"2.6%"
"4","Evan McPherson","K","CIN","2021",15,15,"ppr",4,3,3,100,58,0,1,0,0,2,0,0,1,13,13,"86.6%"
"5","Daniel Carlson","K","LV","2021",15,15,"ppr",5,3,3,100,48,0,1,0,2,0,1,1,1,12,12,"96.6%"
"6","Michael Badgley","K","DET","2021",15,15,"ppr",6,2,3,66.7,41,0,1,0,1,0,3,3,1,10,10,"27.0%"
"7","Brett Maher","K","DAL","2021",15,15,"ppr",7,3,3,100,42,0,0,2,1,0,0,0,1,10,10,"75.1%"
"8","Greg Zuerlein","K","NYJ","2021",15,15,"ppr",8,3,3,100,42,0,2,0,1,0,0,2,1,10,10,"15.9%"
"9","Matt Gay","K","LAR","2021",15,15,"ppr",9,2,2,100,55,0,0,1,0,1,2,2,1,10,10,"41.5%"
"10","Matthew Wright","K","FA","2021",15,15,"ppr",10,3,3,100,38,0,1,2,0,0,1,1,1,10,10,"4.7%"
"11","Jake Elliott","K","PHI","2021",15,15,"ppr",11,2,2,100,37,0,1,1,0,0,3,3,1,9,9,"27.9%"
"12","Harrison Butker","K","KC","2021",15,15,"ppr",12,2,2,100,33,0,0,2,0,0,2,2,1,8,8,"91.8%"
"13","Younghoe Koo","K","ATL","2021",15,15,"ppr",13,2,2,100,48,0,1,0,1,0,1,1,1,8,8,"46.2%"
"14","Jason Sanders","K","MIA","2021",15,15,"ppr",14,1,1,100,24,0,1,0,0,0,4,4,1,7,7,"13.2%"
"15","Tyler Bass","K","BUF","2021",15,15,"ppr",15,1,1,100,26,0,1,0,0,0,4,4,1,7,7,"94.4%"
"16","Randy Bullock","K","TEN","2021",15,15,"ppr",16,2,2,100,32,0,1,1,0,0,1,1,1,7,7,"1.5%"
"17","Graham Gano","K","NYG","2021",15,15,"ppr",17,2,2,100,42,0,0,1,1,0,0,0,1,7,7,"61.0%"
"18","Mason Crosby","K","GB","2021",15,15,"ppr",18,1,1,100,29,0,1,0,0,0,4,4,1,7,7,"3.2%"
"19","Robbie Gould","K","SF","2021",15,15,"ppr",19,1,1,100,30,0,0,1,0,0,4,4,1,7,7,"42.9%"
"20","Matt Prater","K","ARI","2021",15,15,"ppr",20,2,2,100,29,0,2,0,0,0,0,0,1,6,6,"14.9%"
"21","Justin Tucker","K","BAL","2021",15,15,"ppr",21,1,1,100,38,0,0,1,0,0,3,3,1,6,6,"99.0%"
"22","Brandon McManus","K","DEN","2021",15,15,"ppr",22,1,2,50,54,0,0,0,0,1,1,1,1,6,6,"36.0%"
"23","Eddy Pineiro","K","CAR","2021",15,15,"ppr",23,1,1,100,27,0,1,0,0,0,3,3,1,6,6,"2.2%"
"24","Nick Folk","K","NE","2021",15,15,"ppr",24,1,1,100,25,0,1,0,0,0,2,2,1,5,5,"75.5%"
"25","Brian Johnson","K","FA","2021",15,15,"ppr",25,1,1,100,22,0,1,0,0,0,2,2,1,5,5,"0.0%"
"26","Greg Joseph","K","MIN","2021",15,15,"ppr",26,1,1,100,37,0,0,1,0,0,2,2,1,5,5,"28.3%"
"27","Dustin Hopkins","K","LAC","2021",15,15,"ppr",27,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"2.7%"
"28","Jason Myers","K","SEA","2021",15,15,"ppr",28,1,1,100,39,0,0,1,0,0,1,1,1,4,4,"55.6%"
"29","Cairo Santos","K","CHI","2021",15,15,"ppr",29,1,2,50,34,0,0,1,0,0,0,0,1,3,3,"13.3%"
"30","Chase McLaughlin","K","IND","2021",15,15,"ppr",30,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"4.0%"
"31","Ryan Succop","K","TB","2021",15,15,"ppr",31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"34.3%"
"32","Ty Long","K","FA","2021",15,15,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
"33","Michael Palardy","K","NE","2021",15,15,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
