"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Miami Dolphins","DST","MIA","2020",8,8,"ppr",1,2,2,2,2,1,0,1,1,23,23,"25.9%"
"2","Philadelphia Eagles","DST","PHI","2020",8,8,"ppr",2,4,0,2,2,1,1,0,1,20,20,"58.2%"
"3","Pittsburgh Steelers","DST","PIT","2020",8,8,"ppr",3,4,2,2,3,1,0,0,1,18,18,"53.2%"
"4","Indianapolis Colts","DST","IND","2020",8,8,"ppr",4,5,1,1,1,1,0,0,1,15,15,"52.4%"
"5","Dallas Cowboys","DST","DAL","2020",8,8,"ppr",5,4,2,2,3,0,0,0,1,13,13,"90.0%"
"6","Kansas City Chiefs","DST","KC","2020",8,8,"ppr",6,1,0,1,1,0,0,0,1,9,9,"47.9%"
"7","Las Vegas Raiders","DST","LV","2020",8,8,"ppr",7,0,0,1,1,0,0,0,1,9,9,"14.2%"
"8","Tampa Bay Buccaneers","DST","TB","2020",8,8,"ppr",8,3,2,0,0,0,0,0,1,7,7,"81.2%"
"9","Seattle Seahawks","DST","SEA","2020",8,8,"ppr",9,3,1,1,1,0,0,0,1,7,7,"20.5%"
"10","New Orleans Saints","DST","NO","2020",8,8,"ppr",10,5,1,0,0,0,0,0,1,7,7,"65.3%"
"11","Atlanta Falcons","DST","ATL","2020",8,8,"ppr",11,3,1,0,0,0,0,0,1,6,6,"1.7%"
"12","Denver Broncos","DST","DEN","2020",8,8,"ppr",12,2,2,0,0,0,0,0,1,5,5,"38.8%"
"13","Los Angeles Rams","DST","LAR","2020",8,8,"ppr",13,1,0,2,2,0,0,0,1,5,5,"34.3%"
"14","Cincinnati Bengals","DST","CIN","2020",8,8,"ppr",14,1,1,0,0,0,0,0,1,4,4,"31.6%"
"15","Carolina Panthers","DST","CAR","2020",8,8,"ppr",15,2,1,0,0,0,0,0,1,4,4,"14.1%"
"16","Buffalo Bills","DST","BUF","2020",8,8,"ppr",16,2,0,1,1,0,0,0,1,4,4,"99.0%"
"17","New York Giants","DST","NYG","2020",8,8,"ppr",17,2,0,1,1,0,0,0,1,4,4,"6.2%"
"18","Baltimore Ravens","DST","BAL","2020",8,8,"ppr",18,2,0,1,2,0,0,0,1,4,4,"89.6%"
"19","Cleveland Browns","DST","CLE","2020",8,8,"ppr",19,2,0,0,1,0,0,0,1,3,3,"37.2%"
"20","Los Angeles Chargers","DST","LAC","2020",8,8,"ppr",20,2,1,0,0,0,0,0,1,3,3,"30.2%"
"21","Minnesota Vikings","DST","MIN","2020",8,8,"ppr",21,1,0,1,1,0,0,0,1,3,3,"23.7%"
"22","New England Patriots","DST","NE","2020",8,8,"ppr",22,1,1,0,0,0,0,0,1,3,3,"54.0%"
"23","Chicago Bears","DST","CHI","2020",8,8,"ppr",23,1,0,0,3,0,0,0,1,1,1,"2.2%"
"24","Green Bay Packers","DST","GB","2020",8,8,"ppr",24,1,0,0,0,0,0,0,1,0,0,"80.7%"
"25","Detroit Lions","DST","DET","2020",8,8,"ppr",25,2,0,0,1,0,0,0,1,0,0,"2.5%"
"26","Tennessee Titans","DST","TEN","2020",8,8,"ppr",26,0,0,0,0,0,0,0,1,-1,-1,"26.3%"
"27","San Francisco 49ers","DST","SF","2020",8,8,"ppr",27,2,0,0,0,0,0,0,1,-2,-2,"95.5%"
"28","New York Jets","DST","NYJ","2020",8,8,"ppr",28,0,0,0,1,0,0,0,1,-4,-4,"21.1%"
