"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Graham Gano","K","NYG","2016",2,2,"ppr",1,4,4,100,49,0,0,2,2,0,4,5,1,18,18,"61.0%"
"2","Justin Tucker","K","BAL","2016",2,2,"ppr",2,3,3,100,52,0,0,0,2,1,2,2,1,15,15,"99.0%"
"3","Brandon McManus","K","DEN","2016",2,2,"ppr",3,4,5,80,43,0,1,2,1,0,2,2,1,15,15,"36.0%"
"4","Cairo Santos","K","CHI","2016",2,2,"ppr",4,4,4,100,54,0,0,2,1,1,0,0,1,15,15,"13.3%"
"5","Nick Novak","K","FA","2016",2,2,"ppr",5,4,5,80,43,0,1,2,1,0,1,1,1,14,14,"0.1%"
"6","Nick Folk","K","NE","2016",2,2,"ppr",6,3,3,100,36,0,2,1,0,0,4,4,1,13,13,"75.5%"
"7","Caleb Sturgis","K","FA","2016",2,2,"ppr",7,3,3,100,53,0,2,0,0,1,2,3,1,13,13,"0.0%"
"8","Josh Brown","K","FA","2016",2,2,"ppr",8,3,4,75,48,1,1,0,1,0,1,1,1,11,11,"0.0%"
"9","Dustin Hopkins","K","LAC","2016",2,2,"ppr",9,3,3,100,36,0,2,1,0,0,2,2,1,11,11,"2.7%"
"10","Adam Vinatieri","K","FA","2016",2,2,"ppr",10,2,2,100,52,0,0,0,1,1,2,2,1,11,11,"0.2%"
"11","Chandler Catanzaro","K","FA","2016",2,2,"ppr",11,2,2,100,40,0,1,0,1,0,4,5,1,11,11,"0.0%"
"12","Mike Nugent","K","FA","2016",2,2,"ppr",12,3,3,100,33,0,2,1,0,0,1,1,1,10,10,"1.0%"
"13","Greg Zuerlein","K","NYJ","2016",2,2,"ppr",13,3,3,100,47,0,1,1,1,0,0,0,1,10,10,"15.9%"
"14","Matt Bryant","K","FA","2016",2,2,"ppr",14,2,2,100,21,0,2,0,0,0,3,3,1,9,9,"1.1%"
"15","Phil Dawson","K","FA","2016",2,2,"ppr",15,2,2,100,39,0,1,1,0,0,3,3,1,9,9,"0.1%"
"16","Dan Bailey","K","FA","2016",2,2,"ppr",16,2,2,100,31,0,1,1,0,0,3,3,1,9,9,"0.0%"
"17","Matt Prater","K","ARI","2016",2,2,"ppr",17,2,2,100,42,0,1,0,1,0,1,1,1,8,8,"14.9%"
"18","Wil Lutz","K","NO","2016",2,2,"ppr",18,2,3,66.7,45,0,0,1,1,0,1,1,1,8,8,"8.0%"
"19","Josh Lambo","K","FA","2016",2,2,"ppr",19,1,1,100,25,0,1,0,0,0,5,5,1,8,8,"0.0%"
"20","Chris Boswell","K","PIT","2016",2,2,"ppr",20,1,1,100,49,0,0,0,1,0,3,3,1,7,7,"14.1%"
"21","Stephen Gostkowski","K","FA","2016",2,2,"ppr",21,1,2,50,34,0,0,1,0,0,4,4,1,7,7,"0.0%"
"22","Dan Carpenter","K","FA","2016",2,2,"ppr",22,1,1,100,39,0,0,1,0,0,4,4,1,7,7,"0.2%"
"23","Andrew Franks","K","FA","2016",2,2,"ppr",23,1,1,100,27,0,1,0,0,0,3,3,1,6,6,"0.0%"
"24","Blair Walsh","K","FA","2016",2,2,"ppr",24,1,1,100,46,0,0,0,1,0,2,2,1,6,6,"0.1%"
"25","Ryan Succop","K","TB","2016",2,2,"ppr",25,1,2,50,46,0,0,0,1,0,1,1,1,5,5,"34.3%"
"26","Sebastian Janikowski","K","FA","2016",2,2,"ppr",26,0,1,0,0,0,0,0,0,0,4,4,1,4,4,"20.0%"
"27","Stephen Hauschka","K","FA","2016",2,2,"ppr",27,1,1,100,23,0,1,0,0,0,0,0,1,3,3,"0.0%"
"28","Patrick Murray","K","FA","2016",2,2,"ppr",28,0,1,0,0,0,0,0,0,0,2,3,1,2,2,"1.0%"
"29","Mason Crosby","K","GB","2016",2,2,"ppr",29,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"3.2%"
"30","Jason Myers","K","SEA","2016",2,2,"ppr",30,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"55.6%"
"31","Connor Barth","K","FA","2016",2,2,"ppr",31,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"32","Roberto Aguayo","K","FA","2016",2,2,"ppr",32,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"0.1%"
"33","Jonathan Brown","K","FA","2016",2,2,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
