"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Austin Ekeler","RB","LAC","2019",14,14,"ppr","1","8","101","12.6","35","4","0","4","5","112","28.0","1","0","1","31.3","31.3","100.0%"
"2","Aaron Jones","RB","GB","2019",14,14,"ppr","2","16","134","8.4","42","4","1","6","7","58","9.7","0","0","1","31.2","31.2","99.6%"
"3","Joe Mixon","RB","CIN","2019",14,14,"ppr","3","23","146","6.3","26","1","1","3","4","40","13.3","0","0","1","27.6","27.6","99.9%"
"4","Raheem Mostert","RB","MIA","2019",14,14,"ppr","4","10","69","6.9","19","0","1","2","2","40","20.0","1","0","1","24.9","24.9","81.2%"
"5","Boston Scott","RB","PHI","2019",14,14,"ppr","5","10","59","5.9","25","1","1","6","6","69","11.5","0","0","1","24.8","24.8","1.3%"
"6","Christian McCaffrey","RB","SF","2019",14,14,"ppr","6","11","53","4.8","11","0","0","11","12","82","7.5","0","0","1","24.5","24.5","100.0%"
"7","Derrick Henry","RB","TEN","2019",14,14,"ppr","7","18","103","5.7","24","1","2","1","1","6","6.0","0","0","1","23.9","23.9","100.0%"
"8","Ezekiel Elliott","RB","DAL","2019",14,14,"ppr","8","19","81","4.3","31","2","2","2","5","12","6.0","0","0","1","23.3","23.3","97.0%"
"9","DeAndre Washington","RB","FA","2019",14,14,"ppr","9","14","53","3.8","14","0","1","6","7","43","7.2","0","0","1","21.6","21.6","11.0%"
"10","Todd Gurley II","RB","FA","2019",14,14,"ppr","10","23","79","3.4","23","1","1","4","4","34","8.5","0","0","1","21.3","21.3","0.1%"
"11","Devonta Freeman","RB","FA","2019",14,14,"ppr","11","17","84","4.9","13","0","1","4","4","10","2.5","0","0","1","19.4","19.4","0.0%"
"12","Melvin Gordon III","RB","KC","2019",14,14,"ppr","12","12","55","4.6","17","0","1","5","5","29","5.8","0","0","1","19.4","19.4","29.3%"
"13","Devin Singletary","RB","BUF","2019",14,14,"ppr","13","17","89","5.2","38","2","0","6","8","29","4.8","0","0","1","17.8","17.8","91.7%"
"14","Dalvin Cook","RB","MIN","2019",14,14,"ppr","14","18","62","3.4","9","0","1","2","2","13","6.5","0","0","1","15.5","15.5","100.0%"
"15","Kareem Hunt","RB","CLE","2019",14,14,"ppr","15","9","28","3.1","7","0","1","2","2","40","20.0","0","0","1","14.8","14.8","76.3%"
"16","Adrian Peterson","RB","FA","2019",14,14,"ppr","16","20","76","3.8","13","0","1","0","0","0","0","0","0","1","13.6","13.6","2.1%"
"17","Phillip Lindsay","RB","FA","2019",14,14,"ppr","17","16","51","3.2","8","0","1","2","2","4","2.0","0","0","1","13.5","13.5","0.4%"
"18","David Johnson","RB","NO","2019",14,14,"ppr","18","3","19","6.3","9","0","0","2","2","34","17.0","1","0","1","13.3","13.3","0.1%"
"19","Nick Chubb","RB","CLE","2019",14,14,"ppr","19","15","106","7.1","57","4","0","1","1","11","11.0","0","0","1","12.7","12.7","99.9%"
"20","Patrick Laird","RB","TB","2019",14,14,"ppr","20","15","48","3.2","16","0","0","4","5","38","9.5","0","0","1","12.6","12.6","0.0%"
"21","James White","RB","FA","2019",14,14,"ppr","21","6","33","5.5","19","0","0","5","7","27","5.4","0","0","1","12.4","12.4","0.1%"
"22","Brian Hill","RB","FA","2019",14,14,"ppr","22","9","62","6.9","27","1","1","0","0","0","0","0","0","1","12.2","12.2","0.0%"
"23","Chris Carson","RB","FA","2019",14,14,"ppr","23","15","76","5.1","13","0","0","3","4","15","5.0","0","0","1","12.1","12.1","0.3%"
"24","Latavius Murray","RB","DEN","2019",14,14,"ppr","24","7","69","9.9","18","0","0","2","3","25","12.5","0","0","1","11.4","11.4","75.6%"
"25","Chris Thompson","RB","FA","2019",14,14,"ppr","25","0","0","0","0","0","0","7","8","43","6.1","0","0","1","11.3","11.3","0.0%"
"26","Royce Freeman","RB","HOU","2019",14,14,"ppr","26","8","24","3.0","11","0","0","2","2","8","4.0","1","0","1","11.2","11.2","0.0%"
"27","Miles Sanders","RB","PHI","2019",14,14,"ppr","27","15","45","3.0","10","0","0","4","5","24","6.0","0","0","1","10.9","10.9","96.5%"
"28","Mark Ingram II","RB","NO","2019",14,14,"ppr","28","15","50","3.3","9","0","0","3","3","29","9.7","0","0","1","10.9","10.9","4.3%"
"29","Bilal Powell","RB","FA","2019",14,14,"ppr","29","19","74","3.9","11","0","0","2","3","14","7.0","0","0","1","10.8","10.8","0.0%"
