"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Buffalo Bills","DST","BUF","2020",17,17,"ppr",1,1,3,1,1,1,0,1,1,21,21,"99.0%"
"2","Los Angeles Rams","DST","LAR","2020",17,17,"ppr",2,4,1,0,1,1,1,0,1,20,20,"34.3%"
"3","New Orleans Saints","DST","NO","2020",17,17,"ppr",3,3,5,0,0,0,0,0,1,17,17,"65.3%"
"4","Baltimore Ravens","DST","BAL","2020",17,17,"ppr",4,0,2,0,0,0,0,0,1,11,11,"89.6%"
"5","Arizona Cardinals","DST","ARI","2020",17,17,"ppr",5,2,1,1,1,0,0,0,1,10,10,"12.3%"
"6","Denver Broncos","DST","DEN","2020",17,17,"ppr",6,3,2,2,2,0,0,0,1,10,10,"38.8%"
"7","Washington Commanders","DST","WAS","2020",17,17,"ppr",7,3,2,1,0,0,0,0,1,10,10,"54.8%"
"8","Indianapolis Colts","DST","IND","2020",17,17,"ppr",8,6,0,1,1,0,0,0,1,9,9,"52.4%"
"9","New York Giants","DST","NYG","2020",17,17,"ppr",9,6,1,0,0,0,0,0,1,9,9,"6.2%"
"10","Philadelphia Eagles","DST","PHI","2020",17,17,"ppr",10,3,2,0,0,0,0,0,1,8,8,"58.2%"
"11","New England Patriots","DST","NE","2020",17,17,"ppr",11,3,2,0,0,0,0,0,1,8,8,"54.0%"
"12","Green Bay Packers","DST","GB","2020",17,17,"ppr",12,1,1,1,1,0,0,0,1,6,6,"80.7%"
"13","Dallas Cowboys","DST","DAL","2020",17,17,"ppr",13,2,1,1,0,0,0,0,1,6,6,"90.0%"
"14","Tampa Bay Buccaneers","DST","TB","2020",17,17,"ppr",14,1,0,2,2,0,0,0,1,5,5,"81.2%"
"15","Seattle Seahawks","DST","SEA","2020",17,17,"ppr",15,3,0,1,1,0,0,0,1,5,5,"20.5%"
"16","Los Angeles Chargers","DST","LAC","2020",17,17,"ppr",16,1,0,1,0,0,1,0,1,5,5,"30.2%"
"17","Las Vegas Raiders","DST","LV","2020",17,17,"ppr",17,2,0,0,0,0,0,0,1,5,5,"14.2%"
"18","Pittsburgh Steelers","DST","PIT","2020",17,17,"ppr",18,4,0,0,0,0,0,0,1,4,4,"53.2%"
"19","Cleveland Browns","DST","CLE","2020",17,17,"ppr",19,1,1,0,0,0,0,0,1,3,3,"37.2%"
"20","Tennessee Titans","DST","TEN","2020",17,17,"ppr",20,4,1,0,0,0,0,0,1,2,2,"26.3%"
"21","San Francisco 49ers","DST","SF","2020",17,17,"ppr",21,2,0,0,0,0,0,0,1,2,2,"95.5%"
"22","New York Jets","DST","NYJ","2020",17,17,"ppr",22,3,0,0,1,0,0,0,1,2,2,"21.1%"
"23","Carolina Panthers","DST","CAR","2020",17,17,"ppr",23,2,0,0,1,0,0,0,1,1,1,"14.1%"
"24","Miami Dolphins","DST","MIA","2020",17,17,"ppr",24,1,2,0,0,0,0,0,1,1,1,"25.9%"
"25","Minnesota Vikings","DST","MIN","2020",17,17,"ppr",25,1,1,1,0,0,0,0,1,1,1,"23.7%"
"26","Jacksonville Jaguars","DST","JAC","2020",17,17,"ppr",26,0,1,0,0,0,0,0,1,1,1,"3.8%"
"27","Houston Texans","DST","HOU","2020",17,17,"ppr",27,2,0,1,2,0,0,0,1,0,0,"0.8%"
"28","Atlanta Falcons","DST","ATL","2020",17,17,"ppr",28,1,1,0,0,0,0,0,1,-1,-1,"1.7%"
"29","Kansas City Chiefs","DST","KC","2020",17,17,"ppr",29,3,0,0,0,0,0,0,1,-1,-1,"47.9%"
"30","Detroit Lions","DST","DET","2020",17,17,"ppr",30,3,0,0,2,0,0,0,1,-1,-1,"2.5%"
"31","Chicago Bears","DST","CHI","2020",17,17,"ppr",31,1,0,1,0,0,0,0,1,-1,-1,"2.2%"
"32","Cincinnati Bengals","DST","CIN","2020",17,17,"ppr",32,0,1,0,0,0,0,0,1,-2,-2,"31.6%"
