"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Trevor Lawrence","QB","JAC","2022",15,15,"ppr","1","30","42","71.4","368","8.8","3","0","0","3","7","1","0","1","33.4","33.4","75.8%"
"2","Jalen Hurts","QB","PHI","2022",15,15,"ppr","2","21","31","67.7","217","7.0","2","0","4","7","77","1","0","1","30.4","30.4","99.9%"
"3","Russell Wilson","QB","DEN","2022",15,15,"ppr","3","23","36","63.9","247","6.9","3","1","6","4","57","0","0","1","26.6","26.6","43.7%"
"4","Jared Goff","QB","DET","2022",15,15,"ppr","4","27","39","69.2","330","8.5","3","0","0","2","9","0","0","1","26.1","26.1","60.4%"
"5","Kirk Cousins","QB","MIN","2022",15,15,"ppr","5","31","41","75.6","425","10.4","2","0","3","0","0","0","0","1","25.0","25.0","87.8%"
"6","Patrick Mahomes II","QB","KC","2022",15,15,"ppr","6","28","42","66.7","352","8.4","3","3","2","3","-3","0","0","1","22.8","22.8","100.0%"
"7","Geno Smith","QB","SEA","2022",15,15,"ppr","7","21","36","58.3","264","7.3","3","2","3","3","20","0","0","1","22.6","22.6","87.0%"
"8","Brock Purdy","QB","SF","2022",15,15,"ppr","8","16","21","76.2","185","8.8","2","0","0","2","3","1","0","1","21.7","21.7","21.3%"
"9","Josh Allen","QB","BUF","2022",15,15,"ppr","9","16","27","59.3","147","5.4","1","0","3","10","47","1","0","1","20.6","20.6","100.0%"
"10","Justin Herbert","QB","LAC","2022",15,15,"ppr","10","39","51","76.5","367","7.2","1","0","4","4","8","0","0","1","19.5","19.5","98.8%"
"11","Daniel Jones","QB","NYG","2022",15,15,"ppr","11","18","27","66.7","169","6.3","1","0","4","4","26","1","0","1","19.4","19.4","58.2%"
"12","Ryan Tannehill","QB","TEN","2022",15,15,"ppr","12","25","38","65.8","254","6.7","2","1","4","2","16","0","1","1","18.8","18.8","28.5%"
"13","Joe Burrow","QB","CIN","2022",15,15,"ppr","13","18","33","54.5","239","7.2","2","1","1","6","10","0","0","1","17.6","17.6","99.4%"
"14","Deshaun Watson","QB","CLE","2022",15,15,"ppr","14","26","42","61.9","276","6.6","1","1","2","6","33","0","0","1","17.3","17.3","75.7%"
"15","Dak Prescott","QB","DAL","2022",15,15,"ppr","15","24","39","61.5","284","7.3","1","2","1","6","23","0","0","1","15.7","15.7","93.5%"
"16","Baker Mayfield","QB","LAR","2022",15,15,"ppr","16","22","35","62.9","230","6.6","1","0","4","4","10","0","0","1","14.2","14.2","6.6%"
"17","Tua Tagovailoa","QB","MIA","2022",15,15,"ppr","17","10","28","35.7","145","5.2","1","0","2","3","28","0","0","1","12.6","12.6","94.7%"
"18","Tom Brady","QB","TB","2022",15,15,"ppr","18","34","55","61.8","253","4.6","1","2","0","2","0","0","0","1","12.1","12.1","86.0%"
"19","Mitch Trubisky","QB","PIT","2022",15,15,"ppr","19","22","30","73.3","276","9.2","1","3","1","0","0","0","0","1","12.0","12.0","0.8%"
"20","Sam Darnold","QB","CAR","2022",15,15,"ppr","20","14","24","58.3","120","5.0","1","0","2","4","30","0","0","1","11.8","11.8","3.9%"
"21","Colt McCoy","QB","ARI","2022",15,15,"ppr","21","27","40","67.5","246","6.2","0","1","6","5","24","0","0","1","11.2","11.2","2.3%"
"22","Mike White","QB","NYJ","2022",15,15,"ppr","22","27","44","61.4","268","6.1","0","0","3","0","0","0","0","1","10.7","10.7","19.9%"
"23","Tyrod Taylor","QB","NYG","2022",15,15,"ppr","23","5","5","100.0","47","9.4","1","0","3","2","40","0","1","1","9.9","9.9","0.1%"
"24","Jeff Driskel","QB","HOU","2022",15,15,"ppr","24","4","6","66.7","38","6.3","1","0","0","7","36","0","0","1","9.1","9.1","11.6%"
"25","Mac Jones","QB","NE","2022",15,15,"ppr","25","24","35","68.6","235","6.7","0","1","1","5","-1","0","0","1","8.3","8.3","14.1%"
"26","Tyler Huntley","QB","BAL","2022",15,15,"ppr","26","8","12","66.7","88","7.3","0","0","1","9","31","0","0","1","6.6","6.6","22.0%"
"27","Davis Mills","QB","HOU","2022",15,15,"ppr","27","16","21","76.2","175","8.3","0","1","0","1","2","0","0","1","6.2","6.2","3.4%"
"28","Derek Carr","QB","LV","2022",15,15,"ppr","28","11","20","55.0","137","6.9","0","2","0","4","11","0","0","1","4.6","4.6","64.3%"
"29","Brett Rypien","QB","DEN","2022",15,15,"ppr","29","4","8","50.0","16","2.0","1","1","0","1","0","0","0","1","3.6","3.6","0.9%"
"30","Kenny Pickett","QB","PIT","2022",15,15,"ppr","30","0","1","0.0","0","0.0","0","0","1","2","16","0","0","1","1.6","1.6","10.2%"
"31","Josh Johnson","QB","SF","2022",15,15,"ppr","31","1","2","50.0","10","5.0","0","0","0","2","3","0","0","1","0.7","0.7","0.0%"
"32","Kyler Murray","QB","ARI","2022",15,15,"ppr","32","1","1","100.0","9","9.0","0","0","0","1","3","0","0","1","0.7","0.7","62.1%"
"33","Anthony Brown","QB","BAL","2022",15,15,"ppr","33","3","5","60.0","16","3.2","0","0","1","3","-5","0","0","1","0.1","0.1","0.0%"
"34","Ian Book","QB","PHI","2022",15,15,"ppr","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"35","Aaron Rodgers","QB","GB","2022",15,15,"ppr","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75.1%"
"36","Jacob Eason","QB","SF","2022",15,15,"ppr","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"37","Jake Fromm","QB","WAS","2022",15,15,"ppr","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"38","Jordan Love","QB","GB","2022",15,15,"ppr","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"39","Shane Buechele","QB","KC","2022",15,15,"ppr","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Kellen Mond","QB","CLE","2022",15,15,"ppr","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Bryce Perkins","QB","LAR","2022",15,15,"ppr","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"42","Drew Lock","QB","SEA","2022",15,15,"ppr","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"43","Will Grier","QB","DAL","2022",15,15,"ppr","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Easton Stick","QB","LAC","2022",15,15,"ppr","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","John Lovett","QB","MIA","2022",15,15,"ppr","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Trace McSorley","QB","ARI","2022",15,15,"ppr","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"47","Jake Browning","QB","CIN","2022",15,15,"ppr","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Jarrett Stidham","QB","LV","2022",15,15,"ppr","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","David Blough","QB","ARI","2022",15,15,"ppr","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Desmond Ridder","QB","ATL","2022",15,15,"ppr","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.2%"
"51","Feleipe Franks","QB","ATL","2022",15,15,"ppr","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Trey Lance","QB","SF","2022",15,15,"ppr","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.3%"
"53","Case Cookus","QB","LAR","2022",15,15,"ppr","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Jake Luton","QB","NO","2022",15,15,"ppr","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Chris Streveler","QB","NYJ","2022",15,15,"ppr","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Justin Fields","QB","CHI","2022",15,15,"ppr","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.3%"
"57","Kyle Trask","QB","TB","2022",15,15,"ppr","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"58","Sam Ehlinger","QB","IND","2022",15,15,"ppr","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"59","Skylar Thompson","QB","MIA","2022",15,15,"ppr","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"60","E.J. Perry","QB","JAC","2022",15,15,"ppr","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Malik Willis","QB","TEN","2022",15,15,"ppr","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"62","Bailey Zappe","QB","NE","2022",15,15,"ppr","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"63","Jarrett Guarantano","QB","DEN","2022",15,15,"ppr","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
