"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Lamar Jackson","QB","BAL","2019",15,15,"ppr","1","15","23","65.2","212","9.2","5","0","1","8","86","0","0","1","37.1","37.1","96.8%"
"2","Jameis Winston","QB","NO","2019",15,15,"ppr","2","28","42","66.7","458","10.9","4","1","2","2","4","0","0","1","33.7","33.7","5.6%"
"3","Drew Brees","QB","FA","2019",15,15,"ppr","3","29","30","96.7","307","10.2","4","0","0","0","0","0","0","1","28.3","28.3","35.7%"
"4","Ryan Tannehill","QB","TEN","2019",15,15,"ppr","4","22","36","61.1","279","7.8","2","1","2","3","10","1","0","1","25.2","25.2","28.5%"
"5","Patrick Mahomes II","QB","KC","2019",15,15,"ppr","5","27","34","79.4","340","10.0","2","1","3","3","11","0","0","1","23.7","23.7","100.0%"
"6","Carson Wentz","QB","WAS","2019",15,15,"ppr","6","30","43","69.8","266","6.2","3","0","2","3","9","0","1","1","21.5","21.5","6.5%"
"7","Ryan Fitzpatrick","QB","FA","2019",15,15,"ppr","7","23","41","56.1","279","6.8","2","0","3","4","33","0","1","1","20.5","20.5","0.0%"
"8","Russell Wilson","QB","DEN","2019",15,15,"ppr","8","20","26","76.9","286","11.0","2","0","2","3","-1","0","0","1","19.3","19.3","43.7%"
"9","Matt Ryan","QB","IND","2019",15,15,"ppr","9","25","39","64.1","210","5.4","2","0","2","5","27","0","0","1","19.1","19.1","10.6%"
"10","Dwayne Haskins","QB","FA","2019",15,15,"ppr","10","19","28","67.9","261","9.3","2","0","1","3","26","0","1","1","19.0","19.0","0.1%"
"11","Deshaun Watson","QB","CLE","2019",15,15,"ppr","11","19","27","70.4","243","9.0","2","2","1","7","32","0","0","1","18.9","18.9","75.7%"
"12","Gardner Minshew II","QB","PHI","2019",15,15,"ppr","12","17","29","58.6","201","6.9","2","0","2","5","27","0","0","1","18.7","18.7","0.2%"
"13","Jared Goff","QB","DET","2019",15,15,"ppr","13","33","51","64.7","284","5.6","2","1","2","3","2","0","0","1","18.6","18.6","60.4%"
"14","Mitch Trubisky","QB","PIT","2019",15,15,"ppr","14","29","53","54.7","334","6.3","1","2","3","4","29","0","0","1","18.3","18.3","0.8%"
"15","Baker Mayfield","QB","LAR","2019",15,15,"ppr","15","30","43","69.8","247","5.7","2","1","1","2","11","0","0","1","18.0","18.0","6.6%"
"16","Dak Prescott","QB","DAL","2019",15,15,"ppr","16","15","23","65.2","212","9.2","2","0","0","7","12","0","0","1","17.7","17.7","93.5%"
"17","Kyler Murray","QB","ARI","2019",15,15,"ppr","17","19","25","76.0","219","8.8","1","1","0","8","56","0","0","1","17.4","17.4","62.1%"
"18","Josh Allen","QB","BUF","2019",15,15,"ppr","18","13","25","52.0","139","5.6","1","1","1","7","28","1","0","1","17.4","17.4","100.0%"
"19","Sam Darnold","QB","CAR","2019",15,15,"ppr","19","18","32","56.3","218","6.8","2","1","1","1","11","0","1","1","16.8","16.8","3.9%"
"20","Eli Manning","QB","FA","2019",15,15,"ppr","20","20","28","71.4","283","10.1","2","3","1","0","0","0","0","1","16.3","16.3","2.3%"
"21","Derek Carr","QB","LV","2019",15,15,"ppr","21","22","36","61.1","267","7.4","1","0","4","1","12","0","0","1","15.9","15.9","64.3%"
"22","Kyle Allen","QB","HOU","2019",15,15,"ppr","22","25","41","61.0","277","6.8","1","3","1","5","25","0","0","1","14.6","14.6","0.7%"
"23","Aaron Rodgers","QB","GB","2019",15,15,"ppr","23","16","33","48.5","203","6.2","1","0","1","3","23","0","0","1","14.4","14.4","75.1%"
"24","Tom Brady","QB","TB","2019",15,15,"ppr","24","15","29","51.7","128","4.4","2","0","2","2","-2","0","0","1","12.9","12.9","86.0%"
"25","Kirk Cousins","QB","MIN","2019",15,15,"ppr","25","19","25","76.0","207","8.3","1","1","0","3","14","0","0","1","12.7","12.7","87.8%"
"26","Jimmy Garoppolo","QB","SF","2019",15,15,"ppr","26","22","34","64.7","200","5.9","1","0","1","2","6","0","0","1","12.6","12.6","16.2%"
"27","Taysom Hill","QB","NO","2019",15,15,"ppr","27","0","0","0","0","0","0","0","0","2","1","0","0","1","12.3","12.3","45.3%"
"28","Philip Rivers","QB","FA","2019",15,15,"ppr","28","28","39","71.8","307","7.9","1","3","3","0","0","0","1","1","11.3","11.3","20.6%"
"29","David Blough","QB","ARI","2019",15,15,"ppr","29","24","43","55.8","260","6.0","0","2","2","5","19","0","0","1","10.3","10.3","0.0%"
"30","Devlin Hodges","QB","FA","2019",15,15,"ppr","30","23","38","60.5","202","5.3","1","4","4","1","4","0","0","1","8.5","8.5","0.0%"
"31","Drew Lock","QB","SEA","2019",15,15,"ppr","31","18","40","45.0","208","5.2","0","1","2","2","3","0","0","1","7.6","7.6","0.2%"
"32","Jacoby Brissett","QB","CLE","2019",15,15,"ppr","32","18","34","52.9","165","4.9","0","0","1","1","7","0","0","1","7.3","7.3","4.8%"
"33","Andy Dalton","QB","NO","2019",15,15,"ppr","33","17","31","54.8","151","4.9","1","4","0","2","1","0","0","1","6.1","6.1","12.2%"
"34","Robert Griffin III","QB","FA","2019",15,15,"ppr","34","0","1","0.0","0","0.0","0","0","0","4","6","0","0","1","0.6","0.6","1.0%"
"35","Alex Tanney","QB","FA","2019",15,15,"ppr","35","1","1","100.0","1","1.0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"36","Cooper Rush","QB","DAL","2019",15,15,"ppr","36","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.5%"
"37","Ryan Griffin","QB","TB","2019",15,15,"ppr","37","0","0","0","0","0","0","0","0","4","-1","0","0","1","-0.1","-0.1","0.0%"
"38","Teddy Bridgewater","QB","MIA","2019",15,15,"ppr","38","0","0","0","0","0","0","0","0","3","-3","0","0","1","-0.3","-0.3","0.6%"
"39","Sean Mannion","QB","SEA","2019",15,15,"ppr","39","0","0","0","0","0","0","0","0","3","-3","0","0","1","-0.3","-0.3","0.0%"
