"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Matt Gay","K","LAR","2019",3,3,"ppr",1,4,5,80,52,0,2,0,1,1,1,3,1,16,16,"41.5%"
"2","Dan Bailey","K","FA","2019",3,3,"ppr",2,2,2,100,50,0,1,0,0,1,4,4,1,12,12,"0.0%"
"3","Mason Crosby","K","GB","2019",3,3,"ppr",3,2,3,66.7,42,0,0,0,2,0,3,3,1,11,11,"3.2%"
"4","Adam Vinatieri","K","FA","2019",3,3,"ppr",4,2,2,100,49,0,1,0,1,0,3,3,1,10,10,"0.2%"
"5","Harrison Butker","K","KC","2019",3,3,"ppr",5,2,2,100,42,0,0,1,1,0,3,4,1,10,10,"91.8%"
"6","Greg Zuerlein","K","NYJ","2019",3,3,"ppr",6,2,3,66.7,53,0,0,1,0,1,2,2,1,10,10,"15.9%"
"7","Josh Lambo","K","FA","2019",3,3,"ppr",7,2,2,100,48,0,0,0,2,0,2,2,1,10,10,"0.0%"
"8","Ty Long","K","FA","2019",3,3,"ppr",8,2,2,100,43,0,0,1,1,0,2,2,1,9,9,"0.7%"
"9","Matt Prater","K","ARI","2019",3,3,"ppr",9,2,3,66.7,33,0,1,1,0,0,3,3,1,9,9,"14.9%"
"10","Chris Boswell","K","PIT","2019",3,3,"ppr",10,2,2,100,46,0,1,0,1,0,2,2,1,9,9,"14.1%"
"11","Zane Gonzalez","K","CAR","2019",3,3,"ppr",11,2,2,100,47,0,0,1,1,0,2,2,1,9,9,"0.1%"
"12","Stephen Hauschka","K","FA","2019",3,3,"ppr",12,2,3,66.7,45,0,0,1,1,0,1,1,1,8,8,"0.0%"
"13","Joey Slye","K","WAS","2019",3,3,"ppr",13,1,1,100,36,0,0,1,0,0,5,5,1,8,8,"2.0%"
"14","Brett Maher","K","DAL","2019",3,3,"ppr",14,1,2,50,28,0,1,0,0,0,4,4,1,7,7,"75.1%"
"15","Austin Seibert","K","FA","2019",3,3,"ppr",15,2,2,100,35,0,1,1,0,0,1,1,1,7,7,"0.3%"
"16","Eddy Pineiro","K","CAR","2019",3,3,"ppr",16,1,2,50,38,0,0,1,0,0,4,4,1,7,7,"2.2%"
"17","Robbie Gould","K","SF","2019",3,3,"ppr",17,1,1,100,24,0,1,0,0,0,3,3,1,6,6,"42.9%"
"18","Stephen Gostkowski","K","FA","2019",3,3,"ppr",18,1,1,100,37,0,0,1,0,0,3,4,1,6,6,"0.0%"
"19","Randy Bullock","K","TEN","2019",3,3,"ppr",19,1,1,100,43,0,0,0,1,0,2,2,1,6,6,"1.5%"
"20","Jason Sanders","K","MIA","2019",3,3,"ppr",20,2,3,66.7,33,0,1,1,0,0,0,0,1,6,6,"13.2%"
"21","Jake Elliott","K","PHI","2019",3,3,"ppr",21,1,1,100,25,0,1,0,0,0,3,3,1,6,6,"27.9%"
"22","Aldrick Rosas","K","FA","2019",3,3,"ppr",22,1,1,100,36,0,0,1,0,0,3,3,1,6,6,"0.0%"
"23","Matt Bryant","K","FA","2019",3,3,"ppr",23,1,1,100,34,0,0,1,0,0,3,3,1,6,6,"1.1%"
"24","Justin Tucker","K","BAL","2019",3,3,"ppr",24,1,1,100,39,0,0,1,0,0,1,1,1,4,4,"99.0%"
"25","Brandon McManus","K","DEN","2019",3,3,"ppr",25,1,1,100,30,0,0,1,0,0,1,2,1,4,4,"36.0%"
"26","Dustin Hopkins","K","LAC","2019",3,3,"ppr",26,1,2,50,35,0,0,1,0,0,0,0,1,3,3,"2.7%"
"27","Ka'imi Fairbairn","K","HOU","2019",3,3,"ppr",27,0,1,0,0,0,0,0,0,0,3,4,1,3,3,"2.0%"
"28","Wil Lutz","K","NO","2019",3,3,"ppr",28,0,0,0,0,0,0,0,0,0,3,4,1,3,3,"8.0%"
"29","Jason Myers","K","SEA","2019",3,3,"ppr",29,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"55.6%"
"30","Sam Ficken","K","DET","2019",3,3,"ppr",30,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"31","Daniel Carlson","K","LV","2019",3,3,"ppr",31,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"96.6%"
"32","Cairo Santos","K","CHI","2019",3,3,"ppr",32,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"13.3%"
"33","Michael Palardy","K","NE","2019",3,3,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
