"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Ka'imi Fairbairn","K","HOU","2018",15,15,"ppr",1,5,5,100,53,0,0,1,3,1,2,2,1,22,22,"2.0%"
"2","Jake Elliott","K","PHI","2018",15,15,"ppr",2,3,4,75,51,0,0,1,1,1,3,3,1,15,15,"27.9%"
"3","Robbie Gould","K","SF","2018",15,15,"ppr",3,4,4,100,45,0,1,2,1,0,2,2,1,15,15,"42.9%"
"4","Adam Vinatieri","K","FA","2018",15,15,"ppr",4,3,3,100,44,0,1,0,2,0,2,2,1,13,13,"0.2%"
"5","Daniel Carlson","K","LV","2018",15,15,"ppr",5,3,3,100,50,0,1,0,1,1,1,1,1,13,13,"96.6%"
"6","Brandon McManus","K","DEN","2018",15,15,"ppr",6,3,3,100,44,0,1,0,2,0,1,1,1,12,12,"36.0%"
"7","Randy Bullock","K","TEN","2018",15,15,"ppr",7,3,3,100,38,0,1,2,0,0,3,3,1,12,12,"1.5%"
"8","Greg Zuerlein","K","NYJ","2018",15,15,"ppr",8,3,3,100,41,0,0,2,1,0,2,2,1,12,12,"15.9%"
"9","Mason Crosby","K","GB","2018",15,15,"ppr",9,3,3,100,45,0,0,0,3,0,0,0,1,12,12,"3.2%"
"10","Dan Bailey","K","FA","2018",15,15,"ppr",10,2,2,100,36,0,0,2,0,0,5,5,1,11,11,"0.0%"
"11","Dustin Hopkins","K","LAC","2018",15,15,"ppr",11,3,3,100,46,0,0,2,1,0,1,1,1,11,11,"2.7%"
"12","Matt Bryant","K","FA","2018",15,15,"ppr",12,2,2,100,33,0,1,1,0,0,4,4,1,10,10,"1.1%"
"13","Kai Forbath","K","LAR","2018",15,15,"ppr",13,2,2,100,41,0,0,1,1,0,1,1,1,8,8,"3.0%"
"14","Justin Tucker","K","BAL","2018",15,15,"ppr",14,2,2,100,35,0,1,1,0,0,2,2,1,8,8,"99.0%"
"15","Wil Lutz","K","NO","2018",15,15,"ppr",15,2,2,100,46,0,1,0,1,0,0,0,1,7,7,"8.0%"
"16","Cairo Santos","K","CHI","2018",15,15,"ppr",16,2,2,100,28,0,2,0,0,0,0,0,1,6,6,"13.3%"
"17","Cody Parkey","K","FA","2018",15,15,"ppr",17,1,1,100,24,0,1,0,0,0,3,3,1,6,6,"0.0%"
"18","Sebastian Janikowski","K","FA","2018",15,15,"ppr",18,1,1,100,48,0,0,0,1,0,2,3,1,6,6,"20.0%"
"19","Greg Joseph","K","MIN","2018",15,15,"ppr",19,1,1,100,40,0,0,0,1,0,2,2,1,6,6,"28.3%"
"20","Chris Boswell","K","PIT","2018",15,15,"ppr",20,1,2,50,48,0,0,0,1,0,2,2,1,6,6,"14.1%"
"21","Jason Sanders","K","MIA","2018",15,15,"ppr",21,1,1,100,25,0,1,0,0,0,2,2,1,5,5,"13.2%"
"22","Ryan Succop","K","TB","2018",15,15,"ppr",22,1,2,50,22,0,1,0,0,0,2,2,1,5,5,"34.3%"
"23","Harrison Butker","K","KC","2018",15,15,"ppr",23,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"91.8%"
"24","Stephen Gostkowski","K","FA","2018",15,15,"ppr",24,1,1,100,33,0,0,1,0,0,1,1,1,4,4,"0.0%"
"25","Jason Myers","K","SEA","2018",15,15,"ppr",25,1,1,100,26,0,1,0,0,0,1,3,1,4,4,"55.6%"
"26","Michael Badgley","K","DET","2018",15,15,"ppr",26,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"27.0%"
"27","Zane Gonzalez","K","CAR","2018",15,15,"ppr",27,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"0.1%"
"28","Stephen Hauschka","K","FA","2018",15,15,"ppr",28,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"0.0%"
"29","Chandler Catanzaro","K","FA","2018",15,15,"ppr",29,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"30","Matt Prater","K","ARI","2018",15,15,"ppr",30,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"14.9%"
"31","Aldrick Rosas","K","FA","2018",15,15,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"32","Michael Palardy","K","NE","2018",15,15,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
"33","Brett Maher","K","DAL","2018",15,15,"ppr",33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"75.1%"
