"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Blake Jarwin","TE","FA","2018",17,17,"ppr","1","7","8","119","17.0","39","4","3","0","0","0","0","1","36.9","36.9","4.0%"
"2","George Kittle","TE","SF","2018",17,17,"ppr","2","9","14","149","16.6","43","5","1","0","0","0","0","1","29.9","29.9","98.9%"
"3","Evan Engram","TE","JAC","2018",17,17,"ppr","3","5","8","81","16.2","51","4","1","0","0","0","0","1","21.1","21.1","68.5%"
"4","Ian Thomas","TE","CAR","2018",17,17,"ppr","4","5","7","61","12.2","31","2","1","0","0","0","0","1","17.1","17.1","0.1%"
"5","Eric Ebron","TE","FA","2018",17,17,"ppr","5","4","6","60","15.0","22","1","1","0","0","0","0","1","16.0","16.0","0.0%"
"6","Levine Toilolo","TE","FA","2018",17,17,"ppr","6","4","4","43","10.8","16","0","1","0","0","0","0","1","14.3","14.3","0.0%"
"7","Austin Hooper","TE","TEN","2018",17,17,"ppr","7","5","6","67","13.4","20","1","0","0","0","0","0","1","11.7","11.7","13.8%"
"8","Travis Kelce","TE","KC","2018",17,17,"ppr","8","5","9","62","12.4","25","1","0","0","0","0","0","1","11.2","11.2","100.0%"
"9","Mark Andrews","TE","BAL","2018",17,17,"ppr","9","4","5","54","13.5","28","1","0","0","0","0","0","1","9.4","9.4","99.9%"
"10","Luke Stocker","TE","FA","2018",17,17,"ppr","10","1","2","22","22.0","22","1","1","0","0","0","0","1","9.2","9.2","0.0%"
"11","David Njoku","TE","CLE","2018",17,17,"ppr","11","3","7","62","20.7","42","3","0","0","0","0","0","1","9.2","9.2","87.0%"
"12","Trey Burton","TE","FA","2018",17,17,"ppr","12","5","6","33","6.6","9","0","0","0","0","0","0","1","8.3","8.3","0.0%"
"13","Matt LaCosse","TE","FA","2018",17,17,"ppr","13","5","8","33","6.6","12","0","0","0","0","0","0","1","8.3","8.3","0.0%"
"14","Vance McDonald","TE","FA","2018",17,17,"ppr","14","3","6","39","13.0","22","1","0","0","0","0","0","1","6.9","6.9","0.0%"
"15","Hayden Hurst","TE","CIN","2018",17,17,"ppr","15","2","4","43","21.5","32","2","0","0","0","0","0","1","6.3","6.3","38.8%"
"16","Cameron Brate","TE","TB","2018",17,17,"ppr","16","2","4","39","19.5","21","1","0","0","0","0","0","1","5.9","5.9","1.6%"
