"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Evan McPherson","K","CIN","2021",11,11,"ppr",1,4,4,100,54,0,0,0,1,3,2,3,1,21,21,"86.6%"
"2","Jake Elliott","K","PHI","2021",11,11,"ppr",2,4,4,100,50,0,0,2,1,1,4,4,1,19,19,"27.9%"
"3","Nick Folk","K","NE","2021",11,11,"ppr",3,4,4,100,53,0,0,2,1,1,1,2,1,16,16,"75.5%"
"4","Chris Boswell","K","PIT","2021",11,11,"ppr",4,3,3,100,45,0,0,2,1,0,4,4,1,14,14,"14.1%"
"5","Robbie Gould","K","SF","2021",11,11,"ppr",5,3,3,100,48,0,1,0,2,0,3,3,1,14,14,"42.9%"
"6","Ryan Succop","K","TB","2021",11,11,"ppr",6,3,3,100,40,0,1,1,1,0,3,3,1,13,13,"34.3%"
"7","Dustin Hopkins","K","LAC","2021",11,11,"ppr",7,2,2,100,41,0,0,1,1,0,5,5,1,12,12,"2.7%"
"8","Justin Tucker","K","BAL","2021",11,11,"ppr",8,3,3,100,46,0,1,1,1,0,1,1,1,11,11,"99.0%"
"9","Ka'imi Fairbairn","K","HOU","2021",11,11,"ppr",9,3,3,100,43,0,1,1,1,0,1,2,1,11,11,"2.0%"
"10","Michael Badgley","K","DET","2021",11,11,"ppr",10,2,2,100,36,0,0,2,0,0,5,5,1,11,11,"27.0%"
"11","Greg Zuerlein","K","NYJ","2021",11,11,"ppr",11,3,3,100,48,0,0,2,1,0,0,0,1,10,10,"15.9%"
"12","Greg Joseph","K","MIN","2021",11,11,"ppr",12,2,2,100,51,0,1,0,0,1,2,3,1,10,10,"28.3%"
"13","Joey Slye","K","WAS","2021",11,11,"ppr",13,2,2,100,36,0,1,1,0,0,3,3,1,9,9,"2.0%"
"14","Mason Crosby","K","GB","2021",11,11,"ppr",14,1,2,50,54,0,0,0,0,1,4,4,1,9,9,"3.2%"
"15","Harrison Butker","K","KC","2021",11,11,"ppr",15,2,3,66.7,53,0,0,1,0,1,1,2,1,9,9,"91.8%"
"16","Daniel Carlson","K","LV","2021",11,11,"ppr",16,2,2,100,47,0,1,0,1,0,1,1,1,8,8,"96.6%"
"17","Matt Prater","K","ARI","2021",11,11,"ppr",17,1,3,33.3,53,0,0,0,0,1,2,3,1,7,7,"14.9%"
"18","Jason Myers","K","SEA","2021",11,11,"ppr",18,2,2,100,27,0,2,0,0,0,1,1,1,7,7,"55.6%"
"19","Jason Sanders","K","MIA","2021",11,11,"ppr",19,1,2,50,24,0,1,0,0,0,3,3,1,6,6,"13.2%"
"20","Aldrick Rosas","K","FA","2021",11,11,"ppr",20,1,1,100,43,0,0,0,1,0,1,1,1,5,5,"0.0%"
"21","Brett Maher","K","DAL","2021",11,11,"ppr",21,1,1,100,28,0,1,0,0,0,2,3,1,5,5,"75.1%"
"22","Matt Ammendola","K","FA","2021",11,11,"ppr",22,1,3,33.3,35,0,0,1,0,0,2,2,1,5,5,"0.1%"
"23","Matthew Wright","K","FA","2021",11,11,"ppr",23,1,1,100,30,0,0,1,0,0,1,1,1,4,4,"4.7%"
"24","Graham Gano","K","NYG","2021",11,11,"ppr",24,1,1,100,37,0,0,1,0,0,1,1,1,4,4,"61.0%"
"25","Zane Gonzalez","K","CAR","2021",11,11,"ppr",25,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"0.1%"
"26","Chase McLaughlin","K","IND","2021",11,11,"ppr",26,0,1,0,0,0,0,0,0,0,1,2,1,1,1,"4.0%"
"27","Randy Bullock","K","TEN","2021",11,11,"ppr",27,0,0,0,0,0,0,0,0,0,1,2,1,1,1,"1.5%"
"28","Cairo Santos","K","CHI","2021",11,11,"ppr",28,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"13.3%"
"29","Tyler Bass","K","BUF","2021",11,11,"ppr",29,0,2,0,0,0,0,0,0,0,1,1,1,1,1,"94.4%"
"30","Younghoe Koo","K","ATL","2021",11,11,"ppr",30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"46.2%"
"31","Ty Long","K","FA","2021",11,11,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
"32","Michael Palardy","K","NE","2021",11,11,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
