"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","DeVonta Smith","WR","PHI","2022",3,3,"ppr","1","8","12","169","21.1","45","8","1","0","0","0","0","1","30.9","30.9","93.5%"
"2","Mack Hollins","WR","LV","2022",3,3,"ppr","2","8","11","158","19.8","60","8","1","0","0","0","0","1","30.0","30.0","24.5%"
"3","Marquise Brown","WR","ARI","2022",3,3,"ppr","3","14","17","140","10.0","20","1","0","0","0","0","0","1","28.0","28.0","88.1%"
"4","Russell Gage","WR","TB","2022",3,3,"ppr","4","12","13","87","7.3","15","0","1","0","0","0","1","1","24.7","24.7","17.4%"
"5","Zay Jones","WR","JAC","2022",3,3,"ppr","5","10","11","85","8.5","16","0","1","1","0","0","0","1","24.5","24.5","61.7%"
"6","Chris Olave","WR","NO","2022",3,3,"ppr","6","9","13","147","16.3","49","5","0","0","0","0","0","1","23.7","23.7","93.4%"
"7","Amari Cooper","WR","CLE","2022",3,3,"ppr","7","7","11","101","14.4","32","3","1","0","0","0","0","1","23.1","23.1","96.2%"
"8","CeeDee Lamb","WR","DAL","2022",3,3,"ppr","8","8","12","87","10.9","26","1","1","0","0","0","0","1","22.7","22.7","99.9%"
"9","Romeo Doubs","WR","GB","2022",3,3,"ppr","9","8","8","73","9.1","21","1","1","0","0","0","0","1","21.3","21.3","15.1%"
"10","Isaiah McKenzie","WR","BUF","2022",3,3,"ppr","10","7","9","76","10.9","27","1","1","1","6","0","0","1","21.2","21.2","32.2%"
"11","DeVante Parker","WR","NE","2022",3,3,"ppr","11","5","10","156","31.2","40","9","0","0","0","0","0","1","20.6","20.6","13.6%"
"12","Tyler Boyd","WR","CIN","2022",3,3,"ppr","12","4","5","105","26.3","56","5","1","0","0","0","0","1","20.5","20.5","74.0%"
"13","A.J. Brown","WR","PHI","2022",3,3,"ppr","13","5","10","85","17.0","38","2","1","0","0","0","0","1","19.5","19.5","99.9%"
"14","Christian Kirk","WR","JAC","2022",3,3,"ppr","14","6","9","72","12.0","35","2","1","0","0","0","0","1","19.2","19.2","94.9%"
"15","K.J. Osborn","WR","MIN","2022",3,3,"ppr","15","5","8","73","14.6","28","2","1","0","0","0","0","1","18.3","18.3","3.3%"
"16","Adam Thielen","WR","MIN","2022",3,3,"ppr","16","6","8","61","10.2","15","0","1","0","0","0","0","1","18.1","18.1","90.7%"
"17","Courtland Sutton","WR","DEN","2022",3,3,"ppr","17","8","10","97","12.1","34","2","0","0","0","0","0","1","17.7","17.7","80.1%"
"18","DK Metcalf","WR","SEA","2022",3,3,"ppr","18","5","12","64","12.8","18","0","1","0","0","0","0","1","17.4","17.4","97.8%"
"19","Greg Dortch","WR","ARI","2022",3,3,"ppr","19","9","10","80","8.9","30","2","0","0","0","0","0","1","17.0","17.0","3.3%"
"20","Laviska Shenault Jr.","WR","CAR","2022",3,3,"ppr","20","2","2","90","45.0","67","5","1","0","0","0","0","1","17.0","17.0","0.8%"
"21","Tyler Lockett","WR","SEA","2022",3,3,"ppr","21","9","11","76","8.4","20","1","0","0","0","0","0","1","16.6","16.6","94.8%"
"22","Cooper Kupp","WR","LAR","2022",3,3,"ppr","22","4","6","44","11.0","14","0","0","1","20","1","0","1","16.4","16.4","82.7%"
"23","Diontae Johnson","WR","PIT","2022",3,3,"ppr","23","8","11","84","10.5","16","0","0","0","0","0","0","1","16.4","16.4","85.3%"
"24","Terry McLaurin","WR","WAS","2022",3,3,"ppr","24","6","9","102","17.0","45","3","0","0","0","0","0","1","16.2","16.2","98.1%"
"25","Joshua Palmer","WR","LAC","2022",3,3,"ppr","25","6","9","99","16.5","45","3","0","0","0","0","0","1","15.9","15.9","69.5%"
"26","Josh Reynolds","WR","DET","2022",3,3,"ppr","26","6","10","96","16.0","26","2","0","0","0","0","0","1","15.6","15.6","6.3%"
"27","Michael Pittman Jr.","WR","IND","2022",3,3,"ppr","27","8","9","72","9.0","26","2","0","0","0","0","0","1","15.2","15.2","97.0%"
"28","Jaylen Waddle","WR","MIA","2022",3,3,"ppr","28","4","6","102","25.5","45","5","0","1","9","0","0","1","15.1","15.1","99.3%"
"29","Allen Lazard","WR","GB","2022",3,3,"ppr","29","4","6","45","11.3","26","1","1","0","0","0","0","1","14.5","14.5","84.7%"
"30","Tre'Quan Smith","WR","NO","2022",3,3,"ppr","30","4","5","105","26.3","48","5","0","0","0","0","0","1","14.5","14.5","0.5%"
"31","Stefon Diggs","WR","BUF","2022",3,3,"ppr","31","7","11","74","10.6","28","1","0","0","0","0","0","1","14.4","14.4","100.0%"
"32","Drake London","WR","ATL","2022",3,3,"ppr","32","3","6","54","18.0","30","2","1","0","0","0","0","1","14.4","14.4","66.2%"
"33","Tee Higgins","WR","CIN","2022",3,3,"ppr","33","5","7","93","18.6","45","3","0","0","0","0","0","1","14.3","14.3","99.1%"
"34","Davante Adams","WR","LV","2022",3,3,"ppr","34","5","10","36","7.2","18","0","1","1","-4","0","0","1","14.2","14.2","100.0%"
