"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Lamar Jackson","QB","BAL","2021",9,9,"ppr","1","27","41","65.9","266","6.5","3","2","3","21","120","0","0","1","32.6","32.6","96.8%"
"2","Justin Herbert","QB","LAC","2021",9,9,"ppr","2","32","38","84.2","356","9.4","2","0","0","5","14","1","0","1","31.6","31.6","98.8%"
"3","Matt Ryan","QB","IND","2021",9,9,"ppr","3","23","30","76.7","343","11.4","2","0","2","5","8","1","0","1","28.5","28.5","10.6%"
"4","Josh Johnson","QB","SF","2021",9,9,"ppr","4","27","41","65.9","317","7.7","3","1","2","4","18","0","0","1","25.5","25.5","0.0%"
"5","Carson Wentz","QB","WAS","2021",9,9,"ppr","5","22","30","73.3","272","9.1","3","0","1","4","13","0","0","1","24.2","24.2","6.5%"
"6","Teddy Bridgewater","QB","MIA","2021",9,9,"ppr","6","19","28","67.9","249","8.9","1","0","4","3","-1","1","0","1","21.9","21.9","0.6%"
"7","Kirk Cousins","QB","MIN","2021",9,9,"ppr","7","17","28","60.7","187","6.7","2","0","0","1","1","1","0","1","21.6","21.6","87.8%"
"8","Jimmy Garoppolo","QB","SF","2021",9,9,"ppr","8","28","40","70.0","326","8.2","2","1","5","1","3","0","0","1","20.3","20.3","16.2%"
"9","Dak Prescott","QB","DAL","2021",9,9,"ppr","9","19","39","48.7","232","5.9","2","1","2","2","16","0","0","1","19.9","19.9","93.5%"
"10","Justin Fields","QB","CHI","2021",9,9,"ppr","10","17","29","58.6","291","10.0","1","1","3","8","45","0","0","1","19.1","19.1","95.3%"
"11","Jalen Hurts","QB","PHI","2021",9,9,"ppr","11","11","17","64.7","162","9.5","1","0","1","10","62","0","0","1","16.7","16.7","99.9%"
"12","Baker Mayfield","QB","LAR","2021",9,9,"ppr","12","14","21","66.7","218","10.4","2","0","2","0","0","0","0","1","16.7","16.7","6.6%"
"13","Colt McCoy","QB","ARI","2021",9,9,"ppr","13","22","26","84.6","249","9.6","1","0","2","7","23","0","0","1","16.3","16.3","2.3%"
"14","Ben Roethlisberger","QB","FA","2021",9,9,"ppr","14","21","30","70.0","205","6.8","2","0","4","2","0","0","0","1","16.2","16.2","13.6%"
"15","Trevor Siemian","QB","CHI","2021",9,9,"ppr","15","25","41","61.0","249","6.1","2","0","1","0","0","0","1","1","16.0","16.0","0.1%"
"16","Matthew Stafford","QB","LAR","2021",9,9,"ppr","16","31","48","64.6","294","6.1","1","2","5","2","13","0","0","1","15.1","15.1","29.7%"
"17","Ryan Tannehill","QB","TEN","2021",9,9,"ppr","17","19","27","70.4","143","5.3","1","1","3","2","3","1","0","1","15.0","15.0","28.5%"
"18","Jordan Love","QB","GB","2021",9,9,"ppr","18","19","34","55.9","190","5.6","1","1","1","5","23","0","0","1","12.9","12.9","1.4%"
"19","Derek Carr","QB","LV","2021",9,9,"ppr","19","30","46","65.2","296","6.4","1","2","1","2","5","0","1","1","12.3","12.3","64.3%"
"20","Josh Allen","QB","BUF","2021",9,9,"ppr","20","31","47","66.0","264","5.6","0","2","4","5","50","0","1","1","11.6","11.6","100.0%"
"21","Jacoby Brissett","QB","CLE","2021",9,9,"ppr","21","26","43","60.5","244","5.7","1","2","4","1","7","0","1","1","10.5","10.5","4.8%"
"22","Patrick Mahomes II","QB","KC","2021",9,9,"ppr","22","20","37","54.1","166","4.5","1","0","1","2","-2","0","0","1","10.4","10.4","100.0%"
"23","Joe Burrow","QB","CIN","2021",9,9,"ppr","23","28","40","70.0","282","7.1","0","2","5","2","1","0","0","1","9.4","9.4","99.4%"
"24","Tyrod Taylor","QB","NYG","2021",9,9,"ppr","24","24","43","55.8","240","5.6","0","3","5","3","23","0","0","1","8.9","8.9","0.1%"
"25","Daniel Jones","QB","NYG","2021",9,9,"ppr","25","15","20","75.0","110","5.5","1","0","2","4","17","0","1","1","8.1","8.1","58.2%"
"26","Mike White","QB","NYJ","2021",9,9,"ppr","26","7","11","63.6","95","8.6","1","0","0","0","0","0","0","1","7.8","7.8","19.9%"
"27","Mac Jones","QB","NE","2021",9,9,"ppr","27","12","18","66.7","139","7.7","1","1","2","2","4","0","1","1","7.0","7.0","14.1%"
"28","Trevor Lawrence","QB","JAC","2021",9,9,"ppr","28","15","26","57.7","118","4.5","0","0","2","3","4","0","0","1","5.1","5.1","75.8%"
"29","Sam Darnold","QB","CAR","2021",9,9,"ppr","29","16","33","48.5","172","5.2","0","3","1","3","9","0","0","1","4.8","4.8","3.9%"
"30","Taysom Hill","QB","NO","2021",9,9,"ppr","30","2","2","100.0","33","16.5","0","0","0","1","4","0","0","1","1.7","1.7","45.3%"
"31","C.J. Beathard","QB","JAC","2021",9,9,"ppr","31","2","2","100.0","33","16.5","0","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"32","Marcus Mariota","QB","ATL","2021",9,9,"ppr","32","0","0","0","0","0","0","0","0","1","6","0","0","1","0.6","0.6","19.4%"
"33","Feleipe Franks","QB","ATL","2021",9,9,"ppr","33","0","0","0","0","0","0","0","0","2","3","0","0","1","0.3","0.3","0.0%"
"34","Brandon Allen","QB","CIN","2021",9,9,"ppr","34","1","2","50.0","6","3.0","0","0","0","1","0","0","0","1","0.2","0.2","0.1%"
"35","Chris Streveler","QB","NYJ","2021",9,9,"ppr","35","0","0","0","0","0","0","0","0","1","2","0","0","1","0.2","0.2","0.0%"
"36","Sam Ehlinger","QB","IND","2021",9,9,"ppr","36","0","0","0","0","0","0","0","0","1","1","0","0","1","0.1","0.1","0.9%"
