"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Los Angeles Chargers","DST","LAC","2016",9,9,"ppr",1,0,2,1,1,2,0,0,1,14,14,"30.2%"
"2","Baltimore Ravens","DST","BAL","2016",9,9,"ppr",2,2,1,0,0,0,0,1,1,12,12,"89.6%"
"3","Kansas City Chiefs","DST","KC","2016",9,9,"ppr",3,2,1,3,2,0,0,0,1,11,11,"47.9%"
"4","Carolina Panthers","DST","CAR","2016",9,9,"ppr",4,4,1,0,1,0,0,0,1,10,10,"14.1%"
"5","New Orleans Saints","DST","NO","2016",9,9,"ppr",5,1,1,3,2,0,0,0,1,9,9,"65.3%"
"6","Los Angeles Rams","DST","LAR","2016",9,9,"ppr",6,5,0,0,0,0,0,0,1,9,9,"34.3%"
"7","Dallas Cowboys","DST","DAL","2016",9,9,"ppr",7,4,0,0,0,0,0,0,1,8,8,"90.0%"
"8","Miami Dolphins","DST","MIA","2016",9,9,"ppr",8,3,2,0,2,0,0,1,1,7,7,"25.9%"
"9","Las Vegas Raiders","DST","LV","2016",9,9,"ppr",9,2,1,1,1,0,0,0,1,7,7,"14.2%"
"10","New York Giants","DST","NYG","2016",9,9,"ppr",10,2,2,0,1,0,0,0,1,7,7,"6.2%"
"11","Seattle Seahawks","DST","SEA","2016",9,9,"ppr",11,5,1,0,0,0,0,0,1,7,7,"20.5%"
"12","Pittsburgh Steelers","DST","PIT","2016",9,9,"ppr",12,3,1,0,2,0,0,0,1,6,6,"53.2%"
"13","Green Bay Packers","DST","GB","2016",9,9,"ppr",13,2,2,0,0,0,0,0,1,5,5,"80.7%"
"14","Indianapolis Colts","DST","IND","2016",9,9,"ppr",14,3,1,0,0,0,0,1,1,5,5,"52.4%"
"15","Atlanta Falcons","DST","ATL","2016",9,9,"ppr",15,2,0,2,2,0,0,0,1,5,5,"1.7%"
"16","Detroit Lions","DST","DET","2016",9,9,"ppr",16,2,0,0,0,0,0,0,1,4,4,"2.5%"
"17","Buffalo Bills","DST","BUF","2016",9,9,"ppr",17,4,0,0,0,0,0,0,1,4,4,"99.0%"
"18","Philadelphia Eagles","DST","PHI","2016",9,9,"ppr",18,1,2,0,0,0,0,0,1,4,4,"58.2%"
"19","Jacksonville Jaguars","DST","JAC","2016",9,9,"ppr",19,2,0,0,0,0,0,0,1,3,3,"3.8%"
"20","Minnesota Vikings","DST","MIN","2016",9,9,"ppr",20,1,1,0,0,0,0,0,1,3,3,"23.7%"
"21","Denver Broncos","DST","DEN","2016",9,9,"ppr",21,2,0,0,0,0,0,0,1,1,1,"38.8%"
"22","New York Jets","DST","NYJ","2016",9,9,"ppr",22,1,0,0,2,0,0,0,1,1,1,"21.1%"
"23","Tampa Bay Buccaneers","DST","TB","2016",9,9,"ppr",23,2,0,1,1,0,0,0,1,0,0,"81.2%"
"24","Tennessee Titans","DST","TEN","2016",9,9,"ppr",24,1,0,0,0,0,0,0,1,0,0,"26.3%"
"25","San Francisco 49ers","DST","SF","2016",9,9,"ppr",25,1,0,0,0,0,0,0,1,-3,-3,"95.5%"
"26","Cleveland Browns","DST","CLE","2016",9,9,"ppr",26,0,0,0,1,0,0,0,1,-4,-4,"37.2%"
