"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Tampa Bay Buccaneers","DST","TB","2022",2,2,"ppr",1,6,3,2,3,1,0,0,1,26,26,"81.2%"
"2","Jacksonville Jaguars","DST","JAC","2022",2,2,"ppr",2,5,3,0,1,0,0,0,1,21,21,"3.8%"
"3","Buffalo Bills","DST","BUF","2022",2,2,"ppr",3,2,2,2,0,1,0,0,1,20,20,"99.0%"
"4","Atlanta Falcons","DST","ATL","2022",2,2,"ppr",4,1,2,1,1,0,1,1,1,16,16,"1.7%"
"5","San Francisco 49ers","DST","SF","2022",2,2,"ppr",5,2,2,1,0,0,0,0,1,15,15,"95.5%"
"6","Philadelphia Eagles","DST","PHI","2022",2,2,"ppr",6,2,3,0,1,0,0,0,1,12,12,"58.2%"
"7","Kansas City Chiefs","DST","KC","2022",2,2,"ppr",7,2,1,0,0,1,0,0,1,10,10,"47.9%"
"8","Green Bay Packers","DST","GB","2022",2,2,"ppr",8,3,1,0,0,0,0,0,1,9,9,"80.7%"
"9","Seattle Seahawks","DST","SEA","2022",2,2,"ppr",9,1,0,0,1,0,0,1,1,9,9,"20.5%"
"10","Arizona Cardinals","DST","ARI","2022",2,2,"ppr",10,1,0,1,2,1,0,0,1,9,9,"12.3%"
"11","Detroit Lions","DST","DET","2022",2,2,"ppr",11,5,1,0,1,0,1,0,1,9,9,"2.5%"
"12","Los Angeles Rams","DST","LAR","2022",2,2,"ppr",12,3,2,1,1,0,0,0,1,9,9,"34.3%"
"13","New England Patriots","DST","NE","2022",2,2,"ppr",13,3,1,1,0,0,0,0,1,8,8,"54.0%"
"14","New York Giants","DST","NYG","2022",2,2,"ppr",14,2,0,2,2,0,0,0,1,7,7,"6.2%"
"15","Dallas Cowboys","DST","DAL","2022",2,2,"ppr",15,6,0,0,1,0,0,0,1,7,7,"90.0%"
"16","Baltimore Ravens","DST","BAL","2022",2,2,"ppr",16,1,2,0,0,0,0,1,1,7,7,"89.6%"
"17","Denver Broncos","DST","DEN","2022",2,2,"ppr",17,3,0,0,2,0,0,0,1,7,7,"38.8%"
"18","Minnesota Vikings","DST","MIN","2022",2,2,"ppr",18,3,1,0,0,0,0,0,1,7,7,"23.7%"
"19","Houston Texans","DST","HOU","2022",2,2,"ppr",19,3,1,0,0,0,0,0,1,6,6,"0.8%"
"20","Chicago Bears","DST","CHI","2022",2,2,"ppr",20,3,0,1,0,0,0,0,1,5,5,"2.2%"
"21","Cincinnati Bengals","DST","CIN","2022",2,2,"ppr",21,1,0,1,1,0,0,0,1,4,4,"31.6%"
"22","Carolina Panthers","DST","CAR","2022",2,2,"ppr",22,3,0,0,0,0,0,0,1,4,4,"14.1%"
"23","New Orleans Saints","DST","NO","2022",2,2,"ppr",23,1,0,1,0,0,0,0,1,4,4,"65.3%"
"24","Las Vegas Raiders","DST","LV","2022",2,2,"ppr",24,1,1,0,0,0,0,0,1,3,3,"14.2%"
"25","Pittsburgh Steelers","DST","PIT","2022",2,2,"ppr",25,0,1,0,0,0,0,0,1,3,3,"53.2%"
"26","Cleveland Browns","DST","CLE","2022",2,2,"ppr",26,2,0,1,2,0,0,0,1,3,3,"37.2%"
"27","New York Jets","DST","NYJ","2022",2,2,"ppr",27,1,1,0,0,0,0,0,1,2,2,"21.1%"
"28","Los Angeles Chargers","DST","LAC","2022",2,2,"ppr",28,1,0,0,0,0,0,0,1,1,1,"30.2%"
"29","Indianapolis Colts","DST","IND","2022",2,2,"ppr",29,0,0,0,0,0,0,0,1,0,0,"52.4%"
"30","Washington Commanders","DST","WAS","2022",2,2,"ppr",30,3,0,0,0,0,0,0,1,-1,-1,"54.8%"
"31","Tennessee Titans","DST","TEN","2022",2,2,"ppr",31,1,0,0,0,0,0,0,1,-3,-3,"26.3%"
"32","Miami Dolphins","DST","MIA","2022",2,2,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"25.9%"
