"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Kyler Murray","QB","ARI","2021",13,13,"ppr","1","11","15","73.3","123","8.2","2","0","1","10","59","2","0","1","30.8","30.8","62.1%"
"2","Tom Brady","QB","TB","2021",13,13,"ppr","2","38","51","74.5","368","7.2","4","1","0","1","-1","0","0","1","29.6","29.6","86.0%"
"3","Justin Herbert","QB","LAC","2021",13,13,"ppr","3","26","35","74.3","317","9.1","3","1","4","1","6","0","0","1","26.3","26.3","98.8%"
"4","Taysom Hill","QB","NO","2021",13,13,"ppr","4","19","41","46.3","264","6.4","2","4","2","11","101","0","0","1","24.7","24.7","45.3%"
"5","Matthew Stafford","QB","LAR","2021",13,13,"ppr","5","26","38","68.4","295","7.8","3","0","1","1","2","0","0","1","24.0","24.0","29.7%"
"6","Zach Wilson","QB","NYJ","2021",13,13,"ppr","6","23","38","60.5","226","5.9","2","1","2","3","0","1","0","1","22.0","22.0","5.7%"
"7","Jared Goff","QB","DET","2021",13,13,"ppr","7","25","41","61.0","296","7.2","3","1","3","2","1","0","1","1","20.9","20.9","60.4%"
"8","Kirk Cousins","QB","MIN","2021",13,13,"ppr","8","30","40","75.0","340","8.5","2","0","3","2","6","0","1","1","20.2","20.2","87.8%"
"9","Ben Roethlisberger","QB","FA","2021",13,13,"ppr","9","21","31","67.7","236","7.6","2","0","1","1","-1","0","0","1","19.3","19.3","13.6%"
"10","Gardner Minshew II","QB","PHI","2021",13,13,"ppr","10","20","25","80.0","242","9.7","2","0","2","4","11","0","0","1","18.8","18.8","0.2%"
"11","Lamar Jackson","QB","BAL","2021",13,13,"ppr","11","23","37","62.2","253","6.8","1","1","7","8","55","0","0","1","18.6","18.6","96.8%"
"12","Joe Burrow","QB","CIN","2021",13,13,"ppr","12","24","40","60.0","300","7.5","1","2","6","1","6","1","1","1","18.6","18.6","99.4%"
"13","Jimmy Garoppolo","QB","SF","2021",13,13,"ppr","13","20","30","66.7","299","10.0","2","2","1","2","0","0","0","1","18.0","18.0","16.2%"
"14","Tua Tagovailoa","QB","MIA","2021",13,13,"ppr","14","30","41","73.2","244","6.0","2","0","2","2","1","0","0","1","17.9","17.9","94.7%"
"15","Russell Wilson","QB","DEN","2021",13,13,"ppr","15","30","37","81.1","231","6.2","2","1","4","3","15","0","0","1","17.7","17.7","43.7%"
"16","Taylor Heinicke","QB","WAS","2021",13,13,"ppr","16","23","30","76.7","196","6.5","2","1","1","3","10","0","0","1","15.8","15.8","14.0%"
"17","Andy Dalton","QB","NO","2021",13,13,"ppr","17","26","41","63.4","229","5.6","2","4","3","2","6","0","0","1","15.8","15.8","12.2%"
"18","Teddy Bridgewater","QB","MIA","2021",13,13,"ppr","18","22","40","55.0","257","6.4","1","2","1","4","17","0","0","1","14.0","14.0","0.6%"
"19","Patrick Mahomes II","QB","KC","2021",13,13,"ppr","19","15","29","51.7","184","6.3","0","1","1","4","12","1","0","1","13.6","13.6","100.0%"
"20","Derek Carr","QB","LV","2021",13,13,"ppr","20","28","38","73.7","249","6.6","0","0","2","2","24","0","0","1","12.4","12.4","64.3%"
"21","Dak Prescott","QB","DAL","2021",13,13,"ppr","21","26","40","65.0","238","6.0","1","1","1","3","-3","0","0","1","12.2","12.2","93.5%"
"22","Matt Ryan","QB","IND","2021",13,13,"ppr","22","30","41","73.2","297","7.2","0","0","5","3","2","0","0","1","12.1","12.1","10.6%"
"23","Josh Allen","QB","BUF","2021",13,13,"ppr","23","15","30","50.0","145","4.8","1","0","2","6","39","0","1","1","11.7","11.7","100.0%"
"24","Carson Wentz","QB","WAS","2021",13,13,"ppr","24","16","22","72.7","158","7.2","1","0","1","3","8","0","0","1","11.1","11.1","6.5%"
"25","Trevor Lawrence","QB","JAC","2021",13,13,"ppr","25","16","28","57.1","145","5.2","0","0","2","4","10","0","0","1","6.8","6.8","75.8%"
"26","Mike Glennon","QB","FA","2021",13,13,"ppr","26","23","44","52.3","187","4.3","0","1","3","0","0","0","0","1","6.5","6.5","1.0%"
"27","Davis Mills","QB","HOU","2021",13,13,"ppr","27","6","14","42.9","49","3.5","0","0","2","2","11","0","0","1","3.1","3.1","3.4%"
"28","Tyrod Taylor","QB","NYG","2021",13,13,"ppr","28","5","13","38.5","45","3.5","0","1","2","3","15","0","0","1","2.3","2.3","0.1%"
"29","Mac Jones","QB","NE","2021",13,13,"ppr","29","2","3","66.7","19","6.3","0","0","0","5","-3","0","0","1","0.5","0.5","14.1%"
"30","C.J. Beathard","QB","JAC","2021",13,13,"ppr","30","0","0","0","0","0","0","0","0","1","2","0","0","1","0.2","0.2","0.1%"
"31","Sam Ehlinger","QB","IND","2021",13,13,"ppr","31","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.9%"
