"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Lamar Jackson","QB","BAL","2020",14,14,"ppr","1","11","17","64.7","163","9.6","1","0","4","9","124","2","0","1","34.9","34.9","96.8%"
"2","Baker Mayfield","QB","LAR","2020",14,14,"ppr","2","28","47","59.6","343","7.3","2","1","0","5","23","1","0","1","31.0","31.0","6.6%"
"3","Aaron Rodgers","QB","GB","2020",14,14,"ppr","3","26","33","78.8","290","8.8","3","0","0","6","13","1","0","1","30.9","30.9","75.1%"
"4","Tua Tagovailoa","QB","MIA","2020",14,14,"ppr","4","28","48","58.3","316","6.6","2","1","4","6","24","1","0","1","28.0","28.0","94.7%"
"5","Derek Carr","QB","LV","2020",14,14,"ppr","5","31","45","68.9","316","7.0","2","2","0","3","12","1","0","1","25.8","25.8","64.3%"
"6","Drew Lock","QB","SEA","2020",14,14,"ppr","6","21","27","77.8","280","10.4","4","0","1","6","4","0","1","1","25.6","25.6","0.2%"
"7","Mitch Trubisky","QB","PIT","2020",14,14,"ppr","7","24","33","72.7","267","8.1","3","0","3","4","23","0","0","1","25.0","25.0","0.8%"
"8","Russell Wilson","QB","DEN","2020",14,14,"ppr","8","21","27","77.8","206","7.6","4","1","0","1","-1","0","0","1","23.1","23.1","43.7%"
"9","Patrick Mahomes II","QB","KC","2020",14,14,"ppr","9","24","34","70.6","393","11.6","2","3","3","5","9","0","0","1","21.6","21.6","100.0%"
"10","Teddy Bridgewater","QB","MIA","2020",14,14,"ppr","10","30","40","75.0","283","7.1","0","0","4","3","31","1","0","1","20.4","20.4","0.6%"
"11","Taysom Hill","QB","NO","2020",14,14,"ppr","11","28","38","73.7","291","7.7","2","1","5","5","33","0","1","1","19.9","19.9","45.3%"
"12","Jalen Hurts","QB","PHI","2020",14,14,"ppr","12","17","30","56.7","167","5.6","1","0","0","18","106","0","1","1","19.3","19.3","99.9%"
"13","Josh Allen","QB","BUF","2020",14,14,"ppr","13","24","43","55.8","238","5.5","2","1","1","6","28","0","0","1","19.3","19.3","100.0%"
"14","Kyler Murray","QB","ARI","2020",14,14,"ppr","14","24","35","68.6","244","7.0","1","0","1","13","47","0","0","1","18.5","18.5","62.1%"
"15","Philip Rivers","QB","FA","2020",14,14,"ppr","15","19","28","67.9","244","8.7","2","0","0","0","0","0","0","1","17.8","17.8","20.6%"
"16","Kirk Cousins","QB","MIN","2020",14,14,"ppr","16","24","37","64.9","225","6.1","1","0","6","5","41","0","1","1","17.1","17.1","87.8%"
"17","Justin Herbert","QB","LAC","2020",14,14,"ppr","17","36","44","81.8","243","5.5","2","1","1","0","0","0","0","1","16.7","16.7","98.8%"
"18","Deshaun Watson","QB","CLE","2020",14,14,"ppr","18","21","30","70.0","219","7.3","1","0","6","7","38","0","0","1","16.6","16.6","75.7%"
"19","Ryan Tannehill","QB","TEN","2020",14,14,"ppr","19","19","24","79.2","212","8.8","2","0","1","0","0","0","0","1","16.5","16.5","28.5%"
"20","Jared Goff","QB","DET","2020",14,14,"ppr","20","16","25","64.0","137","5.5","1","1","1","4","11","1","0","1","15.6","15.6","60.4%"
"21","Tom Brady","QB","TB","2020",14,14,"ppr","21","15","23","65.2","196","8.5","2","0","0","3","-2","0","0","1","15.6","15.6","86.0%"
"22","Ben Roethlisberger","QB","FA","2020",14,14,"ppr","22","21","37","56.8","187","5.1","2","2","1","0","0","0","0","1","15.5","15.5","13.6%"
"23","Andy Dalton","QB","NO","2020",14,14,"ppr","23","16","23","69.6","185","8.0","2","0","2","1","-1","0","0","1","15.3","15.3","12.2%"
"24","Matthew Stafford","QB","LAR","2020",14,14,"ppr","24","24","34","70.6","244","7.2","1","0","4","1","6","0","0","1","14.4","14.4","29.7%"
"25","Brandon Allen","QB","CIN","2020",14,14,"ppr","25","27","36","75.0","217","6.0","1","0","0","4","12","0","0","1","13.9","13.9","0.1%"
"26","Nick Mullens","QB","MIN","2020",14,14,"ppr","26","25","45","55.6","260","5.8","1","1","4","0","0","0","1","1","13.4","13.4","0.0%"
"27","Gardner Minshew II","QB","PHI","2020",14,14,"ppr","27","18","31","58.1","178","5.7","1","0","0","2","22","0","0","1","13.3","13.3","0.2%"
"28","Matt Ryan","QB","IND","2020",14,14,"ppr","28","21","32","65.6","224","7.0","1","3","2","1","3","0","0","1","10.3","10.3","10.6%"
"29","Sam Darnold","QB","CAR","2020",14,14,"ppr","29","14","26","53.8","132","5.1","0","0","3","1","3","0","0","1","5.6","5.6","3.9%"
"30","Cam Newton","QB","FA","2020",14,14,"ppr","30","9","16","56.3","119","7.4","0","1","4","7","16","0","0","1","5.4","5.4","9.1%"
"31","Daniel Jones","QB","NYG","2020",14,14,"ppr","31","11","21","52.4","127","6.0","0","0","6","0","0","0","1","1","3.1","3.1","58.2%"
"32","Mike Glennon","QB","FA","2020",14,14,"ppr","32","13","23","56.5","85","3.7","0","1","0","0","0","0","0","1","2.4","2.4","1.0%"
"33","Logan Woodside","QB","ATL","2020",14,14,"ppr","33","0","0","0","0","0","0","0","0","1","18","0","0","1","1.8","1.8","0.0%"
"34","Jarrett Stidham","QB","LV","2020",14,14,"ppr","34","5","7","71.4","27","3.9","0","0","2","1","3","0","0","1","1.4","1.4","0.0%"
