"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Indianapolis Colts","DST","IND","2019",16,16,"ppr",1,5,3,0,0,0,0,2,1,30,30,"52.4%"
"2","Houston Texans","DST","HOU","2019",16,16,"ppr",2,3,4,1,1,1,0,0,1,22,22,"0.8%"
"3","New York Jets","DST","NYJ","2019",16,16,"ppr",3,4,2,0,0,0,0,0,1,12,12,"21.1%"
"4","Arizona Cardinals","DST","ARI","2019",16,16,"ppr",4,5,0,1,2,0,0,0,1,11,11,"12.3%"
"5","Green Bay Packers","DST","GB","2019",16,16,"ppr",5,5,1,0,0,0,0,0,1,11,11,"80.7%"
"6","Tampa Bay Buccaneers","DST","TB","2019",16,16,"ppr",6,5,1,1,2,0,0,0,1,10,10,"81.2%"
"7","Kansas City Chiefs","DST","KC","2019",16,16,"ppr",7,3,0,0,0,0,0,0,1,10,10,"47.9%"
"8","Minnesota Vikings","DST","MIN","2019",16,16,"ppr",8,3,1,2,3,0,0,0,1,9,9,"23.7%"
"9","Los Angeles Rams","DST","LAR","2019",16,16,"ppr",9,6,2,0,1,0,0,0,1,9,9,"34.3%"
"10","Atlanta Falcons","DST","ATL","2019",16,16,"ppr",10,3,0,1,0,0,0,0,1,9,9,"1.7%"
"11","Philadelphia Eagles","DST","PHI","2019",16,16,"ppr",11,2,0,1,1,0,0,0,1,8,8,"58.2%"
"12","San Francisco 49ers","DST","SF","2019",16,16,"ppr",12,0,1,0,1,1,0,0,1,7,7,"95.5%"
"13","New Orleans Saints","DST","NO","2019",16,16,"ppr",13,5,0,1,0,0,0,0,1,6,6,"65.3%"
"14","Detroit Lions","DST","DET","2019",16,16,"ppr",14,0,0,0,0,0,0,1,1,6,6,"2.5%"
"15","Denver Broncos","DST","DEN","2019",16,16,"ppr",15,4,0,0,0,0,0,0,1,5,5,"38.8%"
"16","Pittsburgh Steelers","DST","PIT","2019",16,16,"ppr",16,2,0,1,1,0,0,0,1,5,5,"53.2%"
"17","Jacksonville Jaguars","DST","JAC","2019",16,16,"ppr",17,1,2,0,0,0,0,0,1,5,5,"3.8%"
"18","New England Patriots","DST","NE","2019",16,16,"ppr",18,4,0,0,0,0,0,0,1,5,5,"54.0%"
"19","Seattle Seahawks","DST","SEA","2019",16,16,"ppr",19,2,0,0,0,0,0,0,1,4,4,"20.5%"
"20","Baltimore Ravens","DST","BAL","2019",16,16,"ppr",20,1,1,0,0,0,0,0,1,4,4,"89.6%"
"21","Los Angeles Chargers","DST","LAC","2019",16,16,"ppr",21,3,0,0,0,0,0,0,1,3,3,"30.2%"
"22","Miami Dolphins","DST","MIA","2019",16,16,"ppr",22,4,0,1,1,0,0,0,1,2,2,"25.9%"
"23","Las Vegas Raiders","DST","LV","2019",16,16,"ppr",23,1,0,0,0,0,0,0,1,2,2,"14.2%"
"24","Dallas Cowboys","DST","DAL","2019",16,16,"ppr",24,1,0,0,1,0,0,0,1,2,2,"90.0%"
"25","Buffalo Bills","DST","BUF","2019",16,16,"ppr",25,0,0,1,1,0,0,0,1,2,2,"99.0%"
"26","Cleveland Browns","DST","CLE","2019",16,16,"ppr",26,0,0,1,1,0,0,0,1,1,1,"37.2%"
"27","Chicago Bears","DST","CHI","2019",16,16,"ppr",27,1,0,0,0,0,0,0,1,1,1,"2.2%"
"28","Cincinnati Bengals","DST","CIN","2019",16,16,"ppr",28,2,1,0,1,0,0,0,1,0,0,"31.6%"
"29","New York Giants","DST","NYG","2019",16,16,"ppr",29,3,0,0,0,0,0,0,1,-1,-1,"6.2%"
"30","Carolina Panthers","DST","CAR","2019",16,16,"ppr",30,3,0,0,0,0,0,0,1,-1,-1,"14.1%"
"31","Tennessee Titans","DST","TEN","2019",16,16,"ppr",31,3,0,0,0,0,0,0,1,-1,-1,"26.3%"
"32","Washington Commanders","DST","WAS","2019",16,16,"ppr",32,1,0,0,1,0,0,0,1,-1,-1,"54.8%"
