"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Lamar Jackson","QB","BAL","2019",12,12,"ppr","1","15","20","75.0","169","8.5","5","0","2","8","95","0","0","1","36.3","36.3","96.8%"
"2","Ryan Tannehill","QB","TEN","2019",12,12,"ppr","2","14","18","77.8","259","14.4","2","0","1","7","40","2","1","1","32.4","32.4","28.5%"
"3","Sam Darnold","QB","CAR","2019",12,12,"ppr","3","20","29","69.0","315","10.9","2","0","1","4","16","1","0","1","28.2","28.2","3.9%"
"4","Jameis Winston","QB","NO","2019",12,12,"ppr","4","18","28","64.3","313","11.2","3","2","0","8","38","0","0","1","26.3","26.3","5.6%"
"5","Ryan Fitzpatrick","QB","FA","2019",12,12,"ppr","5","21","39","53.8","214","5.5","2","2","4","5","45","1","0","1","25.1","25.1","0.0%"
"6","Baker Mayfield","QB","LAR","2019",12,12,"ppr","6","24","34","70.6","327","9.6","3","1","1","2","5","0","0","1","24.6","24.6","6.6%"
"7","Drew Brees","QB","FA","2019",12,12,"ppr","7","30","39","76.9","311","8.0","3","1","2","0","0","0","0","1","23.4","23.4","35.7%"
"8","Kyle Allen","QB","HOU","2019",12,12,"ppr","8","23","36","63.9","256","7.1","3","0","4","1","9","0","0","1","23.1","23.1","0.7%"
"9","Mitch Trubisky","QB","PIT","2019",12,12,"ppr","9","25","41","61.0","278","6.8","1","2","2","7","18","1","0","1","20.9","20.9","0.8%"
"10","Josh Allen","QB","BUF","2019",12,12,"ppr","10","15","25","60.0","185","7.4","2","1","1","9","56","0","0","1","20.0","20.0","100.0%"
"11","Deshaun Watson","QB","CLE","2019",12,12,"ppr","11","19","30","63.3","298","9.9","2","1","1","3","10","0","0","1","19.9","19.9","75.7%"
"12","Jimmy Garoppolo","QB","SF","2019",12,12,"ppr","12","14","20","70.0","253","12.7","2","0","3","2","1","0","0","1","18.2","18.2","16.2%"
"13","Jeff Driskel","QB","HOU","2019",12,12,"ppr","13","20","33","60.6","207","6.3","1","3","6","9","63","0","0","1","15.6","15.6","11.6%"
"14","Nick Foles","QB","IND","2019",12,12,"ppr","14","32","48","66.7","272","5.7","0","0","3","3","20","0","0","1","14.9","14.9","0.0%"
"15","Daniel Jones","QB","NYG","2019",12,12,"ppr","15","21","36","58.3","150","4.2","2","0","1","2","27","0","1","1","14.7","14.7","58.2%"
"16","Jacoby Brissett","QB","CLE","2019",12,12,"ppr","16","16","25","64.0","129","5.2","0","0","1","4","20","1","0","1","13.2","13.2","4.8%"
"17","Tom Brady","QB","TB","2019",12,12,"ppr","17","17","37","45.9","190","5.1","1","0","2","2","-3","0","0","1","11.3","11.3","86.0%"
"18","Carson Wentz","QB","WAS","2019",12,12,"ppr","18","33","45","73.3","256","5.7","1","2","3","5","27","0","2","1","10.9","10.9","6.5%"
"19","Russell Wilson","QB","DEN","2019",12,12,"ppr","19","13","25","52.0","200","8.0","1","1","6","3","15","0","1","1","10.5","10.5","43.7%"
"20","Ryan Finley","QB","FA","2019",12,12,"ppr","20","12","26","46.2","192","7.4","1","0","4","2","8","0","1","1","10.5","10.5","0.0%"
"21","Aaron Rodgers","QB","GB","2019",12,12,"ppr","21","20","33","60.6","104","3.2","1","0","5","3","13","0","1","1","9.5","9.5","75.1%"
"22","Devlin Hodges","QB","FA","2019",12,12,"ppr","22","5","11","45.5","118","10.7","1","0","2","3","1","0","0","1","8.8","8.8","0.0%"
"23","Matt Ryan","QB","IND","2019",12,12,"ppr","23","23","46","50.0","271","5.9","0","1","6","1","8","0","1","1","8.6","8.6","10.6%"
"24","Dak Prescott","QB","DAL","2019",12,12,"ppr","24","19","33","57.6","212","6.4","0","1","0","1","4","0","0","1","7.9","7.9","93.5%"
"25","Jared Goff","QB","DET","2019",12,12,"ppr","25","26","37","70.3","212","5.7","0","2","2","1","-1","0","0","1","6.4","6.4","60.4%"
"26","Matt Schaub","QB","FA","2019",12,12,"ppr","26","5","9","55.6","55","6.1","1","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"27","Dwayne Haskins","QB","FA","2019",12,12,"ppr","27","13","29","44.8","156","5.4","0","1","3","3","28","0","1","1","6.0","6.0","0.1%"
"28","Derek Carr","QB","LV","2019",12,12,"ppr","28","15","27","55.6","127","4.7","0","1","1","1","11","0","0","1","5.2","5.2","64.3%"
"29","Brandon Allen","QB","CIN","2019",12,12,"ppr","29","10","25","40.0","82","3.3","0","1","4","2","8","0","0","1","3.1","3.1","0.1%"
